"Species"	"GeneID"	"PrimaryTissue"	"tau"
"Danio_rerio"	"ENSDARG00000033861"	"ovary"	0.492498743034885
"Danio_rerio"	"ENSDARG00000033871"	"muscle"	0.443467812818867
"Danio_rerio"	"ENSDARG00000033889"	"ovary"	0.353472688053503
"Danio_rerio"	"ENSDARG00000033899"	"ovary"	0.47946267524906
"Danio_rerio"	"ENSDARG00000033901"	"ovary"	0.471739228013667
"Danio_rerio"	"ENSDARG00000033916"	"ovary"	0.418999879404952
"Danio_rerio"	"ENSDARG00000033928"	"muscle"	0.336650739507344
"Danio_rerio"	"ENSDARG00000033949"	"ovary"	0.887017787277365
"Danio_rerio"	"ENSDARG00000033950"	"gills"	0.522060266420338
"Danio_rerio"	"ENSDARG00000033953"	"gills"	0.822174309596957
"Danio_rerio"	"ENSDARG00000033957"	"ovary"	0.480104828215012
"Danio_rerio"	"ENSDARG00000033965"	"ovary"	0.335915032396621
"Danio_rerio"	"ENSDARG00000033967"	"ovary"	0.623893483850897
"Danio_rerio"	"ENSDARG00000033971"	"pectoral_fin"	0.627768477551584
"Danio_rerio"	"ENSDARG00000033973"	"ovary"	0.260210174877205
"Danio_rerio"	"ENSDARG00000033978"	"brain"	0.260122920290373
"Danio_rerio"	"ENSDARG00000033987"	"testis"	0.471258836204054
"Danio_rerio"	"ENSDARG00000033999"	"eye"	0.539695754333796
"Danio_rerio"	"ENSDARG00000034001"	"ovary"	0.409382489024774
"Danio_rerio"	"ENSDARG00000034007"	"eye"	0.791798881373942
"Danio_rerio"	"ENSDARG00000034013"	"ovary"	0.178159377145317
"Danio_rerio"	"ENSDARG00000034042"	"testis"	0.611541375635099
"Danio_rerio"	"ENSDARG00000034043"	"brain"	0.609130940188648
"Danio_rerio"	"ENSDARG00000034048"	"intestine"	0.640926966441706
"Danio_rerio"	"ENSDARG00000034056"	"eye"	0.124514532632766
"Danio_rerio"	"ENSDARG00000034060"	"ovary"	0.381890313995177
"Danio_rerio"	"ENSDARG00000034063"	"gills"	0.717874580437389
"Danio_rerio"	"ENSDARG00000034080"	"ovary"	0.435531486734691
"Danio_rerio"	"ENSDARG00000034086"	"brain"	0.605794129105171
"Danio_rerio"	"ENSDARG00000034093"	"eye"	0.50374319224642
"Danio_rerio"	"ENSDARG00000034105"	"brain"	0.23544050739451
"Danio_rerio"	"ENSDARG00000034107"	"brain"	0.806094951824875
"Danio_rerio"	"ENSDARG00000034117"	"pectoral_fin"	0.278224603769613
"Danio_rerio"	"ENSDARG00000034138"	"ovary"	0.843834573954328
"Danio_rerio"	"ENSDARG00000034146"	"testis"	0.218017741397442
"Danio_rerio"	"ENSDARG00000034160"	"brain"	0.20979430671166
"Danio_rerio"	"ENSDARG00000034165"	"brain"	0.81534944944957
"Danio_rerio"	"ENSDARG00000034168"	"brain"	0.637168492729451
"Danio_rerio"	"ENSDARG00000034174"	"ovary"	0.207296455879786
"Danio_rerio"	"ENSDARG00000034178"	"testis"	0.222458193218359
"Danio_rerio"	"ENSDARG00000034181"	"liver"	0.583158607960574
"Danio_rerio"	"ENSDARG00000034187"	"brain"	0.4426784549711
"Danio_rerio"	"ENSDARG00000034189"	"brain"	0.133943298240678
"Danio_rerio"	"ENSDARG00000034195"	"brain"	0.219387813318533
"Danio_rerio"	"ENSDARG00000034207"	"ovary"	0.676353428404063
"Danio_rerio"	"ENSDARG00000034210"	"gills"	0.388954898167486
"Danio_rerio"	"ENSDARG00000034211"	"pectoral_fin"	0.617764910557902
"Danio_rerio"	"ENSDARG00000034215"	"brain"	0.864615033260252
"Danio_rerio"	"ENSDARG00000034222"	"intestine"	0.539740889996394
"Danio_rerio"	"ENSDARG00000034227"	"ovary"	0.516905114913778
"Danio_rerio"	"ENSDARG00000034229"	"eye"	0.730336809623472
"Danio_rerio"	"ENSDARG00000034240"	"gills"	0.0995283766542902
"Danio_rerio"	"ENSDARG00000034256"	"ovary"	0.702587799338227
"Danio_rerio"	"ENSDARG00000034262"	"gills"	0.532646650823554
"Danio_rerio"	"ENSDARG00000034268"	"heart"	0.308149753009845
"Danio_rerio"	"ENSDARG00000034270"	"muscle"	0.240822215181843
"Danio_rerio"	"ENSDARG00000034291"	"liver"	0.198302330739625
"Danio_rerio"	"ENSDARG00000034293"	"eye"	0.19431620651301
"Danio_rerio"	"ENSDARG00000034300"	"muscle"	0.949322518251455
"Danio_rerio"	"ENSDARG00000034307"	"muscle"	0.733042277980252
"Danio_rerio"	"ENSDARG00000034309"	"muscle"	0.290411031990758
"Danio_rerio"	"ENSDARG00000034313"	"intestine"	0.0901250674642508
"Danio_rerio"	"ENSDARG00000034326"	"ovary"	0.201876163262334
"Danio_rerio"	"ENSDARG00000034344"	"brain"	0.557266298308807
"Danio_rerio"	"ENSDARG00000034368"	"intestine"	0.309437670712001
"Danio_rerio"	"ENSDARG00000034375"	"brain"	0.509972933314688
"Danio_rerio"	"ENSDARG00000034396"	"ovary"	0.222001113402179
"Danio_rerio"	"ENSDARG00000034403"	"pectoral_fin"	0.82963955368133
"Danio_rerio"	"ENSDARG00000034409"	"brain"	0.239622633345134
"Danio_rerio"	"ENSDARG00000034420"	"eye"	0.828784594934523
"Danio_rerio"	"ENSDARG00000034423"	"muscle"	0.338466700715578
"Danio_rerio"	"ENSDARG00000034424"	"eye"	0.746453845976302
"Danio_rerio"	"ENSDARG00000034427"	"ovary"	0.16506889424591
"Danio_rerio"	"ENSDARG00000034430"	"testis"	0.577791158313652
"Danio_rerio"	"ENSDARG00000034434"	"gills"	0.199706095252499
"Danio_rerio"	"ENSDARG00000034443"	"heart"	0.367377420472413
"Danio_rerio"	"ENSDARG00000034453"	"ovary"	0.601602550779548
"Danio_rerio"	"ENSDARG00000034457"	"testis"	0.875040196300915
"Danio_rerio"	"ENSDARG00000034470"	"heart"	0.506068304330359
"Danio_rerio"	"ENSDARG00000034473"	"brain"	0.238871822927666
"Danio_rerio"	"ENSDARG00000034493"	"brain"	0.758786854546876
"Danio_rerio"	"ENSDARG00000034497"	"ovary"	0.363755984507144
"Danio_rerio"	"ENSDARG00000034503"	"eye"	0.269333811387068
"Danio_rerio"	"ENSDARG00000034504"	"brain"	0.676987897981953
"Danio_rerio"	"ENSDARG00000034518"	"ovary"	0.442184072656614
"Danio_rerio"	"ENSDARG00000034522"	"brain"	0.608725971589685
"Danio_rerio"	"ENSDARG00000034528"	"brain"	0.780039528680583
"Danio_rerio"	"ENSDARG00000034534"	"brain"	0.270114187646962
"Danio_rerio"	"ENSDARG00000034541"	"gills"	0.28498883861325
"Danio_rerio"	"ENSDARG00000034555"	"gills"	0.315157351196586
"Danio_rerio"	"ENSDARG00000034559"	"pectoral_fin"	0.620179230348153
"Danio_rerio"	"ENSDARG00000034568"	"testis"	0.467350362173278
"Danio_rerio"	"ENSDARG00000034572"	"brain"	0.672505035787035
"Danio_rerio"	"ENSDARG00000034577"	"eye"	0.91481049858719
"Danio_rerio"	"ENSDARG00000034588"	"muscle"	0.64649004476471
"Danio_rerio"	"ENSDARG00000034598"	"testis"	0.771928344744103
"Danio_rerio"	"ENSDARG00000034600"	"intestine"	0.153090375871481
"Danio_rerio"	"ENSDARG00000034605"	"liver"	0.306618557225961
"Danio_rerio"	"ENSDARG00000034610"	"ovary"	0.707657217920501
"Danio_rerio"	"ENSDARG00000034616"	"brain"	0.177801264754809
"Danio_rerio"	"ENSDARG00000034624"	"ovary"	0.599531456146785
"Danio_rerio"	"ENSDARG00000034633"	"testis"	0.245865454533172
"Danio_rerio"	"ENSDARG00000034643"	"pectoral_fin"	0.324471849950133
"Danio_rerio"	"ENSDARG00000034650"	"intestine"	0.641235604789039
"Danio_rerio"	"ENSDARG00000034667"	"ovary"	0.622352559823483
"Danio_rerio"	"ENSDARG00000034668"	"brain"	0.490486432432685
"Danio_rerio"	"ENSDARG00000034670"	"brain"	0.287883880006598
"Danio_rerio"	"ENSDARG00000034677"	"pectoral_fin"	0.632124104874476
"Danio_rerio"	"ENSDARG00000034685"	"brain"	0.294412228962377
"Danio_rerio"	"ENSDARG00000034693"	"ovary"	0.388972289785766
"Danio_rerio"	"ENSDARG00000034700"	"heart"	0.438910468262257
"Danio_rerio"	"ENSDARG00000034705"	"pectoral_fin"	0.458562624801123
"Danio_rerio"	"ENSDARG00000034707"	"testis"	0.903316084822175
"Danio_rerio"	"ENSDARG00000034714"	"ovary"	0.589678035887672
"Danio_rerio"	"ENSDARG00000034718"	"gills"	0.413977227538545
"Danio_rerio"	"ENSDARG00000034734"	"ovary"	0.285689322205314
"Danio_rerio"	"ENSDARG00000034753"	"heart"	0.27330025358446
"Danio_rerio"	"ENSDARG00000034757"	"eye"	0.682245157687689
"Danio_rerio"	"ENSDARG00000034768"	"ovary"	0.248965661580463
"Danio_rerio"	"ENSDARG00000034771"	"intestine"	0.195115192046272
"Danio_rerio"	"ENSDARG00000034773"	"ovary"	0.572318454583572
"Danio_rerio"	"ENSDARG00000034777"	"heart"	0.167596308563544
"Danio_rerio"	"ENSDARG00000034785"	"brain"	0.419740140849555
"Danio_rerio"	"ENSDARG00000034801"	"heart"	0.446403126695333
"Danio_rerio"	"ENSDARG00000034808"	"brain"	0.703176086332191
"Danio_rerio"	"ENSDARG00000034817"	"intestine"	0.276819758140104
"Danio_rerio"	"ENSDARG00000034823"	"intestine"	0.126086335899419
"Danio_rerio"	"ENSDARG00000034825"	"ovary"	0.279820513390021
"Danio_rerio"	"ENSDARG00000034836"	"gills"	0.822133973799848
"Danio_rerio"	"ENSDARG00000034852"	"heart"	0.495570915465938
"Danio_rerio"	"ENSDARG00000034855"	"testis"	0.659051988100825
"Danio_rerio"	"ENSDARG00000034862"	"liver"	0.842777666850225
"Danio_rerio"	"ENSDARG00000034871"	"muscle"	0.721820771401038
"Danio_rerio"	"ENSDARG00000034883"	"liver"	0.316864106848036
"Danio_rerio"	"ENSDARG00000034885"	"ovary"	0.402994454289174
"Danio_rerio"	"ENSDARG00000034893"	"ovary"	0.546656189559721
"Danio_rerio"	"ENSDARG00000034895"	"gills"	0.644117014117916
"Danio_rerio"	"ENSDARG00000034896"	"brain"	0.791705968531913
"Danio_rerio"	"ENSDARG00000034897"	"liver"	0.14298313506288
"Danio_rerio"	"ENSDARG00000034916"	"ovary"	0.202648557449893
"Danio_rerio"	"ENSDARG00000034930"	"eye"	0.950129213465354
"Danio_rerio"	"ENSDARG00000034933"	"testis"	0.648308350622636
"Danio_rerio"	"ENSDARG00000034940"	"eye"	0.900625147465161
"Danio_rerio"	"ENSDARG00000034941"	"testis"	0.908570150715425
"Danio_rerio"	"ENSDARG00000034943"	"gills"	0.345923918433537
"Danio_rerio"	"ENSDARG00000034956"	"ovary"	0.396966285599556
"Danio_rerio"	"ENSDARG00000034957"	"testis"	0.442635839718741
"Danio_rerio"	"ENSDARG00000034975"	"ovary"	0.498219218253681
"Danio_rerio"	"ENSDARG00000034982"	"ovary"	0.425092477982513
"Danio_rerio"	"ENSDARG00000034988"	"muscle"	0.62054259699073
"Danio_rerio"	"ENSDARG00000034989"	"ovary"	0.596961091010825
"Danio_rerio"	"ENSDARG00000035005"	"heart"	0.641606490857282
"Danio_rerio"	"ENSDARG00000035009"	"ovary"	0.915285190775695
"Danio_rerio"	"ENSDARG00000035018"	"ovary"	0.426124960335352
"Danio_rerio"	"ENSDARG00000035023"	"ovary"	0.214084783864588
"Danio_rerio"	"ENSDARG00000035028"	"ovary"	0.649178980466687
"Danio_rerio"	"ENSDARG00000035043"	"liver"	0.102787301055114
"Danio_rerio"	"ENSDARG00000035054"	"intestine"	0.170694510415752
"Danio_rerio"	"ENSDARG00000035056"	"brain"	0.550247382965741
"Danio_rerio"	"ENSDARG00000035066"	"testis"	0.217953112547175
"Danio_rerio"	"ENSDARG00000035074"	"ovary"	0.444220882289849
"Danio_rerio"	"ENSDARG00000035080"	"testis"	0.868144963005022
"Danio_rerio"	"ENSDARG00000035095"	"ovary"	0.790358510848705
"Danio_rerio"	"ENSDARG00000035120"	"liver"	0.45050477402761
"Danio_rerio"	"ENSDARG00000035122"	"ovary"	0.267270081436928
"Danio_rerio"	"ENSDARG00000035129"	"testis"	0.163150884895155
"Danio_rerio"	"ENSDARG00000035131"	"liver"	0.509032769250499
"Danio_rerio"	"ENSDARG00000035132"	"eye"	0.316044254929608
"Danio_rerio"	"ENSDARG00000035133"	"ovary"	0.193401416895664
"Danio_rerio"	"ENSDARG00000035136"	"pectoral_fin"	0.152786764483779
"Danio_rerio"	"ENSDARG00000035146"	"ovary"	0.190782841025153
"Danio_rerio"	"ENSDARG00000035147"	"testis"	0.561664920942313
"Danio_rerio"	"ENSDARG00000035148"	"muscle"	0.903303101983952
"Danio_rerio"	"ENSDARG00000035149"	"ovary"	0.388920144673949
"Danio_rerio"	"ENSDARG00000035150"	"heart"	0.871809637082261
"Danio_rerio"	"ENSDARG00000035151"	"heart"	0.816498254741912
"Danio_rerio"	"ENSDARG00000035152"	"brain"	0.262533565836254
"Danio_rerio"	"ENSDARG00000035161"	"testis"	0.688210839877499
"Danio_rerio"	"ENSDARG00000035163"	"eye"	0.880627363098308
"Danio_rerio"	"ENSDARG00000035167"	"ovary"	0.204719236875547
"Danio_rerio"	"ENSDARG00000035171"	"ovary"	0.75774472757845
"Danio_rerio"	"ENSDARG00000035175"	"brain"	0.324438039432195
"Danio_rerio"	"ENSDARG00000035178"	"gills"	0.822822431043232
"Danio_rerio"	"ENSDARG00000035181"	"ovary"	0.1517062758723
"Danio_rerio"	"ENSDARG00000035184"	"ovary"	0.475295957162983
"Danio_rerio"	"ENSDARG00000035185"	"gills"	0.82643971136253
"Danio_rerio"	"ENSDARG00000035188"	"muscle"	0.336445285416954
"Danio_rerio"	"ENSDARG00000035198"	"pectoral_fin"	0.450286195915871
"Danio_rerio"	"ENSDARG00000035253"	"gills"	0.597790672968721
"Danio_rerio"	"ENSDARG00000035256"	"muscle"	0.388946229213585
"Danio_rerio"	"ENSDARG00000035257"	"liver"	0.721304772813331
"Danio_rerio"	"ENSDARG00000035264"	"ovary"	0.279393390697392
"Danio_rerio"	"ENSDARG00000035273"	"eye"	0.813167316536742
"Danio_rerio"	"ENSDARG00000035282"	"ovary"	0.217099045955735
"Danio_rerio"	"ENSDARG00000035285"	"eye"	0.165956110539323
"Danio_rerio"	"ENSDARG00000035290"	"gills"	0.888465487902463
"Danio_rerio"	"ENSDARG00000035308"	"muscle"	0.305598163387755
"Danio_rerio"	"ENSDARG00000035309"	"muscle"	0.619145549281362
"Danio_rerio"	"ENSDARG00000035322"	"heart"	0.750551215528194
"Danio_rerio"	"ENSDARG00000035324"	"liver"	0.0843922839682989
"Danio_rerio"	"ENSDARG00000035325"	"ovary"	0.123282119166638
"Danio_rerio"	"ENSDARG00000035326"	"intestine"	0.262258286243701
"Danio_rerio"	"ENSDARG00000035327"	"muscle"	0.464013569341681
"Danio_rerio"	"ENSDARG00000035329"	"pectoral_fin"	0.187665472262436
"Danio_rerio"	"ENSDARG00000035330"	"testis"	0.193874060823157
"Danio_rerio"	"ENSDARG00000035332"	"testis"	0.48642606051504
"Danio_rerio"	"ENSDARG00000035333"	"ovary"	0.577961087818211
"Danio_rerio"	"ENSDARG00000035338"	"brain"	0.904948346732889
"Danio_rerio"	"ENSDARG00000035350"	"intestine"	0.68194679301852
"Danio_rerio"	"ENSDARG00000035357"	"brain"	0.482076358761954
"Danio_rerio"	"ENSDARG00000035360"	"brain"	0.318142923484913
"Danio_rerio"	"ENSDARG00000035388"	"liver"	0.51911934223795
"Danio_rerio"	"ENSDARG00000035389"	"intestine"	0.105343593899814
"Danio_rerio"	"ENSDARG00000035390"	"eye"	0.241896919268394
"Danio_rerio"	"ENSDARG00000035391"	"testis"	0.754916657542438
"Danio_rerio"	"ENSDARG00000035398"	"muscle"	0.324540308392072
"Danio_rerio"	"ENSDARG00000035399"	"brain"	0.264440778425983
"Danio_rerio"	"ENSDARG00000035400"	"liver"	0.121253534977266
"Danio_rerio"	"ENSDARG00000035406"	"ovary"	0.171528013283673
"Danio_rerio"	"ENSDARG00000035420"	"testis"	0.436111289912114
"Danio_rerio"	"ENSDARG00000035422"	"gills"	0.734296929252556
"Danio_rerio"	"ENSDARG00000035427"	"ovary"	0.566664588193992
"Danio_rerio"	"ENSDARG00000035433"	"ovary"	0.150360523202087
"Danio_rerio"	"ENSDARG00000035434"	"ovary"	0.429830467965355
"Danio_rerio"	"ENSDARG00000035438"	"muscle"	0.574302861861642
"Danio_rerio"	"ENSDARG00000035458"	"muscle"	0.520145772024691
"Danio_rerio"	"ENSDARG00000035459"	"testis"	0.619081928187235
"Danio_rerio"	"ENSDARG00000035468"	"ovary"	0.84258826802908
"Danio_rerio"	"ENSDARG00000035470"	"brain"	0.362109980647718
"Danio_rerio"	"ENSDARG00000035505"	"ovary"	0.351380993711968
"Danio_rerio"	"ENSDARG00000035506"	"pectoral_fin"	0.519231588443313
"Danio_rerio"	"ENSDARG00000035507"	"ovary"	0.517814232189084
"Danio_rerio"	"ENSDARG00000035508"	"brain"	0.796000935355095
"Danio_rerio"	"ENSDARG00000035514"	"intestine"	0.67219290652894
"Danio_rerio"	"ENSDARG00000035515"	"ovary"	0.446050293991288
"Danio_rerio"	"ENSDARG00000035519"	"eye"	0.242526253720452
"Danio_rerio"	"ENSDARG00000035521"	"pectoral_fin"	0.47967680397927
"Danio_rerio"	"ENSDARG00000035532"	"ovary"	0.518489312360206
"Danio_rerio"	"ENSDARG00000035535"	"ovary"	0.32209629690842
"Danio_rerio"	"ENSDARG00000035538"	"brain"	0.779134870736514
"Danio_rerio"	"ENSDARG00000035540"	"ovary"	0.309048667870836
"Danio_rerio"	"ENSDARG00000035544"	"liver"	0.634784790577304
"Danio_rerio"	"ENSDARG00000035546"	"testis"	0.210902289704162
"Danio_rerio"	"ENSDARG00000035549"	"ovary"	0.222514063257258
"Danio_rerio"	"ENSDARG00000035550"	"testis"	0.942583666863328
"Danio_rerio"	"ENSDARG00000035551"	"testis"	0.845956948184402
"Danio_rerio"	"ENSDARG00000035552"	"muscle"	0.34711351747778
"Danio_rerio"	"ENSDARG00000035553"	"brain"	0.783233656132367
"Danio_rerio"	"ENSDARG00000035555"	"gills"	0.97383591904493
"Danio_rerio"	"ENSDARG00000035556"	"ovary"	0.328013805012122
"Danio_rerio"	"ENSDARG00000035557"	"brain"	0.10200813708668
"Danio_rerio"	"ENSDARG00000035558"	"ovary"	0.340722026998953
"Danio_rerio"	"ENSDARG00000035559"	"pectoral_fin"	0.119262065727819
"Danio_rerio"	"ENSDARG00000035560"	"gills"	0.733198524064786
"Danio_rerio"	"ENSDARG00000035562"	"liver"	0.495225107429963
"Danio_rerio"	"ENSDARG00000035563"	"gills"	0.411106557097457
"Danio_rerio"	"ENSDARG00000035564"	"ovary"	0.314009503853938
"Danio_rerio"	"ENSDARG00000035565"	"ovary"	0.414998258918418
"Danio_rerio"	"ENSDARG00000035569"	"heart"	0.40500512869618
"Danio_rerio"	"ENSDARG00000035570"	"ovary"	0.58142076381946
"Danio_rerio"	"ENSDARG00000035571"	"ovary"	0.281152582022345
"Danio_rerio"	"ENSDARG00000035573"	"ovary"	0.22890435134495
"Danio_rerio"	"ENSDARG00000035577"	"brain"	0.313607681068336
"Danio_rerio"	"ENSDARG00000035578"	"brain"	0.570704642834643
"Danio_rerio"	"ENSDARG00000035579"	"testis"	0.39028917158315
"Danio_rerio"	"ENSDARG00000035595"	"ovary"	0.542593726450279
"Danio_rerio"	"ENSDARG00000035596"	"testis"	0.119686242137636
"Danio_rerio"	"ENSDARG00000035598"	"intestine"	0.139793458971889
"Danio_rerio"	"ENSDARG00000035601"	"liver"	0.737300753567789
"Danio_rerio"	"ENSDARG00000035602"	"liver"	0.895713737939844
"Danio_rerio"	"ENSDARG00000035603"	"intestine"	0.729621751568696
"Danio_rerio"	"ENSDARG00000035605"	"testis"	0.569068209970285
"Danio_rerio"	"ENSDARG00000035607"	"testis"	0.52655782739137
"Danio_rerio"	"ENSDARG00000035608"	"ovary"	0.163500359267199
"Danio_rerio"	"ENSDARG00000035609"	"testis"	0.980793858306657
"Danio_rerio"	"ENSDARG00000035610"	"testis"	0.378372697980919
"Danio_rerio"	"ENSDARG00000035618"	"ovary"	0.142663690169204
"Danio_rerio"	"ENSDARG00000035622"	"liver"	0.176652820243214
"Danio_rerio"	"ENSDARG00000035625"	"ovary"	0.161425190452382
"Danio_rerio"	"ENSDARG00000035629"	"heart"	0.35495633064498
"Danio_rerio"	"ENSDARG00000035630"	"ovary"	0.852716966209517
"Danio_rerio"	"ENSDARG00000035631"	"liver"	0.293066903516411
"Danio_rerio"	"ENSDARG00000035632"	"gills"	0.656681512917894
"Danio_rerio"	"ENSDARG00000035633"	"ovary"	0.607435423545304
"Danio_rerio"	"ENSDARG00000035634"	"testis"	0.376104044830996
"Danio_rerio"	"ENSDARG00000035646"	"testis"	0.993175721430572
"Danio_rerio"	"ENSDARG00000035648"	"eye"	0.775135161248147
"Danio_rerio"	"ENSDARG00000035650"	"ovary"	0.353479997031989
"Danio_rerio"	"ENSDARG00000035652"	"intestine"	0.642915878509275
"Danio_rerio"	"ENSDARG00000035655"	"testis"	0.839561342219018
"Danio_rerio"	"ENSDARG00000035663"	"liver"	0.353782485499059
"Danio_rerio"	"ENSDARG00000035665"	"heart"	0.706246538157879
"Danio_rerio"	"ENSDARG00000035676"	"intestine"	0.106486454203592
"Danio_rerio"	"ENSDARG00000035677"	"gills"	0.68366394819268
"Danio_rerio"	"ENSDARG00000035678"	"ovary"	0.102415292586067
"Danio_rerio"	"ENSDARG00000035679"	"testis"	0.101664650980496
"Danio_rerio"	"ENSDARG00000035680"	"ovary"	0.839505442268993
"Danio_rerio"	"ENSDARG00000035682"	"heart"	0.376998559594107
"Danio_rerio"	"ENSDARG00000035692"	"liver"	0.161180282890455
"Danio_rerio"	"ENSDARG00000035694"	"brain"	0.674738770109587
"Danio_rerio"	"ENSDARG00000035695"	"muscle"	0.596040113613693
"Danio_rerio"	"ENSDARG00000035697"	"ovary"	0.702042666918255
"Danio_rerio"	"ENSDARG00000035699"	"liver"	0.196317345234837
"Danio_rerio"	"ENSDARG00000035706"	"eye"	0.471472745735109
"Danio_rerio"	"ENSDARG00000035715"	"brain"	0.299325290427961
"Danio_rerio"	"ENSDARG00000035718"	"liver"	0.908046902085709
"Danio_rerio"	"ENSDARG00000035719"	"liver"	0.327328717796096
"Danio_rerio"	"ENSDARG00000035732"	"eye"	0.416518267890656
"Danio_rerio"	"ENSDARG00000035735"	"brain"	0.961253751668816
"Danio_rerio"	"ENSDARG00000035741"	"muscle"	0.311486316798375
"Danio_rerio"	"ENSDARG00000035751"	"liver"	0.073882621013507
"Danio_rerio"	"ENSDARG00000035763"	"ovary"	0.325851431641947
"Danio_rerio"	"ENSDARG00000035771"	"ovary"	0.406992824647962
"Danio_rerio"	"ENSDARG00000035781"	"ovary"	0.444340225974789
"Danio_rerio"	"ENSDARG00000035796"	"pectoral_fin"	0.948728237563804
"Danio_rerio"	"ENSDARG00000035798"	"eye"	0.602042987228985
"Danio_rerio"	"ENSDARG00000035808"	"brain"	0.415404874486648
"Danio_rerio"	"ENSDARG00000035809"	"pectoral_fin"	0.27868666683797
"Danio_rerio"	"ENSDARG00000035810"	"muscle"	0.452809432699668
"Danio_rerio"	"ENSDARG00000035819"	"muscle"	0.495220780965047
"Danio_rerio"	"ENSDARG00000035820"	"eye"	0.929470122895935
"Danio_rerio"	"ENSDARG00000035821"	"ovary"	0.319619625521831
"Danio_rerio"	"ENSDARG00000035823"	"ovary"	0.451920248973054
"Danio_rerio"	"ENSDARG00000035832"	"intestine"	0.920667716788197
"Danio_rerio"	"ENSDARG00000035835"	"muscle"	0.420026509981584
"Danio_rerio"	"ENSDARG00000035837"	"brain"	0.450503836695783
"Danio_rerio"	"ENSDARG00000035852"	"eye"	0.661100105417039
"Danio_rerio"	"ENSDARG00000035853"	"testis"	0.429348845501314
"Danio_rerio"	"ENSDARG00000035858"	"gills"	0.249373513675131
"Danio_rerio"	"ENSDARG00000035859"	"muscle"	0.370938607562408
"Danio_rerio"	"ENSDARG00000035860"	"liver"	0.193261830860395
"Danio_rerio"	"ENSDARG00000035861"	"eye"	0.905209180478751
"Danio_rerio"	"ENSDARG00000035862"	"testis"	0.627276264492956
"Danio_rerio"	"ENSDARG00000035868"	"brain"	0.447141339543561
"Danio_rerio"	"ENSDARG00000035869"	"liver"	0.448677252467994
"Danio_rerio"	"ENSDARG00000035870"	"eye"	0.473140176093295
"Danio_rerio"	"ENSDARG00000035871"	"liver"	0.180829640795853
"Danio_rerio"	"ENSDARG00000035872"	"liver"	0.388861546703444
"Danio_rerio"	"ENSDARG00000035873"	"ovary"	0.59275538850869
"Danio_rerio"	"ENSDARG00000035875"	"liver"	0.96443708630032
"Danio_rerio"	"ENSDARG00000035879"	"intestine"	0.618663520321072
"Danio_rerio"	"ENSDARG00000035880"	"brain"	0.371483031069563
"Danio_rerio"	"ENSDARG00000035882"	"liver"	0.486436983439938
"Danio_rerio"	"ENSDARG00000035883"	"muscle"	0.638308771976956
"Danio_rerio"	"ENSDARG00000035887"	"eye"	0.214323114756975
"Danio_rerio"	"ENSDARG00000035889"	"ovary"	0.42095163076117
"Danio_rerio"	"ENSDARG00000035890"	"gills"	0.387793128467987
"Danio_rerio"	"ENSDARG00000035891"	"heart"	0.777863736274829
"Danio_rerio"	"ENSDARG00000035895"	"brain"	0.909707371235162
"Danio_rerio"	"ENSDARG00000035899"	"brain"	0.780853043862148
"Danio_rerio"	"ENSDARG00000035904"	"pectoral_fin"	0.68646372227737
"Danio_rerio"	"ENSDARG00000035905"	"intestine"	0.1770247064904
"Danio_rerio"	"ENSDARG00000035907"	"brain"	0.66735926459472
"Danio_rerio"	"ENSDARG00000035909"	"liver"	0.488634678837194
"Danio_rerio"	"ENSDARG00000035910"	"ovary"	0.554083306095263
"Danio_rerio"	"ENSDARG00000035913"	"liver"	0.192818447203437
"Danio_rerio"	"ENSDARG00000035914"	"liver"	0.073103092911016
"Danio_rerio"	"ENSDARG00000035918"	"muscle"	0.461654506127771
"Danio_rerio"	"ENSDARG00000035924"	"intestine"	0.109362042966583
"Danio_rerio"	"ENSDARG00000035942"	"brain"	0.56060391649489
"Danio_rerio"	"ENSDARG00000035944"	"muscle"	0.673644025521842
"Danio_rerio"	"ENSDARG00000035954"	"ovary"	0.533374593662961
"Danio_rerio"	"ENSDARG00000035957"	"ovary"	0.691230320104935
"Danio_rerio"	"ENSDARG00000035958"	"pectoral_fin"	0.643432153632055
"Danio_rerio"	"ENSDARG00000035961"	"brain"	0.912079892787797
"Danio_rerio"	"ENSDARG00000035963"	"testis"	0.73176972774772
"Danio_rerio"	"ENSDARG00000035970"	"brain"	0.70896182830822
"Danio_rerio"	"ENSDARG00000035978"	"ovary"	0.154098828826462
"Danio_rerio"	"ENSDARG00000035985"	"muscle"	0.318743552863202
"Danio_rerio"	"ENSDARG00000035986"	"testis"	0.22709895465163
"Danio_rerio"	"ENSDARG00000035987"	"ovary"	0.16090656742113
"Danio_rerio"	"ENSDARG00000035990"	"heart"	0.434777988769287
"Danio_rerio"	"ENSDARG00000035993"	"ovary"	0.340579822927064
"Danio_rerio"	"ENSDARG00000036005"	"liver"	0.323884481213024
"Danio_rerio"	"ENSDARG00000036008"	"brain"	0.813046061557039
"Danio_rerio"	"ENSDARG00000036028"	"gills"	0.318952699029396
"Danio_rerio"	"ENSDARG00000036031"	"brain"	0.865017082599193
"Danio_rerio"	"ENSDARG00000036036"	"eye"	0.390735069173556
"Danio_rerio"	"ENSDARG00000036038"	"ovary"	0.382498218096865
"Danio_rerio"	"ENSDARG00000036040"	"brain"	0.121514551470108
"Danio_rerio"	"ENSDARG00000036041"	"liver"	0.715195198099901
