"VarCategory"	"GOBPID"	"Term"	"MeanPvalue"	"NConditions"	"EnrichmentTest"	"TestDirection"
"MV"	"GO:0043981"	"histone H4-K5 acetylation"	0.00210624764418141	1	"GOStats"	"enrichment"
"MV"	"GO:0043982"	"histone H4-K8 acetylation"	0.00210624764418141	1	"GOStats"	"enrichment"
"MV"	"GO:0044092"	"negative regulation of molecular function"	0.00468012502644734	2	"GOStats"	"enrichment"
"MV"	"GO:0044238"	"primary metabolic process"	0.00428577919764034	3	"GOStats"	"enrichment"
"MV"	"GO:0044260"	"cellular macromolecule metabolic process"	0.00414791275665157	2	"GOStats"	"enrichment"
"MV"	"GO:0044267"	"cellular protein metabolic process"	0.00410406126395948	1	"GOStats"	"enrichment"
"MV"	"GO:0044271"	"cellular nitrogen compound biosynthetic process"	0.00154716664228827	1	"GOStats"	"enrichment"
"MV"	"GO:0044839"	"cell cycle G2/M phase transition"	0.00576520497944582	1	"GOStats"	"enrichment"
"MV"	"GO:0045055"	"regulated exocytosis"	0.00160603539474469	1	"GOStats"	"enrichment"
"MV"	"GO:0045185"	"maintenance of protein location"	0.00760164642712973	1	"GOStats"	"enrichment"
"MV"	"GO:0045292"	"mRNA cis splicing, via spliceosome"	0.00206967418704508	1	"GOStats"	"enrichment"
"MV"	"GO:0045595"	"regulation of cell differentiation"	0.005730078370431	2	"GOStats"	"enrichment"
"MV"	"GO:0045620"	"negative regulation of lymphocyte differentiation"	0.00826547052477761	1	"GOStats"	"enrichment"
"MV"	"GO:0045627"	"positive regulation of T-helper 1 cell differentiation"	0.00942248563175021	1	"GOStats"	"enrichment"
"MV"	"GO:0045629"	"negative regulation of T-helper 2 cell differentiation"	0.00942248563175021	1	"GOStats"	"enrichment"
"MV"	"GO:0045639"	"positive regulation of myeloid cell differentiation"	0.000516518034809038	1	"GOStats"	"enrichment"
"MV"	"GO:0045664"	"regulation of neuron differentiation"	0.00541515339109834	1	"GOStats"	"enrichment"
"MV"	"GO:0045723"	"positive regulation of fatty acid biosynthetic process"	0.00942248563175021	1	"GOStats"	"enrichment"
"MV"	"GO:0045730"	"respiratory burst"	0.00988023214858682	1	"GOStats"	"enrichment"
"MV"	"GO:0045765"	"regulation of angiogenesis"	0.00460413911007943	1	"GOStats"	"enrichment"
"MV"	"GO:0045799"	"positive regulation of chromatin assembly or disassembly"	0.0092612446758292	1	"GOStats"	"enrichment"
"MV"	"GO:0045851"	"pH reduction"	0.00988023214858682	1	"GOStats"	"enrichment"
"MV"	"GO:0045861"	"negative regulation of proteolysis"	0.000832689614134596	1	"GOStats"	"enrichment"
"MV"	"GO:0045880"	"positive regulation of smoothened signaling pathway"	0.00692025852115949	1	"GOStats"	"enrichment"
"MV"	"GO:0045943"	"positive regulation of transcription by RNA polymerase I"	0.00381679245577901	1	"GOStats"	"enrichment"
"MV"	"GO:0046349"	"amino sugar biosynthetic process"	0.00893545641084286	1	"GOStats"	"enrichment"
"MV"	"GO:0046470"	"phosphatidylcholine metabolic process"	0.00141787526858077	2	"GOStats"	"enrichment"
"MV"	"GO:0046483"	"heterocycle metabolic process"	0.00271869087415116	2	"GOStats"	"enrichment"
"MV"	"GO:0046627"	"negative regulation of insulin receptor signaling pathway"	0.00255626505192601	1	"GOStats"	"enrichment"
"MV"	"GO:0046716"	"muscle cell cellular homeostasis"	0.00223751992701697	1	"GOStats"	"enrichment"
"MV"	"GO:0046822"	"regulation of nucleocytoplasmic transport"	0.00331529979525905	1	"GOStats"	"enrichment"
"MV"	"GO:0046835"	"carbohydrate phosphorylation"	0.00743106966624949	1	"GOStats"	"enrichment"
"MV"	"GO:0046907"	"intracellular transport"	0.000816540435978675	1	"GOStats"	"enrichment"
"MV"	"GO:0048008"	"platelet-derived growth factor receptor signaling pathway"	0.00437063018311859	2	"GOStats"	"enrichment"
"MV"	"GO:0048048"	"embryonic eye morphogenesis"	0.00307654838284164	1	"GOStats"	"enrichment"
"MV"	"GO:0048096"	"chromatin-mediated maintenance of transcription"	0.00643079138512544	1	"GOStats"	"enrichment"
"MV"	"GO:0048246"	"macrophage chemotaxis"	0.00906796709893498	1	"GOStats"	"enrichment"
"MV"	"GO:0048469"	"cell maturation"	0.00690449001625172	1	"GOStats"	"enrichment"
"MV"	"GO:0048518"	"positive regulation of biological process"	0.00341077525470932	1	"GOStats"	"enrichment"
"MV"	"GO:0048534"	"hematopoietic or lymphoid organ development"	0.00812122217640291	1	"GOStats"	"enrichment"
"MV"	"GO:0048546"	"digestive tract morphogenesis"	0.00153869659822352	1	"GOStats"	"enrichment"
"MV"	"GO:0048588"	"developmental cell growth"	0.00461016493508661	2	"GOStats"	"enrichment"
"MV"	"GO:0048589"	"developmental growth"	0.00213719618753424	1	"GOStats"	"enrichment"
"MV"	"GO:0048675"	"axon extension"	0.00687600816935377	1	"GOStats"	"enrichment"
"MV"	"GO:0048730"	"epidermis morphogenesis"	0.00942741039393955	1	"GOStats"	"enrichment"
"MV"	"GO:0048731"	"system development"	0.00134972320378108	1	"GOStats"	"enrichment"
"MV"	"GO:0048790"	"maintenance of presynaptic active zone structure"	0.00826547052477761	1	"GOStats"	"enrichment"
"MV"	"GO:0048794"	"swim bladder development"	0.000234939516410699	1	"GOStats"	"enrichment"
"MV"	"GO:0048798"	"swim bladder inflation"	0.00923995615755403	1	"GOStats"	"enrichment"
"MV"	"GO:0048799"	"animal organ maturation"	0.00352602295798992	1	"GOStats"	"enrichment"
"MV"	"GO:0048844"	"artery morphogenesis"	0.00579467984508483	1	"GOStats"	"enrichment"
"MV"	"GO:0048852"	"diencephalon morphogenesis"	0.0094075732441573	1	"GOStats"	"enrichment"
"MV"	"GO:0048855"	"adenohypophysis morphogenesis"	0.0094075732441573	1	"GOStats"	"enrichment"
"MV"	"GO:0048872"	"homeostasis of number of cells"	0.00341625459985063	1	"GOStats"	"enrichment"
"MV"	"GO:0050768"	"negative regulation of neurogenesis"	0.00848249129041594	1	"GOStats"	"enrichment"
"MV"	"GO:0050790"	"regulation of catalytic activity"	0.00110325000759173	1	"GOStats"	"enrichment"
"MV"	"GO:0050807"	"regulation of synapse organization"	0.00655269046122932	1	"GOStats"	"enrichment"
"MV"	"GO:0050920"	"regulation of chemotaxis"	0.00640246560194833	1	"GOStats"	"enrichment"
"MV"	"GO:0051093"	"negative regulation of developmental process"	0.00740039612268173	1	"GOStats"	"enrichment"
"MV"	"GO:0051095"	"regulation of helicase activity"	0.0092612446758292	1	"GOStats"	"enrichment"
"MV"	"GO:0051125"	"regulation of actin nucleation"	0.00784093245894879	1	"GOStats"	"enrichment"
"MV"	"GO:0051171"	"regulation of nitrogen compound metabolic process"	0.00758929314777923	1	"GOStats"	"enrichment"
"MV"	"GO:0051173"	"positive regulation of nitrogen compound metabolic process"	0.00455841209176026	1	"GOStats"	"enrichment"
"MV"	"GO:0051179"	"localization"	0.00272050227119264	1	"GOStats"	"enrichment"
"MV"	"GO:0051205"	"protein insertion into membrane"	0.00379143583563221	1	"GOStats"	"enrichment"
"MV"	"GO:0051216"	"cartilage development"	0.0034141470018203	1	"GOStats"	"enrichment"
"MV"	"GO:0051252"	"regulation of RNA metabolic process"	0.00257687937125476	1	"GOStats"	"enrichment"
"MV"	"GO:0051254"	"positive regulation of RNA metabolic process"	0.00637567953836424	1	"GOStats"	"enrichment"
"MV"	"GO:0051272"	"positive regulation of cellular component movement"	5.52839243366928e-05	1	"GOStats"	"enrichment"
"MV"	"GO:0051339"	"regulation of lyase activity"	0.0094075732441573	1	"GOStats"	"enrichment"
"MV"	"GO:0051346"	"negative regulation of hydrolase activity"	0.00429667744225321	2	"GOStats"	"enrichment"
"MV"	"GO:0051347"	"positive regulation of transferase activity"	0.00881131869990958	1	"GOStats"	"enrichment"
"MV"	"GO:0051494"	"negative regulation of cytoskeleton organization"	0.00624392950411679	1	"GOStats"	"enrichment"
"MV"	"GO:0051568"	"histone H3-K4 methylation"	0.0036489644679955	1	"GOStats"	"enrichment"
"MV"	"GO:0051641"	"cellular localization"	0.00736125276264896	1	"GOStats"	"enrichment"
"MV"	"GO:0051725"	"protein de-ADP-ribosylation"	0.00917204740528255	1	"GOStats"	"enrichment"
"MV"	"GO:0051898"	"negative regulation of protein kinase B signaling"	0.00923995615755403	1	"GOStats"	"enrichment"
"MV"	"GO:0051973"	"positive regulation of telomerase activity"	0.00920313884657509	1	"GOStats"	"enrichment"
"MV"	"GO:0052547"	"regulation of peptidase activity"	0.00273989714410071	1	"GOStats"	"enrichment"
"MV"	"GO:0055113"	"epiboly involved in gastrulation with mouth forming second"	0.00699923637492252	2	"GOStats"	"enrichment"
"MV"	"GO:0060026"	"convergent extension"	0.00274552978222417	1	"GOStats"	"enrichment"
"MV"	"GO:0060030"	"dorsal convergence"	0.00418071366258909	1	"GOStats"	"enrichment"
"MV"	"GO:0060118"	"vestibular receptor cell development"	0.0092612446758292	1	"GOStats"	"enrichment"
"MV"	"GO:0060192"	"negative regulation of lipase activity"	0.00198879936934649	1	"GOStats"	"enrichment"
"MV"	"GO:0060215"	"primitive hemopoiesis"	0.00795469834547859	1	"GOStats"	"enrichment"
"MV"	"GO:0060319"	"primitive erythrocyte differentiation"	0.00381287042121195	1	"GOStats"	"enrichment"
"MV"	"GO:0060322"	"head development"	0.00625854284907541	1	"GOStats"	"enrichment"
"MV"	"GO:0060560"	"developmental growth involved in morphogenesis"	0.00706584456756792	1	"GOStats"	"enrichment"
"MV"	"GO:0060842"	"arterial endothelial cell differentiation"	0.00923995615755403	1	"GOStats"	"enrichment"
"MV"	"GO:0060900"	"embryonic camera-type eye formation"	0.00099014104044536	1	"GOStats"	"enrichment"
"MV"	"GO:0060968"	"regulation of gene silencing"	0.0045851168913172	1	"GOStats"	"enrichment"
"MV"	"GO:0061014"	"positive regulation of mRNA catabolic process"	0.00659251494414381	1	"GOStats"	"enrichment"
"MV"	"GO:0061024"	"membrane organization"	0.00978876323885202	1	"GOStats"	"enrichment"
"MV"	"GO:0061053"	"somite development"	0.00363689882011153	1	"GOStats"	"enrichment"
"MV"	"GO:0061386"	"closure of optic fissure"	0.00220993245519513	1	"GOStats"	"enrichment"
"MV"	"GO:0062014"	"negative regulation of small molecule metabolic process"	0.00517299017808785	1	"GOStats"	"enrichment"
"MV"	"GO:0070098"	"chemokine-mediated signaling pathway"	0.00840093858678149	1	"GOStats"	"enrichment"
"MV"	"GO:0070198"	"protein localization to chromosome, telomeric region"	0.00802225385718866	1	"GOStats"	"enrichment"
"MV"	"GO:0070650"	"actin filament bundle distribution"	0.0092612446758292	1	"GOStats"	"enrichment"
"MV"	"GO:0070727"	"cellular macromolecule localization"	0.00356500442080688	1	"GOStats"	"enrichment"
"MV"	"GO:0070830"	"bicellular tight junction assembly"	0.0054873483515114	1	"GOStats"	"enrichment"
"MV"	"GO:0070848"	"response to growth factor"	0.00327136029561113	1	"GOStats"	"enrichment"
"MV"	"GO:0070988"	"demethylation"	0.00942947346837626	1	"GOStats"	"enrichment"
"MV"	"GO:0071265"	"L-methionine biosynthetic process"	0.00967478778680165	1	"GOStats"	"enrichment"
"MV"	"GO:0071385"	"cellular response to glucocorticoid stimulus"	0.00599432244805706	1	"GOStats"	"enrichment"
"MV"	"GO:0071599"	"otic vesicle development"	0.00924772343552947	1	"GOStats"	"enrichment"
"MV"	"GO:0071702"	"organic substance transport"	0.00643980811631106	1	"GOStats"	"enrichment"
"MV"	"GO:0071704"	"organic substance metabolic process"	0.00665423554276244	2	"GOStats"	"enrichment"
"MV"	"GO:0071772"	"response to BMP"	0.00419133724856204	1	"GOStats"	"enrichment"
"MV"	"GO:0071840"	"cellular component organization or biogenesis"	0.006789781766764	1	"GOStats"	"enrichment"
"MV"	"GO:0071907"	"determination of digestive tract left/right asymmetry"	0.0051171701219671	1	"GOStats"	"enrichment"
"MV"	"GO:0072337"	"modified amino acid transport"	0.00876214740875797	1	"GOStats"	"enrichment"
"MV"	"GO:0072595"	"maintenance of protein localization in organelle"	0.000551447097806956	1	"GOStats"	"enrichment"
"MV"	"GO:0072676"	"lymphocyte migration"	0.00599096133522036	1	"GOStats"	"enrichment"
"MV"	"GO:0080090"	"regulation of primary metabolic process"	0.00618586260066858	1	"GOStats"	"enrichment"
"MV"	"GO:0090085"	"regulation of protein deubiquitination"	0.00920313884657509	1	"GOStats"	"enrichment"
"MV"	"GO:0090151"	"establishment of protein localization to mitochondrial membrane"	0.00364575745667818	1	"GOStats"	"enrichment"
"MV"	"GO:0090287"	"regulation of cellular response to growth factor stimulus"	0.0033808937987934	1	"GOStats"	"enrichment"
"MV"	"GO:0090303"	"positive regulation of wound healing"	0.00826547052477761	1	"GOStats"	"enrichment"
"MV"	"GO:0090304"	"nucleic acid metabolic process"	0.00193590740917483	1	"GOStats"	"enrichment"
"MV"	"GO:0090309"	"positive regulation of DNA methylation-dependent heterochromatin assembly"	0.0092612446758292	1	"GOStats"	"enrichment"
"MV"	"GO:0090502"	"RNA phosphodiester bond hydrolysis, endonucleolytic"	0.00116346324055047	1	"GOStats"	"enrichment"
"MV"	"GO:0090596"	"sensory organ morphogenesis"	0.00764961643294504	1	"GOStats"	"enrichment"
"MV"	"GO:0097064"	"ncRNA export from nucleus"	0.00988023214858682	1	"GOStats"	"enrichment"
"MV"	"GO:0097350"	"neutrophil clearance"	0.00942248563175021	1	"GOStats"	"enrichment"
"MV"	"GO:0097475"	"motor neuron migration"	0.00802225385718866	1	"GOStats"	"enrichment"
"MV"	"GO:0097659"	"nucleic acid-templated transcription"	0.00519501372748713	1	"GOStats"	"enrichment"
"MV"	"GO:0098732"	"macromolecule deacylation"	0.00371410714331098	1	"GOStats"	"enrichment"
"MV"	"GO:0099645"	"neurotransmitter receptor localization to postsynaptic specialization membrane"	0.00526950428067404	1	"GOStats"	"enrichment"
"MV"	"GO:0120032"	"regulation of plasma membrane bounded cell projection assembly"	0.000241883749576716	1	"GOStats"	"enrichment"
"MV"	"GO:0120193"	"tight junction organization"	0.0054873483515114	1	"GOStats"	"enrichment"
"MV"	"GO:0120263"	"positive regulation of heterochromatin organization"	0.0092612446758292	1	"GOStats"	"enrichment"
"MV"	"GO:0140291"	"peptidyl-glutamate ADP-deribosylation"	0.00920313884657509	1	"GOStats"	"enrichment"
"MV"	"GO:0150063"	"visual system development"	0.00714096315454604	1	"GOStats"	"enrichment"
"MV"	"GO:1900076"	"regulation of cellular response to insulin stimulus"	0.00731491376032543	1	"GOStats"	"enrichment"
"MV"	"GO:1900138"	"negative regulation of phospholipase A2 activity"	0.00942248563175021	1	"GOStats"	"enrichment"
"MV"	"GO:1900746"	"regulation of vascular endothelial growth factor signaling pathway"	0.00743106966624949	1	"GOStats"	"enrichment"
"MV"	"GO:1901021"	"positive regulation of calcium ion transmembrane transporter activity"	0.0098368708656824	1	"GOStats"	"enrichment"
"MV"	"GO:1901360"	"organic cyclic compound metabolic process"	0.00332950101302508	2	"GOStats"	"enrichment"
"MV"	"GO:1901576"	"organic substance biosynthetic process"	0.00656844927699581	2	"GOStats"	"enrichment"
"MV"	"GO:1901888"	"regulation of cell junction assembly"	0.00439715497537023	1	"GOStats"	"enrichment"
"MV"	"GO:1901983"	"regulation of protein acetylation"	0.00223358637235245	1	"GOStats"	"enrichment"
"MV"	"GO:1902117"	"positive regulation of organelle assembly"	0.00578198691393895	1	"GOStats"	"enrichment"
"MV"	"GO:1902229"	"regulation of intrinsic apoptotic signaling pathway in response to DNA damage"	0.00920313884657509	1	"GOStats"	"enrichment"
"MV"	"GO:1902683"	"regulation of receptor localization to synapse"	0.0098368708656824	1	"GOStats"	"enrichment"
"MV"	"GO:1903008"	"organelle disassembly"	0.00597404604428346	1	"GOStats"	"enrichment"
"MV"	"GO:1903131"	"mononuclear cell differentiation"	0.00644687011776816	1	"GOStats"	"enrichment"
"MV"	"GO:1903506"	"regulation of nucleic acid-templated transcription"	0.00270360048325181	1	"GOStats"	"enrichment"
"MV"	"GO:1903706"	"regulation of hemopoiesis"	0.00933870359386836	1	"GOStats"	"enrichment"
"MV"	"GO:1903708"	"positive regulation of hemopoiesis"	0.00666405082088082	1	"GOStats"	"enrichment"
"MV"	"GO:1905269"	"positive regulation of chromatin organization"	0.00708499394543845	1	"GOStats"	"enrichment"
"MV"	"GO:1905515"	"non-motile cilium assembly"	0.00826627703328785	1	"GOStats"	"enrichment"
"MV"	"GO:1990868"	"response to chemokine"	0.00535919213587977	1	"GOStats"	"enrichment"
"MV"	"GO:2000114"	"regulation of establishment of cell polarity"	0.0092612446758292	1	"GOStats"	"enrichment"
"MV"	"GO:2000134"	"negative regulation of G1/S transition of mitotic cell cycle"	0.00271439420395667	1	"GOStats"	"enrichment"
"MV"	"GO:2000278"	"regulation of DNA biosynthetic process"	0.00115836088641792	1	"GOStats"	"enrichment"
"MV"	"GO:2000583"	"regulation of platelet-derived growth factor receptor-alpha signaling pathway"	0.00942248563175021	1	"GOStats"	"enrichment"
"MV"	"GO:2000758"	"positive regulation of peptidyl-lysine acetylation"	0.00800409363881057	2	"GOStats"	"enrichment"
"MV"	"GO:2000779"	"regulation of double-strand break repair"	0.00216428628647041	1	"GOStats"	"enrichment"
"MV"	"GO:2001020"	"regulation of response to DNA damage stimulus"	0.00292666857818113	1	"GOStats"	"enrichment"
"MV"	"GO:2001141"	"regulation of RNA biosynthetic process"	0.00382255771725011	1	"GOStats"	"enrichment"
"MV"	"GO:2001233"	"regulation of apoptotic signaling pathway"	0.00137140243013561	1	"GOStats"	"enrichment"
"MV"	"GO:2001252"	"positive regulation of chromosome organization"	0.00596152130167434	1	"GOStats"	"enrichment"
"MV"	"GO:2001279"	"regulation of unsaturated fatty acid biosynthetic process"	0.00942248563175021	1	"GOStats"	"enrichment"
"HV"	"GO:0000003"	"reproduction"	0.00143974492551327	4	"GOStats"	"enrichment"
"HV"	"GO:0000041"	"transition metal ion transport"	0.00317362612856263	2	"GOStats"	"enrichment"
"HV"	"GO:0000045"	"autophagosome assembly"	0.0033664248053146	1	"GOStats"	"enrichment"
"HV"	"GO:0000070"	"mitotic sister chromatid segregation"	0.00859420195414278	1	"GOStats"	"enrichment"
"HV"	"GO:0000079"	"regulation of cyclin-dependent protein serine/threonine kinase activity"	0.00370947532413639	2	"GOStats"	"enrichment"
"HV"	"GO:0000103"	"sulfate assimilation"	0.00460019795099169	1	"GOStats"	"enrichment"
"HV"	"GO:0000154"	"rRNA modification"	0.00840083203018259	1	"GOStats"	"enrichment"
"HV"	"GO:0000184"	"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay"	0.00384316796854023	1	"GOStats"	"enrichment"
"HV"	"GO:0000185"	"activation of MAPKKK activity"	0.00733737904334002	3	"GOStats"	"enrichment"
"HV"	"GO:0000255"	"allantoin metabolic process"	0.00545094092139729	1	"GOStats"	"enrichment"
"HV"	"GO:0000278"	"mitotic cell cycle"	1.10814682346682e-05	3	"GOStats"	"enrichment"
"HV"	"GO:0000280"	"nuclear division"	2.64436517245679e-06	1	"GOStats"	"enrichment"
"HV"	"GO:0000281"	"mitotic cytokinesis"	0.00160343303606276	1	"GOStats"	"enrichment"
"HV"	"GO:0000289"	"nuclear-transcribed mRNA poly(A) tail shortening"	0.00723245708784849	1	"GOStats"	"enrichment"
"HV"	"GO:0000375"	"RNA splicing, via transesterification reactions"	0.000112903561547562	1	"GOStats"	"enrichment"
"HV"	"GO:0000381"	"regulation of alternative mRNA splicing, via spliceosome"	0.00433150044050814	1	"GOStats"	"enrichment"
"HV"	"GO:0000398"	"mRNA splicing, via spliceosome"	0.000112903561547562	1	"GOStats"	"enrichment"
"HV"	"GO:0000422"	"autophagy of mitochondrion"	0.00634432594484923	1	"GOStats"	"enrichment"
"HV"	"GO:0000462"	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	0.00375732315309538	1	"GOStats"	"enrichment"
"HV"	"GO:0000727"	"double-strand break repair via break-induced replication"	0.00601294257554156	4	"GOStats"	"enrichment"
"HV"	"GO:0000819"	"sister chromatid segregation"	0.00413822358921294	1	"GOStats"	"enrichment"
"HV"	"GO:0001501"	"skeletal system development"	0.0010757665274034	1	"GOStats"	"enrichment"
"HV"	"GO:0001508"	"action potential"	0.00401852769069718	1	"GOStats"	"enrichment"
"HV"	"GO:0001568"	"blood vessel development"	0.00717047888220966	1	"GOStats"	"enrichment"
"HV"	"GO:0001570"	"vasculogenesis"	0.00901828228781485	1	"GOStats"	"enrichment"
"HV"	"GO:0001573"	"ganglioside metabolic process"	0.000808536362699389	1	"GOStats"	"enrichment"
"HV"	"GO:0001654"	"eye development"	0.00264205106061204	1	"GOStats"	"enrichment"
"HV"	"GO:0001666"	"response to hypoxia"	0.00210090788043702	1	"GOStats"	"enrichment"
"HV"	"GO:0001667"	"ameboidal-type cell migration"	0.00953471522470413	1	"GOStats"	"enrichment"
"HV"	"GO:0001678"	"cellular glucose homeostasis"	0.00827378534433411	1	"GOStats"	"enrichment"
"HV"	"GO:0001704"	"formation of primary germ layer"	0.00184485048167434	1	"GOStats"	"enrichment"
"HV"	"GO:0001706"	"endoderm formation"	0.000978781243997465	1	"GOStats"	"enrichment"
"HV"	"GO:0001708"	"cell fate specification"	0.00328427970812978	1	"GOStats"	"enrichment"
"HV"	"GO:0001711"	"endodermal cell fate commitment"	0.00336777839170269	1	"GOStats"	"enrichment"
"HV"	"GO:0001755"	"neural crest cell migration"	0.00935545361196504	1	"GOStats"	"enrichment"
"HV"	"GO:0001756"	"somitogenesis"	0.00564103498401761	1	"GOStats"	"enrichment"
"HV"	"GO:0001775"	"cell activation"	0.00802237462328452	2	"GOStats"	"enrichment"
"HV"	"GO:0001816"	"cytokine production"	0.00768272460539251	1	"GOStats"	"enrichment"
"HV"	"GO:0001817"	"regulation of cytokine production"	0.00656520051736386	1	"GOStats"	"enrichment"
"HV"	"GO:0001819"	"positive regulation of cytokine production"	0.00659885728775347	1	"GOStats"	"enrichment"
"HV"	"GO:0001867"	"complement activation, lectin pathway"	0.00243302232405374	4	"GOStats"	"enrichment"
"HV"	"GO:0001878"	"response to yeast"	0.00362898336235357	2	"GOStats"	"enrichment"
"HV"	"GO:0001932"	"regulation of protein phosphorylation"	0.00896422608335419	1	"GOStats"	"enrichment"
"HV"	"GO:0001934"	"positive regulation of protein phosphorylation"	0.00800020302100872	1	"GOStats"	"enrichment"
"HV"	"GO:0001936"	"regulation of endothelial cell proliferation"	0.00970863888340731	1	"GOStats"	"enrichment"
"HV"	"GO:0001937"	"negative regulation of endothelial cell proliferation"	0.00349184580880703	1	"GOStats"	"enrichment"
"HV"	"GO:0001944"	"vasculature development"	0.00543204976499472	2	"GOStats"	"enrichment"
"HV"	"GO:0001993"	"regulation of systemic arterial blood pressure by norepinephrine-epinephrine"	0.00552489408062104	1	"GOStats"	"enrichment"
"HV"	"GO:0002027"	"regulation of heart rate"	0.00227975762709517	1	"GOStats"	"enrichment"
"HV"	"GO:0002029"	"desensitization of G protein-coupled receptor signaling pathway"	0.00188984885903438	1	"GOStats"	"enrichment"
"HV"	"GO:0002043"	"blood vessel endothelial cell proliferation involved in sprouting angiogenesis"	0.00252649789461305	1	"GOStats"	"enrichment"
"HV"	"GO:0002065"	"columnar/cuboidal epithelial cell differentiation"	0.00887549549505739	1	"GOStats"	"enrichment"
"HV"	"GO:0002067"	"glandular epithelial cell differentiation"	0.00861308775815275	1	"GOStats"	"enrichment"
"HV"	"GO:0002088"	"lens development in camera-type eye"	0.00666069361446103	2	"GOStats"	"enrichment"
"HV"	"GO:0002237"	"response to molecule of bacterial origin"	0.00174839427046406	2	"GOStats"	"enrichment"
"HV"	"GO:0002250"	"adaptive immune response"	0.00171334228231042	1	"GOStats"	"enrichment"
"HV"	"GO:0002252"	"immune effector process"	0.00372480908785996	2	"GOStats"	"enrichment"
"HV"	"GO:0002253"	"activation of immune response"	0.00364378235421933	3	"GOStats"	"enrichment"
"HV"	"GO:0002429"	"immune response-activating cell surface receptor signaling pathway"	0.00522973796722023	1	"GOStats"	"enrichment"
"HV"	"GO:0002449"	"lymphocyte mediated immunity"	0.00525366473873324	2	"GOStats"	"enrichment"
"HV"	"GO:0002460"	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	0.00357012246038663	2	"GOStats"	"enrichment"
"HV"	"GO:0002521"	"leukocyte differentiation"	0.0044734420468062	1	"GOStats"	"enrichment"
"HV"	"GO:0002523"	"leukocyte migration involved in inflammatory response"	0.00537815238806855	1	"GOStats"	"enrichment"
"HV"	"GO:0002544"	"chronic inflammatory response"	0.00525864357230814	1	"GOStats"	"enrichment"
"HV"	"GO:0002548"	"monocyte chemotaxis"	0.00174349888788923	9	"GOStats"	"enrichment"
"HV"	"GO:0002631"	"regulation of granuloma formation"	0.00525864357230814	1	"GOStats"	"enrichment"
"HV"	"GO:0002682"	"regulation of immune system process"	0.00239579978711988	7	"GOStats"	"enrichment"
"HV"	"GO:0002683"	"negative regulation of immune system process"	0.00513513144203849	3	"GOStats"	"enrichment"
"HV"	"GO:0002684"	"positive regulation of immune system process"	0.00326443754247689	3	"GOStats"	"enrichment"
"HV"	"GO:0002687"	"positive regulation of leukocyte migration"	0.0062185963933203	1	"GOStats"	"enrichment"
"HV"	"GO:0002694"	"regulation of leukocyte activation"	0.00178376226180505	1	"GOStats"	"enrichment"
"HV"	"GO:0002698"	"negative regulation of immune effector process"	0.00576495404500196	1	"GOStats"	"enrichment"
"HV"	"GO:0002699"	"positive regulation of immune effector process"	0.00456004045553893	2	"GOStats"	"enrichment"
"HV"	"GO:0002700"	"regulation of production of molecular mediator of immune response"	0.000754821904691162	1	"GOStats"	"enrichment"
"HV"	"GO:0002720"	"positive regulation of cytokine production involved in immune response"	0.00662726556785079	1	"GOStats"	"enrichment"
"HV"	"GO:0002825"	"regulation of T-helper 1 type immune response"	0.00537815238806855	1	"GOStats"	"enrichment"
"HV"	"GO:0002828"	"regulation of type 2 immune response"	0.00537815238806855	1	"GOStats"	"enrichment"
"HV"	"GO:0002934"	"desmosome organization"	0.00457286239082085	5	"GOStats"	"enrichment"
"HV"	"GO:0003006"	"developmental process involved in reproduction"	0.00223664174485594	4	"GOStats"	"enrichment"
"HV"	"GO:0003008"	"system process"	0.00245222773275546	4	"GOStats"	"enrichment"
"HV"	"GO:0003009"	"skeletal muscle contraction"	0.000281592876106107	10	"GOStats"	"enrichment"
"HV"	"GO:0003010"	"voluntary skeletal muscle contraction"	0.00112276323479389	1	"GOStats"	"enrichment"
"HV"	"GO:0003012"	"muscle system process"	4.81345170203259e-05	1	"GOStats"	"enrichment"
"HV"	"GO:0003013"	"circulatory system process"	0.00353722642049941	1	"GOStats"	"enrichment"
"HV"	"GO:0003015"	"heart process"	0.00285917803801732	8	"GOStats"	"enrichment"
"HV"	"GO:0003018"	"vascular process in circulatory system"	0.00461318254780487	2	"GOStats"	"enrichment"
"HV"	"GO:0003073"	"regulation of systemic arterial blood pressure"	0.00303639074034059	1	"GOStats"	"enrichment"
"HV"	"GO:0003309"	"type B pancreatic cell differentiation"	0.00861308775815275	1	"GOStats"	"enrichment"
"HV"	"GO:0003310"	"pancreatic A cell differentiation"	0.00534339883762897	1	"GOStats"	"enrichment"
"HV"	"GO:0003313"	"heart rudiment development"	0.00401433761498034	1	"GOStats"	"enrichment"
"HV"	"GO:0003341"	"cilium movement"	0.00638194847930886	1	"GOStats"	"enrichment"
"HV"	"GO:0003365"	"establishment of cell polarity involved in ameboidal cell migration"	0.00552489408062104	1	"GOStats"	"enrichment"
"HV"	"GO:0003374"	"dynamin family protein polymerization involved in mitochondrial fission"	0.00970863888340731	1	"GOStats"	"enrichment"
"HV"	"GO:0003400"	"regulation of COPII vesicle coating"	0.00553800276209855	1	"GOStats"	"enrichment"
