"VarCategory"	"GOBPID"	"Term"	"MeanPvalue"	"NConditions"	"EnrichmentTest"	"TestDirection"
"HV"	"GO:0033339"	"pectoral fin development"	0.000280859061250547	1	"GOStats"	"enrichment"
"HV"	"GO:0033559"	"unsaturated fatty acid metabolic process"	0.00388274265397173	1	"GOStats"	"enrichment"
"HV"	"GO:0033617"	"mitochondrial cytochrome c oxidase assembly"	0.00320453062611849	2	"GOStats"	"enrichment"
"HV"	"GO:0033692"	"cellular polysaccharide biosynthetic process"	0.00577083564655247	1	"GOStats"	"enrichment"
"HV"	"GO:0033865"	"nucleoside bisphosphate metabolic process"	0.000491763163349638	2	"GOStats"	"enrichment"
"HV"	"GO:0033875"	"ribonucleoside bisphosphate metabolic process"	0.00582004482519803	1	"GOStats"	"enrichment"
"HV"	"GO:0033993"	"response to lipid"	0.00544460185406106	7	"GOStats"	"enrichment"
"HV"	"GO:0034032"	"purine nucleoside bisphosphate metabolic process"	0.00582004482519803	1	"GOStats"	"enrichment"
"HV"	"GO:0034035"	"purine ribonucleoside bisphosphate metabolic process"	0.00460019795099169	1	"GOStats"	"enrichment"
"HV"	"GO:0034097"	"response to cytokine"	0.0019255661625338	4	"GOStats"	"enrichment"
"HV"	"GO:0034220"	"ion transmembrane transport"	0.00605828634420299	4	"GOStats"	"enrichment"
"HV"	"GO:0034311"	"diol metabolic process"	0.00799605244881968	1	"GOStats"	"enrichment"
"HV"	"GO:0034587"	"piRNA metabolic process"	0.00145344848950395	3	"GOStats"	"enrichment"
"HV"	"GO:0034605"	"cellular response to heat"	0.00613538056025474	1	"GOStats"	"enrichment"
"HV"	"GO:0034637"	"cellular carbohydrate biosynthetic process"	0.0048958479464892	1	"GOStats"	"enrichment"
"HV"	"GO:0034645"	"cellular macromolecule biosynthetic process"	0.00405319408349558	1	"GOStats"	"enrichment"
"HV"	"GO:0034650"	"cortisol metabolic process"	0.00302703709748657	2	"GOStats"	"enrichment"
"HV"	"GO:0034654"	"nucleobase-containing compound biosynthetic process"	0.00174935800309909	1	"GOStats"	"enrichment"
"HV"	"GO:0034754"	"cellular hormone metabolic process"	0.000497305829100298	2	"GOStats"	"enrichment"
"HV"	"GO:0034762"	"regulation of transmembrane transport"	0.00455389329223155	1	"GOStats"	"enrichment"
"HV"	"GO:0034765"	"regulation of ion transmembrane transport"	0.00604554854492195	4	"GOStats"	"enrichment"
"HV"	"GO:0035021"	"negative regulation of Rac protein signal transduction"	0.00460019795099169	1	"GOStats"	"enrichment"
"HV"	"GO:0035023"	"regulation of Rho protein signal transduction"	0.00447310232848045	2	"GOStats"	"enrichment"
"HV"	"GO:0035025"	"positive regulation of Rho protein signal transduction"	0.00120192146704771	2	"GOStats"	"enrichment"
"HV"	"GO:0035108"	"limb morphogenesis"	0.00112045689456477	1	"GOStats"	"enrichment"
"HV"	"GO:0035118"	"embryonic pectoral fin morphogenesis"	0.000766751843719002	1	"GOStats"	"enrichment"
"HV"	"GO:0035249"	"synaptic transmission, glutamatergic"	0.00186771922279881	1	"GOStats"	"enrichment"
"HV"	"GO:0035270"	"endocrine system development"	0.00614246061225429	1	"GOStats"	"enrichment"
"HV"	"GO:0035278"	"miRNA mediated inhibition of translation"	0.00478315585535351	1	"GOStats"	"enrichment"
"HV"	"GO:0035296"	"regulation of tube diameter"	0.00190359873812978	2	"GOStats"	"enrichment"
"HV"	"GO:0035338"	"long-chain fatty-acyl-CoA biosynthetic process"	0.00304901719666986	1	"GOStats"	"enrichment"
"HV"	"GO:0035383"	"thioester metabolic process"	0.00976394666143858	1	"GOStats"	"enrichment"
"HV"	"GO:0035461"	"vitamin transmembrane transport"	0.00479256224775194	1	"GOStats"	"enrichment"
"HV"	"GO:0035637"	"multicellular organismal signaling"	0.00104611809525589	1	"GOStats"	"enrichment"
"HV"	"GO:0035725"	"sodium ion transmembrane transport"	0.00748355660526362	2	"GOStats"	"enrichment"
"HV"	"GO:0035777"	"pronephric distal tubule development"	0.00525864357230814	1	"GOStats"	"enrichment"
"HV"	"GO:0035803"	"egg coat formation"	0.000768322504247167	8	"GOStats"	"enrichment"
"HV"	"GO:0035850"	"epithelial cell differentiation involved in kidney development"	0.00603706655110661	1	"GOStats"	"enrichment"
"HV"	"GO:0035914"	"skeletal muscle cell differentiation"	0.00529958364875861	2	"GOStats"	"enrichment"
"HV"	"GO:0035970"	"peptidyl-threonine dephosphorylation"	0.00424238611042705	1	"GOStats"	"enrichment"
"HV"	"GO:0035987"	"endodermal cell differentiation"	0.00179306199415979	1	"GOStats"	"enrichment"
"HV"	"GO:0036088"	"D-serine catabolic process"	0.00553800276209855	1	"GOStats"	"enrichment"
"HV"	"GO:0036089"	"cleavage furrow formation"	0.00409971597008303	1	"GOStats"	"enrichment"
"HV"	"GO:0036368"	"cone photoresponse recovery"	0.00478315585535351	1	"GOStats"	"enrichment"
"HV"	"GO:0036378"	"calcitriol biosynthetic process from calciol"	0.00523625703885199	1	"GOStats"	"enrichment"
"HV"	"GO:0036388"	"pre-replicative complex assembly"	0.00554314412213561	3	"GOStats"	"enrichment"
"HV"	"GO:0038066"	"p38MAPK cascade"	0.00813849270040432	1	"GOStats"	"enrichment"
"HV"	"GO:0039017"	"pattern specification involved in pronephros development"	0.00525864357230814	1	"GOStats"	"enrichment"
"HV"	"GO:0040011"	"locomotion"	0.00162091201707322	1	"GOStats"	"enrichment"
"HV"	"GO:0040016"	"embryonic cleavage"	0.0055632243330439	1	"GOStats"	"enrichment"
"HV"	"GO:0040017"	"positive regulation of locomotion"	0.00510096760700553	2	"GOStats"	"enrichment"
"HV"	"GO:0040020"	"regulation of meiotic nuclear division"	0.00411829149115015	1	"GOStats"	"enrichment"
"HV"	"GO:0042026"	"protein refolding"	0.00319317591520904	2	"GOStats"	"enrichment"
"HV"	"GO:0042060"	"wound healing"	0.00272806146248369	4	"GOStats"	"enrichment"
"HV"	"GO:0042127"	"regulation of cell population proliferation"	0.0015598379756525	3	"GOStats"	"enrichment"
"HV"	"GO:0042130"	"negative regulation of T cell proliferation"	0.00423517183011023	3	"GOStats"	"enrichment"
"HV"	"GO:0042133"	"neurotransmitter metabolic process"	0.0049063895931228	1	"GOStats"	"enrichment"
"HV"	"GO:0042221"	"response to chemical"	0.00235096028217374	3	"GOStats"	"enrichment"
"HV"	"GO:0042246"	"tissue regeneration"	0.00124572965638014	1	"GOStats"	"enrichment"
"HV"	"GO:0042254"	"ribosome biogenesis"	0.00973642980770442	1	"GOStats"	"enrichment"
"HV"	"GO:0042273"	"ribosomal large subunit biogenesis"	0.0035852370861024	1	"GOStats"	"enrichment"
"HV"	"GO:0042310"	"vasoconstriction"	0.00826354967397876	1	"GOStats"	"enrichment"
"HV"	"GO:0042330"	"taxis"	0.00364694550483427	2	"GOStats"	"enrichment"
"HV"	"GO:0042359"	"vitamin D metabolic process"	0.00217941504347664	2	"GOStats"	"enrichment"
"HV"	"GO:0042398"	"cellular modified amino acid biosynthetic process"	0.00374954693454865	2	"GOStats"	"enrichment"
"HV"	"GO:0042402"	"cellular biogenic amine catabolic process"	0.00303022822231289	2	"GOStats"	"enrichment"
"HV"	"GO:0042417"	"dopamine metabolic process"	0.00613538056025474	1	"GOStats"	"enrichment"
"HV"	"GO:0042436"	"indole-containing compound catabolic process"	0.00401506403097025	2	"GOStats"	"enrichment"
"HV"	"GO:0042440"	"pigment metabolic process"	0.00995997458078885	1	"GOStats"	"enrichment"
"HV"	"GO:0042446"	"hormone biosynthetic process"	0.0036522384041734	4	"GOStats"	"enrichment"
"HV"	"GO:0042471"	"ear morphogenesis"	0.00234519359943231	1	"GOStats"	"enrichment"
"HV"	"GO:0042493"	"response to drug"	0.00139772611064427	2	"GOStats"	"enrichment"
"HV"	"GO:0042558"	"pteridine-containing compound metabolic process"	0.00251118130752985	1	"GOStats"	"enrichment"
"HV"	"GO:0042574"	"retinal metabolic process"	0.00264175713668128	1	"GOStats"	"enrichment"
"HV"	"GO:0042592"	"homeostatic process"	0.00238077113572483	1	"GOStats"	"enrichment"
"HV"	"GO:0042632"	"cholesterol homeostasis"	0.000977429179009878	4	"GOStats"	"enrichment"
"HV"	"GO:0042663"	"regulation of endodermal cell fate specification"	0.00606396232227158	1	"GOStats"	"enrichment"
"HV"	"GO:0042692"	"muscle cell differentiation"	0.000149700274259519	2	"GOStats"	"enrichment"
"HV"	"GO:0042738"	"exogenous drug catabolic process"	0.00252524583721041	8	"GOStats"	"enrichment"
"HV"	"GO:0042742"	"defense response to bacterium"	0.00291417230231085	3	"GOStats"	"enrichment"
"HV"	"GO:0042744"	"hydrogen peroxide catabolic process"	0.00336777839170269	1	"GOStats"	"enrichment"
"HV"	"GO:0042752"	"regulation of circadian rhythm"	0.0014130448359437	1	"GOStats"	"enrichment"
"HV"	"GO:0042759"	"long-chain fatty acid biosynthetic process"	0.00300039872012678	1	"GOStats"	"enrichment"
"HV"	"GO:0042773"	"ATP synthesis coupled electron transport"	4.21792447300853e-05	1	"GOStats"	"enrichment"
"HV"	"GO:0043009"	"chordate embryonic development"	0.00017795378880304	1	"GOStats"	"enrichment"
"HV"	"GO:0043046"	"DNA methylation involved in gamete generation"	0.00505606769819198	2	"GOStats"	"enrichment"
"HV"	"GO:0043049"	"otic placode formation"	0.00178425866440218	1	"GOStats"	"enrichment"
"HV"	"GO:0043062"	"extracellular structure organization"	0.000369266470731402	1	"GOStats"	"enrichment"
"HV"	"GO:0043086"	"negative regulation of catalytic activity"	0.001098275321048	7	"GOStats"	"enrichment"
"HV"	"GO:0043153"	"entrainment of circadian clock by photoperiod"	0.0035262103685199	1	"GOStats"	"enrichment"
"HV"	"GO:0043207"	"response to external biotic stimulus"	0.000168026741237203	8	"GOStats"	"enrichment"
"HV"	"GO:0043372"	"positive regulation of CD4-positive, alpha-beta T cell differentiation"	0.00537815238806855	1	"GOStats"	"enrichment"
"HV"	"GO:0043406"	"positive regulation of MAP kinase activity"	0.00656302844536693	1	"GOStats"	"enrichment"
"HV"	"GO:0043407"	"negative regulation of MAP kinase activity"	0.00314484671379025	1	"GOStats"	"enrichment"
"HV"	"GO:0043408"	"regulation of MAPK cascade"	0.00248115548580091	5	"GOStats"	"enrichment"
"HV"	"GO:0043434"	"response to peptide hormone"	0.00328535197953116	5	"GOStats"	"enrichment"
"HV"	"GO:0043436"	"oxoacid metabolic process"	8.19812410514467e-05	3	"GOStats"	"enrichment"
"HV"	"GO:0043467"	"regulation of generation of precursor metabolites and energy"	0.00414432630308237	1	"GOStats"	"enrichment"
"HV"	"GO:0043627"	"response to estrogen"	0.00854184691556099	1	"GOStats"	"enrichment"
"HV"	"GO:0043648"	"dicarboxylic acid metabolic process"	0.00233883828592536	2	"GOStats"	"enrichment"
"HV"	"GO:0044030"	"regulation of DNA methylation"	0.00257942730475009	1	"GOStats"	"enrichment"
"HV"	"GO:0044038"	"cell wall macromolecule biosynthetic process"	0.00523625703885199	1	"GOStats"	"enrichment"
"HV"	"GO:0044057"	"regulation of system process"	0.00418700807173768	6	"GOStats"	"enrichment"
"HV"	"GO:0044092"	"negative regulation of molecular function"	0.00431291626440576	3	"GOStats"	"enrichment"
"HV"	"GO:0044106"	"cellular amine metabolic process"	0.000628064375218119	1	"GOStats"	"enrichment"
"HV"	"GO:0044107"	"cellular alcohol metabolic process"	0.00523625703885199	1	"GOStats"	"enrichment"
"HV"	"GO:0044242"	"cellular lipid catabolic process"	6.54714676128306e-05	1	"GOStats"	"enrichment"
"HV"	"GO:0044255"	"cellular lipid metabolic process"	8.33996489006967e-05	1	"GOStats"	"enrichment"
"HV"	"GO:0044262"	"cellular carbohydrate metabolic process"	0.00260674380835974	1	"GOStats"	"enrichment"
"HV"	"GO:0044270"	"cellular nitrogen compound catabolic process"	0.00448722216118526	1	"GOStats"	"enrichment"
"HV"	"GO:0044271"	"cellular nitrogen compound biosynthetic process"	0.0018613731993218	1	"GOStats"	"enrichment"
"HV"	"GO:0044272"	"sulfur compound biosynthetic process"	0.00853292975077279	2	"GOStats"	"enrichment"
"HV"	"GO:0044281"	"small molecule metabolic process"	0.00439540741407523	5	"GOStats"	"enrichment"
"HV"	"GO:0044282"	"small molecule catabolic process"	0.000517089633883516	4	"GOStats"	"enrichment"
"HV"	"GO:0044283"	"small molecule biosynthetic process"	0.00421298132874585	5	"GOStats"	"enrichment"
"HV"	"GO:0044332"	"Wnt signaling pathway involved in dorsal/ventral axis specification"	0.00178425866440218	1	"GOStats"	"enrichment"
"HV"	"GO:0044419"	"biological process involved in interspecies interaction between organisms"	0.000258127893551291	8	"GOStats"	"enrichment"
"HV"	"GO:0044539"	"long-chain fatty acid import into cell"	0.00422715975132936	1	"GOStats"	"enrichment"
"HV"	"GO:0044703"	"multi-organism reproductive process"	9.66266410388962e-09	3	"GOStats"	"enrichment"
"HV"	"GO:0044728"	"DNA methylation or demethylation"	0.00498406908511505	1	"GOStats"	"enrichment"
"HV"	"GO:0044772"	"mitotic cell cycle phase transition"	0.00696526947927471	2	"GOStats"	"enrichment"
"HV"	"GO:0045005"	"DNA-dependent DNA replication maintenance of fidelity"	0.00384316796854023	1	"GOStats"	"enrichment"
"HV"	"GO:0045087"	"innate immune response"	0.00283100599051542	7	"GOStats"	"enrichment"
"HV"	"GO:0045104"	"intermediate filament cytoskeleton organization"	0.00265604593839878	2	"GOStats"	"enrichment"
"HV"	"GO:0045132"	"meiotic chromosome segregation"	0.00278853755020319	2	"GOStats"	"enrichment"
"HV"	"GO:0045137"	"development of primary sexual characteristics"	0.00525078992004412	2	"GOStats"	"enrichment"
"HV"	"GO:0045143"	"homologous chromosome segregation"	0.00888408449230791	1	"GOStats"	"enrichment"
"HV"	"GO:0045198"	"establishment of epithelial cell apical/basal polarity"	0.00551922340768818	1	"GOStats"	"enrichment"
"HV"	"GO:0045214"	"sarcomere organization"	0.00262498683461271	6	"GOStats"	"enrichment"
"HV"	"GO:0045216"	"cell-cell junction organization"	0.00697534000927921	1	"GOStats"	"enrichment"
"HV"	"GO:0045229"	"external encapsulating structure organization"	0.000369266470731402	1	"GOStats"	"enrichment"
"HV"	"GO:0045333"	"cellular respiration"	0.00116978797192302	2	"GOStats"	"enrichment"
"HV"	"GO:0045582"	"positive regulation of T cell differentiation"	0.0054315775442734	1	"GOStats"	"enrichment"
"HV"	"GO:0045596"	"negative regulation of cell differentiation"	0.00427141680523294	2	"GOStats"	"enrichment"
"HV"	"GO:0045620"	"negative regulation of lymphocyte differentiation"	0.00404833635875488	1	"GOStats"	"enrichment"
"HV"	"GO:0045627"	"positive regulation of T-helper 1 cell differentiation"	0.00537815238806855	1	"GOStats"	"enrichment"
"HV"	"GO:0045629"	"negative regulation of T-helper 2 cell differentiation"	0.00537815238806855	1	"GOStats"	"enrichment"
"HV"	"GO:0045649"	"regulation of macrophage differentiation"	0.00551922340768818	1	"GOStats"	"enrichment"
"HV"	"GO:0045658"	"regulation of neutrophil differentiation"	0.00551922340768818	1	"GOStats"	"enrichment"
"HV"	"GO:0045663"	"positive regulation of myoblast differentiation"	0.00527542493295018	2	"GOStats"	"enrichment"
"HV"	"GO:0045723"	"positive regulation of fatty acid biosynthetic process"	0.00537815238806855	1	"GOStats"	"enrichment"
"HV"	"GO:0045786"	"negative regulation of cell cycle"	1.07096547290335e-05	1	"GOStats"	"enrichment"
"HV"	"GO:0045833"	"negative regulation of lipid metabolic process"	0.00702249022927391	1	"GOStats"	"enrichment"
"HV"	"GO:0045835"	"negative regulation of meiotic nuclear division"	0.00095390259943797	1	"GOStats"	"enrichment"
"HV"	"GO:0045860"	"positive regulation of protein kinase activity"	0.00431662270931014	1	"GOStats"	"enrichment"
"HV"	"GO:0045861"	"negative regulation of proteolysis"	0.000682429071084227	4	"GOStats"	"enrichment"
"HV"	"GO:0045937"	"positive regulation of phosphate metabolic process"	0.00494641265670758	1	"GOStats"	"enrichment"
"HV"	"GO:0045974"	"regulation of translation, ncRNA-mediated"	0.00478315585535351	1	"GOStats"	"enrichment"
"HV"	"GO:0046031"	"ADP metabolic process"	0.00811508217672632	1	"GOStats"	"enrichment"
"HV"	"GO:0046034"	"ATP metabolic process"	0.000872177012064318	3	"GOStats"	"enrichment"
"HV"	"GO:0046040"	"IMP metabolic process"	0.00263864319280788	1	"GOStats"	"enrichment"
"HV"	"GO:0046165"	"alcohol biosynthetic process"	0.000977689043342339	8	"GOStats"	"enrichment"
"HV"	"GO:0046314"	"phosphocreatine biosynthetic process"	0.00479256224775194	1	"GOStats"	"enrichment"
"HV"	"GO:0046323"	"glucose import"	0.00813849270040432	1	"GOStats"	"enrichment"
"HV"	"GO:0046394"	"carboxylic acid biosynthetic process"	0.0017278909973043	3	"GOStats"	"enrichment"
"HV"	"GO:0046395"	"carboxylic acid catabolic process"	0.000164720313406419	1	"GOStats"	"enrichment"
"HV"	"GO:0046416"	"D-amino acid metabolic process"	0.000978476968855099	1	"GOStats"	"enrichment"
"HV"	"GO:0046425"	"regulation of receptor signaling pathway via JAK-STAT"	0.0024396981153	1	"GOStats"	"enrichment"
"HV"	"GO:0046461"	"neutral lipid catabolic process"	0.000818910041422995	1	"GOStats"	"enrichment"
"HV"	"GO:0046477"	"glycosylceramide catabolic process"	0.000835590378584409	2	"GOStats"	"enrichment"
"HV"	"GO:0046479"	"glycosphingolipid catabolic process"	0.00501123900249255	1	"GOStats"	"enrichment"
"HV"	"GO:0046490"	"isopentenyl diphosphate metabolic process"	0.000978476968855099	1	"GOStats"	"enrichment"
"HV"	"GO:0046503"	"glycerolipid catabolic process"	0.00693727072936268	1	"GOStats"	"enrichment"
"HV"	"GO:0046513"	"ceramide biosynthetic process"	0.00606862160265256	2	"GOStats"	"enrichment"
"HV"	"GO:0046514"	"ceramide catabolic process"	0.00623650845489469	2	"GOStats"	"enrichment"
"HV"	"GO:0046545"	"development of primary female sexual characteristics"	0.00401506403097025	2	"GOStats"	"enrichment"
"HV"	"GO:0046661"	"male sex differentiation"	0.00813849270040432	1	"GOStats"	"enrichment"
"HV"	"GO:0046700"	"heterocycle catabolic process"	0.00551208100746704	1	"GOStats"	"enrichment"
"HV"	"GO:0046716"	"muscle cell cellular homeostasis"	0.00141786140896604	1	"GOStats"	"enrichment"
"HV"	"GO:0046849"	"bone remodeling"	0.000139435979398371	1	"GOStats"	"enrichment"
"HV"	"GO:0046887"	"positive regulation of hormone secretion"	0.00391183657079036	1	"GOStats"	"enrichment"
"HV"	"GO:0046900"	"tetrahydrofolylpolyglutamate metabolic process"	0.00563286010478316	1	"GOStats"	"enrichment"
"HV"	"GO:0046916"	"cellular transition metal ion homeostasis"	0.00679917932849151	2	"GOStats"	"enrichment"
"HV"	"GO:0046942"	"carboxylic acid transport"	0.00197637539620516	5	"GOStats"	"enrichment"
"HV"	"GO:0048009"	"insulin-like growth factor receptor signaling pathway"	0.000607826943691576	1	"GOStats"	"enrichment"
"HV"	"GO:0048247"	"lymphocyte chemotaxis"	0.00206261728386923	10	"GOStats"	"enrichment"
"HV"	"GO:0048251"	"elastic fiber assembly"	0.00225115656912911	2	"GOStats"	"enrichment"
"HV"	"GO:0048255"	"mRNA stabilization"	0.00313566572787995	1	"GOStats"	"enrichment"
"HV"	"GO:0048285"	"organelle fission"	0.00143149871915806	2	"GOStats"	"enrichment"
"HV"	"GO:0048313"	"Golgi inheritance"	0.00613736128694875	1	"GOStats"	"enrichment"
"HV"	"GO:0048318"	"axial mesoderm development"	0.00232529081875712	1	"GOStats"	"enrichment"
"HV"	"GO:0048385"	"regulation of retinoic acid receptor signaling pathway"	0.00146592239791764	1	"GOStats"	"enrichment"
"HV"	"GO:0048477"	"oogenesis"	0.000790012580455792	3	"GOStats"	"enrichment"
"HV"	"GO:0048485"	"sympathetic nervous system development"	0.00232529081875712	1	"GOStats"	"enrichment"
"HV"	"GO:0048511"	"rhythmic process"	0.00596977719051594	2	"GOStats"	"enrichment"
"HV"	"GO:0048513"	"animal organ development"	0.00525715573748659	3	"GOStats"	"enrichment"
"HV"	"GO:0048519"	"negative regulation of biological process"	0.00640513585868837	1	"GOStats"	"enrichment"
"HV"	"GO:0048523"	"negative regulation of cellular process"	0.00173515808216933	2	"GOStats"	"enrichment"
"HV"	"GO:0048538"	"thymus development"	0.00719923505018293	2	"GOStats"	"enrichment"
"HV"	"GO:0048565"	"digestive tract development"	0.00962032693796974	1	"GOStats"	"enrichment"
"HV"	"GO:0048583"	"regulation of response to stimulus"	0.00714515552754045	1	"GOStats"	"enrichment"
"HV"	"GO:0048584"	"positive regulation of response to stimulus"	0.00245988440915229	1	"GOStats"	"enrichment"
"HV"	"GO:0048596"	"embryonic camera-type eye morphogenesis"	0.00634500752404942	2	"GOStats"	"enrichment"
"HV"	"GO:0048599"	"oocyte development"	0.000281341105112642	1	"GOStats"	"enrichment"
"HV"	"GO:0048608"	"reproductive structure development"	0.00302520421782722	1	"GOStats"	"enrichment"
"HV"	"GO:0048609"	"multicellular organismal reproductive process"	0.00248221015473392	3	"GOStats"	"enrichment"
"HV"	"GO:0048641"	"regulation of skeletal muscle tissue development"	0.00349184580880703	1	"GOStats"	"enrichment"
"HV"	"GO:0048646"	"anatomical structure formation involved in morphogenesis"	0.00287413253833209	2	"GOStats"	"enrichment"
"HV"	"GO:0048665"	"neuron fate specification"	0.00453768704123463	1	"GOStats"	"enrichment"
"HV"	"GO:0048678"	"response to axon injury"	0.0087861553871235	1	"GOStats"	"enrichment"
"HV"	"GO:0048703"	"embryonic viscerocranium morphogenesis"	0.00329607976201448	1	"GOStats"	"enrichment"
"HV"	"GO:0048704"	"embryonic skeletal system morphogenesis"	0.00156457801541671	1	"GOStats"	"enrichment"
"HV"	"GO:0048731"	"system development"	0.00884221790087111	2	"GOStats"	"enrichment"
"HV"	"GO:0048736"	"appendage development"	0.0050883488460465	2	"GOStats"	"enrichment"
"HV"	"GO:0048738"	"cardiac muscle tissue development"	0.00295227268719757	2	"GOStats"	"enrichment"
"HV"	"GO:0048741"	"skeletal muscle fiber development"	0.0054838604690427	2	"GOStats"	"enrichment"
"HV"	"GO:0048747"	"muscle fiber development"	0.0033185100366279	1	"GOStats"	"enrichment"
"HV"	"GO:0048762"	"mesenchymal cell differentiation"	0.000942793238109857	1	"GOStats"	"enrichment"
"HV"	"GO:0048769"	"sarcomerogenesis"	0.00355892653325453	2	"GOStats"	"enrichment"
"HV"	"GO:0048841"	"regulation of axon extension involved in axon guidance"	0.00718352188024535	1	"GOStats"	"enrichment"
"HV"	"GO:0048843"	"negative regulation of axon extension involved in axon guidance"	0.0028298607272815	1	"GOStats"	"enrichment"
"HV"	"GO:0048845"	"venous blood vessel morphogenesis"	0.00523625703885199	1	"GOStats"	"enrichment"
"HV"	"GO:0048856"	"anatomical structure development"	0.00578938484543527	2	"GOStats"	"enrichment"
"HV"	"GO:0048863"	"stem cell differentiation"	0.000223019498546937	1	"GOStats"	"enrichment"
"HV"	"GO:0048869"	"cellular developmental process"	0.00139412920755534	3	"GOStats"	"enrichment"
"HV"	"GO:0048870"	"cell motility"	0.00443859560791864	5	"GOStats"	"enrichment"
"HV"	"GO:0048878"	"chemical homeostasis"	2.07927741869584e-05	1	"GOStats"	"enrichment"
"HV"	"GO:0048880"	"sensory system development"	0.00157029124015633	1	"GOStats"	"enrichment"
"HV"	"GO:0048934"	"peripheral nervous system neuron differentiation"	0.000430097639094913	1	"GOStats"	"enrichment"
"HV"	"GO:0048936"	"peripheral nervous system neuron axonogenesis"	0.000304993771150572	1	"GOStats"	"enrichment"
"HV"	"GO:0050428"	"3'-phosphoadenosine 5'-phosphosulfate biosynthetic process"	0.00460019795099169	1	"GOStats"	"enrichment"
"HV"	"GO:0050482"	"arachidonic acid secretion"	0.000857791603792347	1	"GOStats"	"enrichment"
"HV"	"GO:0050670"	"regulation of lymphocyte proliferation"	0.000836184594259093	1	"GOStats"	"enrichment"
"HV"	"GO:0050684"	"regulation of mRNA processing"	0.00373828740412114	1	"GOStats"	"enrichment"
"HV"	"GO:0050727"	"regulation of inflammatory response"	0.00521346892479984	2	"GOStats"	"enrichment"
"HV"	"GO:0050768"	"negative regulation of neurogenesis"	0.00925407848391316	1	"GOStats"	"enrichment"
"HV"	"GO:0050776"	"regulation of immune response"	0.000534469626934413	2	"GOStats"	"enrichment"
"HV"	"GO:0050778"	"positive regulation of immune response"	0.00127239895912991	9	"GOStats"	"enrichment"
"HV"	"GO:0050789"	"regulation of biological process"	2.75425112835264e-05	1	"GOStats"	"enrichment"
"HV"	"GO:0050794"	"regulation of cellular process"	0.0012217606572092	2	"GOStats"	"enrichment"
"HV"	"GO:0050795"	"regulation of behavior"	0.00702143455986156	1	"GOStats"	"enrichment"
"HV"	"GO:0050801"	"ion homeostasis"	0.000485787593737429	3	"GOStats"	"enrichment"
"HV"	"GO:0050803"	"regulation of synapse structure or activity"	0.00914843875017929	1	"GOStats"	"enrichment"
"HV"	"GO:0050804"	"modulation of chemical synaptic transmission"	0.0048621592763708	2	"GOStats"	"enrichment"
"HV"	"GO:0050810"	"regulation of steroid biosynthetic process"	0.000205313481554382	1	"GOStats"	"enrichment"
"HV"	"GO:0050817"	"coagulation"	0.00361379598207597	6	"GOStats"	"enrichment"
"HV"	"GO:0050818"	"regulation of coagulation"	0.000811209385951	1	"GOStats"	"enrichment"
"HV"	"GO:0050829"	"defense response to Gram-negative bacterium"	0.00279631981735865	3	"GOStats"	"enrichment"
"HV"	"GO:0050830"	"defense response to Gram-positive bacterium"	0.00970863888340731	1	"GOStats"	"enrichment"
"HV"	"GO:0050852"	"T cell receptor signaling pathway"	0.00881543099926484	1	"GOStats"	"enrichment"
"HV"	"GO:0050863"	"regulation of T cell activation"	0.00146137698499345	1	"GOStats"	"enrichment"
"HV"	"GO:0050866"	"negative regulation of cell activation"	5.2950771563428e-05	1	"GOStats"	"enrichment"
"HV"	"GO:0050877"	"nervous system process"	0.00746688274105995	1	"GOStats"	"enrichment"
"HV"	"GO:0050879"	"multicellular organismal movement"	0.000696511242495692	10	"GOStats"	"enrichment"
"HV"	"GO:0050881"	"musculoskeletal movement"	0.00261879233896516	1	"GOStats"	"enrichment"
"HV"	"GO:0050896"	"response to stimulus"	0.00466446096270215	3	"GOStats"	"enrichment"
"HV"	"GO:0050900"	"leukocyte migration"	0.00217036113855635	6	"GOStats"	"enrichment"
"HV"	"GO:0050919"	"negative chemotaxis"	0.0035390047597274	2	"GOStats"	"enrichment"
"HV"	"GO:0050922"	"negative regulation of chemotaxis"	0.00984647583297934	1	"GOStats"	"enrichment"
"HV"	"GO:0050953"	"sensory perception of light stimulus"	0.00969771435885042	1	"GOStats"	"enrichment"
"HV"	"GO:0051017"	"actin filament bundle assembly"	0.00276837575006136	2	"GOStats"	"enrichment"
"HV"	"GO:0051043"	"regulation of membrane protein ectodomain proteolysis"	0.000974466377217763	1	"GOStats"	"enrichment"
"HV"	"GO:0051045"	"negative regulation of membrane protein ectodomain proteolysis"	0.00438683885143235	1	"GOStats"	"enrichment"
"HV"	"GO:0051050"	"positive regulation of transport"	0.00482295834408289	1	"GOStats"	"enrichment"
"HV"	"GO:0051057"	"positive regulation of small GTPase mediated signal transduction"	0.0048782105800548	2	"GOStats"	"enrichment"
"HV"	"GO:0051091"	"positive regulation of DNA-binding transcription factor activity"	0.00992316654901181	1	"GOStats"	"enrichment"
"HV"	"GO:0051093"	"negative regulation of developmental process"	0.00264911370457898	1	"GOStats"	"enrichment"
"HV"	"GO:0051146"	"striated muscle cell differentiation"	0.00394156494262568	2	"GOStats"	"enrichment"
"HV"	"GO:0051171"	"regulation of nitrogen compound metabolic process"	0.000226839768730073	2	"GOStats"	"enrichment"
"HV"	"GO:0051172"	"negative regulation of nitrogen compound metabolic process"	0.0083125619269428	1	"GOStats"	"enrichment"
