Gene name	Gene stable ID	Gene type
	ENSELUG00000028456	protein_coding
nr1h3	ENSELUG00000023685	protein_coding
	ENSELUG00000026717	protein_coding
gabra6b	ENSELUG00000024139	protein_coding
	ENSELUG00000030797	protein_coding
	ENSELUG00000031802	protein_coding
bag6	ENSELUG00000015518	protein_coding
	ENSELUG00000021229	protein_coding
UPF2	ENSELUG00000012014	protein_coding
	ENSELUG00000021891	protein_coding
ROBO1	ENSELUG00000012930	protein_coding
	ENSELUG00000030425	protein_coding
	ENSELUG00000011504	protein_coding
extl3	ENSELUG00000008509	protein_coding
ccdc18	ENSELUG00000001471	protein_coding
grm5a	ENSELUG00000020841	protein_coding
	ENSELUG00000025416	protein_coding
lyplal1	ENSELUG00000021027	protein_coding
	ENSELUG00000031188	lncRNA
nrtn	ENSELUG00000021701	protein_coding
	ENSELUG00000032797	protein_coding
arsia	ENSELUG00000016712	protein_coding
slc39a9	ENSELUG00000021924	protein_coding
tbpl2	ENSELUG00000002911	protein_coding
tmem14cb	ENSELUG00000007462	protein_coding
gpx7	ENSELUG00000024153	protein_coding
NDUAB	ENSELUG00000030012	protein_coding
	ENSELUG00000028606	lncRNA
	ENSELUG00000021254	protein_coding
	ENSELUG00000016703	protein_coding
	ENSELUG00000007455	protein_coding
	ENSELUG00000028652	protein_coding
	ENSELUG00000021259	protein_coding
GABRB2	ENSELUG00000001023	protein_coding
	ENSELUG00000028172	lncRNA
atg4da	ENSELUG00000023164	protein_coding
	ENSELUG00000034177	lncRNA
	ENSELUG00000026719	lncRNA
VMAC	ENSELUG00000021677	protein_coding
	ENSELUG00000027537	protein_coding
SHISAL2A	ENSELUG00000024133	protein_coding
	ENSELUG00000016685	lncRNA
	ENSELUG00000007450	protein_coding
RAB9A	ENSELUG00000016622	protein_coding
	ENSELUG00000030417	protein_coding
	ENSELUG00000021287	protein_coding
	ENSELUG00000014817	protein_coding
	ENSELUG00000006279	protein_coding
cdx1a	ENSELUG00000016670	protein_coding
fbxo34	ENSELUG00000002952	protein_coding
	ENSELUG00000021355	protein_coding
syt14b	ENSELUG00000008529	protein_coding
trappc2	ENSELUG00000016667	protein_coding
larp6b	ENSELUG00000031284	protein_coding
lgals3b	ENSELUG00000002974	protein_coding
	ENSELUG00000013682	protein_coding
CCDC39	ENSELUG00000023736	protein_coding
	ENSELUG00000031985	lncRNA
	ENSELUG00000032885	protein_coding
si:dkey-246g23.2	ENSELUG00000014782	protein_coding
	ENSELUG00000025721	protein_coding
	ENSELUG00000031010	protein_coding
	ENSELUG00000002968	protein_coding
timm13	ENSELUG00000025209	protein_coding
vps4b	ENSELUG00000017672	protein_coding
plekhd1	ENSELUG00000021989	protein_coding
slc35b2	ENSELUG00000013109	protein_coding
nfkbie	ENSELUG00000013153	protein_coding
tgfb2	ENSELUG00000024911	protein_coding
gnal2	ENSELUG00000007405	protein_coding
slc1a7b	ENSELUG00000024118	protein_coding
LRRC27	ENSELUG00000018588	protein_coding
	ENSELUG00000027783	protein_coding
	ENSELUG00000021371	protein_coding
kcng4a	ENSELUG00000014741	protein_coding
dact1	ENSELUG00000002982	protein_coding
olfml2ba	ENSELUG00000011552	protein_coding
tmem151ba	ENSELUG00000013166	protein_coding
ofd1	ENSELUG00000016770	protein_coding
	ENSELUG00000031398	protein_coding
	ENSELUG00000021377	protein_coding
ACY3	ENSELUG00000009487	protein_coding
C8A	ENSELUG00000024484	protein_coding
	ENSELUG00000009792	protein_coding
	ENSELUG00000026582	protein_coding
si:ch211-185a18.2	ENSELUG00000003051	protein_coding
draxin	ENSELUG00000010868	protein_coding
hat1	ENSELUG00000021731	protein_coding
si:dkey-246g23.4	ENSELUG00000014724	protein_coding
	ENSELUG00000025119	protein_coding
tcte1	ENSELUG00000013188	protein_coding
cldnd1a	ENSELUG00000009499	protein_coding
si:dkey-245p14.4	ENSELUG00000009805	protein_coding
eif4ba	ENSELUG00000012490	protein_coding
	ENSELUG00000021997	protein_coding
pwwp2b	ENSELUG00000018627	protein_coding
timm9	ENSELUG00000003059	protein_coding
ccdc14	ENSELUG00000001926	protein_coding
	ENSELUG00000029768	protein_coding
sgsh	ENSELUG00000000729	protein_coding
smoc1	ENSELUG00000022021	protein_coding
rnf8	ENSELUG00000013198	protein_coding
smc2	ENSELUG00000009845	protein_coding
prkcdb	ENSELUG00000016499	protein_coding
wfdc1	ENSELUG00000014638	protein_coding
atf6	ENSELUG00000011591	protein_coding
	ENSELUG00000021624	protein_coding
	ENSELUG00000006334	protein_coding
iqcb1	ENSELUG00000001921	protein_coding
	ENSELUG00000027838	protein_coding
mtf2	ENSELUG00000019181	protein_coding
	ENSELUG00000032600	protein_coding
	ENSELUG00000024446	protein_coding
aida	ENSELUG00000013217	protein_coding
rrp15	ENSELUG00000011708	protein_coding
GPM6B	ENSELUG00000016825	protein_coding
	ENSELUG00000031173	protein_coding
CAPZA2	ENSELUG00000012526	protein_coding
abi3a	ENSELUG00000013651	protein_coding
sh3pxd2b	ENSELUG00000024231	protein_coding
	ENSELUG00000033312	protein_coding
arid4a	ENSELUG00000003087	protein_coding
	ENSELUG00000029501	lncRNA
	ENSELUG00000024663	lncRNA
	ENSELUG00000009529	protein_coding
	ENSELUG00000030588	protein_coding
	ENSELUG00000029197	lncRNA
	ENSELUG00000006365	protein_coding
	ENSELUG00000008814	protein_coding
	ENSELUG00000029571	protein_coding
	ENSELUG00000001030	protein_coding
agtrap	ENSELUG00000010846	protein_coding
	ENSELUG00000028740	lncRNA
	ENSELUG00000029922	protein_coding
C20orf27	ENSELUG00000004200	protein_coding
	ENSELUG00000033919	lncRNA
tbx19	ENSELUG00000001301	protein_coding
csad	ENSELUG00000018621	protein_coding
	ENSELUG00000033548	lncRNA
vegfaa	ENSELUG00000022721	protein_coding
	ENSELUG00000021391	protein_coding
	ENSELUG00000030603	protein_coding
	ENSELUG00000027271	protein_coding
	ENSELUG00000024401	protein_coding
	ENSELUG00000006402	protein_coding
SMARCA4	ENSELUG00000023232	protein_coding
	ENSELUG00000021433	protein_coding
angptl3	ENSELUG00000021995	protein_coding
FAM187A	ENSELUG00000013593	protein_coding
EIF5	ENSELUG00000013021	protein_coding
vax2	ENSELUG00000004216	protein_coding
	ENSELUG00000027858	protein_coding
	ENSELUG00000021525	protein_coding
utp4	ENSELUG00000014598	protein_coding
snx27a	ENSELUG00000008184	protein_coding
	ENSELUG00000013328	protein_coding
ccdc103	ENSELUG00000013582	protein_coding
	ENSELUG00000024381	protein_coding
cers4a	ENSELUG00000021425	protein_coding
usp1	ENSELUG00000021969	protein_coding
	ENSELUG00000029651	lncRNA
	ENSELUG00000004242	protein_coding
cnbd1	ENSELUG00000003089	protein_coding
krt18a.2	ENSELUG00000012444	protein_coding
	ENSELUG00000025378	pseudogene
	ENSELUG00000032736	lncRNA
	ENSELUG00000006150	protein_coding
kank4	ENSELUG00000021944	protein_coding
	ENSELUG00000009597	protein_coding
nt5c1ba	ENSELUG00000008547	protein_coding
tex261	ENSELUG00000004257	protein_coding
	ENSELUG00000006438	protein_coding
nab1b	ENSELUG00000032059	protein_coding
itga3a	ENSELUG00000013550	protein_coding
cngb3.2	ENSELUG00000003112	protein_coding
	ENSELUG00000006169	pseudogene
nemp2	ENSELUG00000016877	protein_coding
	ENSELUG00000028164	protein_coding
	ENSELUG00000027765	protein_coding
mfsd6b	ENSELUG00000016903	protein_coding
	ENSELUG00000032192	lncRNA
	ENSELUG00000025081	lncRNA
	ENSELUG00000028821	protein_coding
	ENSELUG00000025108	protein_coding
si:ch211-1o7.2	ENSELUG00000004273	protein_coding
	ENSELUG00000026289	lncRNA
gstcd	ENSELUG00000017124	protein_coding
osr2	ENSELUG00000003493	protein_coding
sft2d2b	ENSELUG00000001914	protein_coding
	ENSELUG00000033167	protein_coding
si:dkey-174m14.3	ENSELUG00000008573	protein_coding
	ENSELUG00000012125	protein_coding
	ENSELUG00000006376	protein_coding
dlx1a	ENSELUG00000021775	protein_coding
	ENSELUG00000025655	protein_coding
gadd45gip1	ENSELUG00000000354	protein_coding
MIR211	ENSELUG00000029826	miRNA
lrp8	ENSELUG00000021873	protein_coding
cabz01076234.2	ENSELUG00000009511	protein_coding
	ENSELUG00000033955	protein_coding
	ENSELUG00000030911	protein_coding
krt8	ENSELUG00000029935	protein_coding
tnfaip2b	ENSELUG00000013091	protein_coding
gpatch3	ENSELUG00000000963	protein_coding
btbd3b	ENSELUG00000017360	protein_coding
si:dkey-185m8.2	ENSELUG00000004290	protein_coding
	ENSELUG00000010443	protein_coding
	ENSELUG00000028198	protein_coding
KCNS2	ENSELUG00000003500	protein_coding
	ENSELUG00000027030	protein_coding
nfixb	ENSELUG00000009601	protein_coding
ZNF850	ENSELUG00000033483	protein_coding
gnav1	ENSELUG00000018135	protein_coding
taf1a	ENSELUG00000013392	protein_coding
megf8	ENSELUG00000004123	protein_coding
	ENSELUG00000013465	protein_coding
fkbp7	ENSELUG00000016917	protein_coding
gna13b	ENSELUG00000034475	protein_coding
DLX2	ENSELUG00000021798	protein_coding
NIPAL2	ENSELUG00000003504	protein_coding
cenpl	ENSELUG00000010633	protein_coding
	ENSELUG00000005001	protein_coding
	ENSELUG00000021533	protein_coding
zgc:103759	ENSELUG00000016925	protein_coding
chd5	ENSELUG00000010742	protein_coding
	ENSELUG00000009532	protein_coding
tlr4ba	ENSELUG00000017337	protein_coding
prkdc	ENSELUG00000016495	protein_coding
	ENSELUG00000027990	lncRNA
	ENSELUG00000011618	protein_coding
pcyt2	ENSELUG00000018189	protein_coding
dusp10	ENSELUG00000013415	protein_coding
hsd17b2	ENSELUG00000017899	protein_coding
mchr2	ENSELUG00000019985	protein_coding
	ENSELUG00000031054	protein_coding
	ENSELUG00000013429	protein_coding
cxcr2	ENSELUG00000016940	protein_coding
rdh14b	ENSELUG00000008617	protein_coding
	ENSELUG00000006205	protein_coding
fbn2b	ENSELUG00000021359	protein_coding
	ENSELUG00000031030	lncRNA
	ENSELUG00000021566	protein_coding
gpn2	ENSELUG00000022696	protein_coding
klhl20	ENSELUG00000010625	protein_coding
sptlc3	ENSELUG00000017312	protein_coding
pop1	ENSELUG00000003526	protein_coding
camk1db	ENSELUG00000008100	protein_coding
f13a1b	ENSELUG00000004312	protein_coding
	ENSELUG00000009523	protein_coding
hlx1	ENSELUG00000000492	protein_coding
crip2l	ENSELUG00000008643	protein_coding
ciao2a	ENSELUG00000002814	protein_coding
	ENSELUG00000033880	protein_coding
fmnl1a	ENSELUG00000019721	protein_coding
tns1b	ENSELUG00000017186	protein_coding
itga6a	ENSELUG00000021960	protein_coding
	ENSELUG00000005926	snoRNA
	ENSELUG00000006236	protein_coding
rgs9a	ENSELUG00000010550	protein_coding
calua	ENSELUG00000012047	protein_coding
mfsd8	ENSELUG00000009651	protein_coding
slc35f6	ENSELUG00000013461	protein_coding
	ENSELUG00000001903	protein_coding
	ENSELUG00000031231	lncRNA
	ENSELUG00000025207	protein_coding
rxfp3.3b	ENSELUG00000033011	protein_coding
sdk1a	ENSELUG00000021649	protein_coding
	ENSELUG00000025363	protein_coding
	ENSELUG00000001909	protein_coding
	ENSELUG00000022050	protein_coding
chtf8	ENSELUG00000014574	protein_coding
tctn1	ENSELUG00000023429	protein_coding
gtf3c3	ENSELUG00000012293	protein_coding
psma3	ENSELUG00000003123	protein_coding
kcnk3a	ENSELUG00000013478	protein_coding
bmi1b	ENSELUG00000017194	protein_coding
arid1aa	ENSELUG00000022658	protein_coding
pdgfrb	ENSELUG00000016639	protein_coding
mphosph6	ENSELUG00000017839	protein_coding
rida	ENSELUG00000003537	protein_coding
EIF2B1	ENSELUG00000002604	protein_coding
opn1sw1	ENSELUG00000012075	protein_coding
zmp:0000000521	ENSELUG00000008562	protein_coding
calml4b	ENSELUG00000002802	protein_coding
has3	ENSELUG00000014555	protein_coding
exoc3l4	ENSELUG00000013122	protein_coding
ankrd44	ENSELUG00000006146	protein_coding
ctnna1	ENSELUG00000019967	protein_coding
enpp1	ENSELUG00000013530	protein_coding
RS27L	ENSELUG00000033046	protein_coding
cln6b	ENSELUG00000002792	protein_coding
	ENSELUG00000013276	protein_coding
tango6	ENSELUG00000014524	protein_coding
FZR1	ENSELUG00000008541	protein_coding
tnpo3	ENSELUG00000012153	protein_coding
unc80	ENSELUG00000032668	protein_coding
tent4b	ENSELUG00000017815	protein_coding
trappc10	ENSELUG00000011855	protein_coding
dnajc1	ENSELUG00000017142	protein_coding
rfk	ENSELUG00000002612	protein_coding
aqp9b	ENSELUG00000013223	protein_coding
dyrk2	ENSELUG00000000482	protein_coding
rad51b	ENSELUG00000008662	protein_coding
fem1b	ENSELUG00000002780	protein_coding
mipol1	ENSELUG00000003145	protein_coding
hvcn1	ENSELUG00000023400	protein_coding
dipk1aa	ENSELUG00000019114	protein_coding
DNAJA4	ENSELUG00000004060	protein_coding
	ENSELUG00000002629	protein_coding
	ENSELUG00000006461	protein_coding
	ENSELUG00000034002	protein_coding
FUT7	ENSELUG00000002916	protein_coding
	ENSELUG00000001633	protein_coding
zfp36l1b	ENSELUG00000008675	protein_coding
npdc1b	ENSELUG00000001390	protein_coding
itga11b	ENSELUG00000002751	protein_coding
RPL5	ENSELUG00000019075	protein_coding
	ENSELUG00000021660	protein_coding
	ENSELUG00000031636	protein_coding
ptger2b	ENSELUG00000033286	protein_coding
CDCA4	ENSELUG00000013163	protein_coding
	ENSELUG00000015551	protein_coding
nfkbiz	ENSELUG00000001900	protein_coding
	ENSELUG00000000197	protein_coding
ifnphi1	ENSELUG00000026570	protein_coding
	ENSELUG00000029799	protein_coding
ifng1	ENSELUG00000013327	protein_coding
foxa1	ENSELUG00000003158	protein_coding
crybb3	ENSELUG00000023349	protein_coding
ecpas	ENSELUG00000009962	protein_coding
	ENSELUG00000013337	protein_coding
dmrt2b	ENSELUG00000000944	protein_coding
tnfb	ENSELUG00000015560	protein_coding
	ENSELUG00000006410	protein_coding
	ENSELUG00000022059	protein_coding
si:ch211-156b7.4	ENSELUG00000010898	protein_coding
psmc6	ENSELUG00000008779	protein_coding
SPAG1	ENSELUG00000003573	protein_coding
fam183a	ENSELUG00000021528	protein_coding
vangl2	ENSELUG00000006271	protein_coding
	ENSELUG00000014447	protein_coding
zgc:65851	ENSELUG00000005774	protein_coding
	ENSELUG00000026788	lncRNA
	ENSELUG00000013370	protein_coding
ASF1B	ENSELUG00000022338	protein_coding
	ENSELUG00000027424	protein_coding
	ENSELUG00000031749	protein_coding
ttc6	ENSELUG00000003227	protein_coding
	ENSELUG00000001458	protein_coding
otx2b	ENSELUG00000008427	protein_coding
CCDC57	ENSELUG00000001328	protein_coding
PLCB1	ENSELUG00000013241	protein_coding
zc3h18	ENSELUG00000014426	protein_coding
ebna1bp2	ENSELUG00000021634	protein_coding
eed	ENSELUG00000001896	protein_coding
mxd1	ENSELUG00000005790	protein_coding
	ENSELUG00000006471	protein_coding
	ENSELUG00000029287	protein_coding
SGCZ	ENSELUG00000009695	protein_coding
adam10a	ENSELUG00000013272	protein_coding
hspa14	ENSELUG00000010873	protein_coding
xpa	ENSELUG00000019135	protein_coding
	ENSELUG00000025498	protein_coding
MDM1	ENSELUG00000013414	protein_coding
niban2b	ENSELUG00000002955	protein_coding
tmem260	ENSELUG00000008465	protein_coding
	ENSELUG00000026358	protein_coding
snrnp27	ENSELUG00000005829	protein_coding
	ENSELUG00000032997	protein_coding
	ENSELUG00000019144	protein_coding
DCTN6	ENSELUG00000009745	protein_coding
	ENSELUG00000025357	protein_coding
	ENSELUG00000022300	protein_coding
	ENSELUG00000022063	protein_coding
	ENSELUG00000016550	protein_coding
	ENSELUG00000023612	protein_coding
sstr1a	ENSELUG00000003269	protein_coding
	ENSELUG00000002609	protein_coding
DMXL1	ENSELUG00000019280	protein_coding
rap1b	ENSELUG00000013516	protein_coding
arhgef11	ENSELUG00000006411	protein_coding
aoc1	ENSELUG00000023206	protein_coding
	ENSELUG00000027978	protein_coding
hsf2bp	ENSELUG00000011905	protein_coding
	ENSELUG00000030251	protein_coding
foxb2	ENSELUG00000002644	protein_coding
gabbr1a	ENSELUG00000000582	protein_coding
cxcl19	ENSELUG00000004332	protein_coding
trhr2	ENSELUG00000014316	protein_coding
	ENSELUG00000011923	protein_coding
	ENSELUG00000006493	protein_coding
	ENSELUG00000003588	protein_coding
	ENSELUG00000030274	protein_coding
	ENSELUG00000006571	protein_coding
add2	ENSELUG00000005908	protein_coding
	ENSELUG00000002650	protein_coding
clec14a	ENSELUG00000003274	protein_coding
	ENSELUG00000026535	protein_coding
	ENSELUG00000033406	protein_coding
	ENSELUG00000031082	protein_coding
ifnphi1	ENSELUG00000013358	protein_coding
	ENSELUG00000001294	protein_coding
	ENSELUG00000025318	protein_coding
	ENSELUG00000033091	protein_coding
	ENSELUG00000002663	protein_coding
	ENSELUG00000034432	protein_coding
sec23a	ENSELUG00000003344	protein_coding
	ENSELUG00000029670	protein_coding
	ENSELUG00000034258	protein_coding
	ENSELUG00000006675	protein_coding
	ENSELUG00000032305	protein_coding
SLC16A3	ENSELUG00000016708	protein_coding
stk10	ENSELUG00000024266	protein_coding
rad23aa	ENSELUG00000009588	protein_coding
met	ENSELUG00000012486	protein_coding
	ENSELUG00000029515	protein_coding
	ENSELUG00000022079	protein_coding
mnx2a	ENSELUG00000012915	protein_coding
	ENSELUG00000019185	protein_coding
cbsa	ENSELUG00000011972	protein_coding
HACD4	ENSELUG00000016126	protein_coding
	ENSELUG00000009653	protein_coding
	ENSELUG00000031052	lncRNA
	ENSELUG00000009633	protein_coding
	ENSELUG00000021871	protein_coding
TUBA4A	ENSELUG00000012953	protein_coding
	ENSELUG00000026587	protein_coding
	ENSELUG00000028626	protein_coding
CSNK1D	ENSELUG00000016666	protein_coding
zfpm1	ENSELUG00000013952	protein_coding
trmt10b	ENSELUG00000004357	protein_coding
	ENSELUG00000010245	protein_coding
	ENSELUG00000023558	protein_coding
vcp	ENSELUG00000002541	protein_coding
	ENSELUG00000026953	protein_coding
C4orf54	ENSELUG00000016148	protein_coding
paplna	ENSELUG00000000950	protein_coding
clip3	ENSELUG00000011920	protein_coding
	ENSELUG00000027402	protein_coding
	ENSELUG00000022251	protein_coding
	ENSELUG00000013905	protein_coding
	ENSELUG00000001232	protein_coding
arl14ep	ENSELUG00000023739	protein_coding
	ENSELUG00000016170	protein_coding
	ENSELUG00000026985	protein_coding
intu	ENSELUG00000004397	protein_coding
	ENSELUG00000028520	pseudogene
hpgd	ENSELUG00000013134	protein_coding
mogs	ENSELUG00000024365	protein_coding
	ENSELUG00000010967	protein_coding
GNA14	ENSELUG00000026029	protein_coding
	ENSELUG00000009561	protein_coding
	ENSELUG00000009603	protein_coding
rrn3	ENSELUG00000022239	protein_coding
irf5	ENSELUG00000000444	protein_coding
	ENSELUG00000001404	protein_coding
ces3	ENSELUG00000013883	protein_coding
	ENSELUG00000029836	pseudogene
dclre1c	ENSELUG00000010799	protein_coding
	ENSELUG00000000060	protein_coding
slc12a7b	ENSELUG00000023256	protein_coding
csf1ra	ENSELUG00000016580	protein_coding
	ENSELUG00000013012	protein_coding
	ENSELUG00000009599	protein_coding
	ENSELUG00000016183	protein_coding
	ENSELUG00000023750	protein_coding
cep44	ENSELUG00000013171	protein_coding
kif19	ENSELUG00000016621	protein_coding
	ENSELUG00000024400	protein_coding
	ENSELUG00000006323	protein_coding
ankrd45	ENSELUG00000010604	protein_coding
	ENSELUG00000023319	protein_coding
kcna4	ENSELUG00000023754	protein_coding
	ENSELUG00000025360	protein_coding
cd151l	ENSELUG00000023780	protein_coding
	ENSELUG00000009553	protein_coding
podn	ENSELUG00000024073	protein_coding
	ENSELUG00000003614	protein_coding
fbxo41	ENSELUG00000024471	protein_coding
	ENSELUG00000012298	protein_coding
	ENSELUG00000013162	protein_coding
nup107	ENSELUG00000013560	protein_coding
fbxo8	ENSELUG00000013211	protein_coding
	ENSELUG00000023309	protein_coding
	ENSELUG00000002705	protein_coding
acsbg1	ENSELUG00000004032	protein_coding
nudt3b	ENSELUG00000020596	protein_coding
	ENSELUG00000031758	protein_coding
rbpms	ENSELUG00000009787	protein_coding
sstr2a	ENSELUG00000006310	protein_coding
zgc:110333	ENSELUG00000020769	protein_coding
cgrrf1	ENSELUG00000008816	protein_coding
	ENSELUG00000006301	protein_coding
soul3	ENSELUG00000000428	protein_coding
TMEM138	ENSELUG00000023795	protein_coding
	ENSELUG00000012189	protein_coding
	ENSELUG00000029937	protein_coding
plekhj1	ENSELUG00000008500	protein_coding
rps10	ENSELUG00000020573	protein_coding
CDK17	ENSELUG00000007898	protein_coding
MSI1	ENSELUG00000023280	protein_coding
SLC39A11	ENSELUG00000006268	protein_coding
	ENSELUG00000031565	protein_coding
psen1	ENSELUG00000022245	protein_coding
MIR153-1	ENSELUG00000013195	miRNA
sirt7	ENSELUG00000018223	protein_coding
	ENSELUG00000009543	protein_coding
	ENSELUG00000018767	protein_coding
fkbp3	ENSELUG00000011829	protein_coding
scp2b	ENSELUG00000030034	protein_coding
ddhd1b	ENSELUG00000008842	protein_coding
desma	ENSELUG00000013319	protein_coding
	ENSELUG00000032419	protein_coding
	ENSELUG00000031959	lncRNA
	ENSELUG00000012199	protein_coding
	ENSELUG00000033639	protein_coding
GFI1	ENSELUG00000019033	protein_coding
	ENSELUG00000011869	protein_coding
CLDN8	ENSELUG00000020761	protein_coding
sf3a2	ENSELUG00000008471	protein_coding
cpne3	ENSELUG00000003194	protein_coding
plcxd2	ENSELUG00000008603	protein_coding
	ENSELUG00000009485	protein_coding
fam102aa	ENSELUG00000001947	protein_coding
rpap2	ENSELUG00000019016	protein_coding
	ENSELUG00000029378	protein_coding
faua	ENSELUG00000011897	protein_coding
atp6v1f	ENSELUG00000029099	protein_coding
TMEM125	ENSELUG00000021518	protein_coding
	ENSELUG00000027315	protein_coding
mocs2	ENSELUG00000005418	protein_coding
cldn17	ENSELUG00000020775	protein_coding
ino80b	ENSELUG00000034360	protein_coding
ddb1	ENSELUG00000023868	protein_coding
rasal2	ENSELUG00000010571	protein_coding
si:ch211-137a8.4	ENSELUG00000011843	protein_coding
rnf24	ENSELUG00000024505	protein_coding
lingo1b	ENSELUG00000020454	protein_coding
	ENSELUG00000000313	protein_coding
slc22a13b	ENSELUG00000003892	protein_coding
snx20	ENSELUG00000017791	protein_coding
hikeshi	ENSELUG00000001892	protein_coding
	ENSELUG00000013197	protein_coding
	ENSELUG00000004083	protein_coding
lamtor4	ENSELUG00000012339	protein_coding
trmt10a	ENSELUG00000016190	protein_coding
	ENSELUG00000027426	protein_coding
sult3st1	ENSELUG00000020793	protein_coding
onecut3b	ENSELUG00000000310	protein_coding
zgc:162698	ENSELUG00000011827	protein_coding
sytl3	ENSELUG00000013557	protein_coding
hand2	ENSELUG00000013229	protein_coding
SALL1	ENSELUG00000017774	protein_coding
	ENSELUG00000001949	protein_coding
chodl	ENSELUG00000000324	protein_coding
CORO2B	ENSELUG00000002708	protein_coding
	ENSELUG00000034172	protein_coding
	ENSELUG00000003901	protein_coding
FABP2	ENSELUG00000000357	protein_coding
ARF5	ENSELUG00000012409	protein_coding
cpt2	ENSELUG00000024049	protein_coding
PIP5KL1	ENSELUG00000001951	protein_coding
	ENSELUG00000008421	protein_coding
	ENSELUG00000018256	protein_coding
CAPNS1	ENSELUG00000011777	protein_coding
cep78	ENSELUG00000002712	protein_coding
kcnq1.1	ENSELUG00000020500	protein_coding
prpf39	ENSELUG00000012011	protein_coding
tasp1	ENSELUG00000017227	protein_coding
aadat	ENSELUG00000004433	protein_coding
	ENSELUG00000008197	protein_coding
fstb	ENSELUG00000005475	protein_coding
spata6l	ENSELUG00000016212	protein_coding
ap1m3	ENSELUG00000021498	protein_coding
glmna	ENSELUG00000018990	protein_coding
	ENSELUG00000008638	protein_coding
	ENSELUG00000009575	protein_coding
dnai2b	ENSELUG00000016599	protein_coding
s100a10a	ENSELUG00000029139	protein_coding
	ENSELUG00000031683	protein_coding
srp54	ENSELUG00000003395	protein_coding
	ENSELUG00000033255	protein_coding
csrnp1b	ENSELUG00000003916	protein_coding
	ENSELUG00000027781	lncRNA
SCRG1	ENSELUG00000030804	protein_coding
	ENSELUG00000031265	protein_coding
rps6	ENSELUG00000018736	protein_coding
DMRTA1	ENSELUG00000009825	protein_coding
pacsin1b	ENSELUG00000020536	protein_coding
slc1a1	ENSELUG00000016268	protein_coding
MAFG	ENSELUG00000031752	protein_coding
ezrb	ENSELUG00000013589	protein_coding
	ENSELUG00000029680	protein_coding
smox	ENSELUG00000024529	protein_coding
hmgb2a	ENSELUG00000013293	protein_coding
	ENSELUG00000008655	protein_coding
GOLM1	ENSELUG00000002723	protein_coding
	ENSELUG00000032009	protein_coding
	ENSELUG00000027551	protein_coding
arl15b	ENSELUG00000005500	protein_coding
	ENSELUG00000003931	protein_coding
trim46b	ENSELUG00000008327	protein_coding
	ENSELUG00000009839	protein_coding
	ENSELUG00000031630	protein_coding
abca1a	ENSELUG00000019335	protein_coding
rbl2	ENSELUG00000017736	protein_coding
adcy8	ENSELUG00000018017	protein_coding
ppm1da	ENSELUG00000020823	protein_coding
	ENSELUG00000026598	lncRNA
	ENSELUG00000009928	protein_coding
	ENSELUG00000011740	protein_coding
csf3r	ENSELUG00000018455	protein_coding
	ENSELUG00000000769	protein_coding
sh3glb2a	ENSELUG00000001953	protein_coding
acadl	ENSELUG00000002558	protein_coding
pomp	ENSELUG00000008724	protein_coding
naa35	ENSELUG00000002742	protein_coding
slc35g2b	ENSELUG00000003938	protein_coding
SOX9	ENSELUG00000006230	protein_coding
appbp2	ENSELUG00000001435	protein_coding
nck1a	ENSELUG00000003948	protein_coding
	ENSELUG00000009375	protein_coding
zgc:109986	ENSELUG00000003420	protein_coding
	ENSELUG00000009372	protein_coding
si:dkey-37g12.1	ENSELUG00000024542	protein_coding
ints12	ENSELUG00000017146	protein_coding
pgap1	ENSELUG00000009323	protein_coding
erh	ENSELUG00000031266	protein_coding
cbx7a	ENSELUG00000007292	protein_coding
	ENSELUG00000003594	snoRNA
	ENSELUG00000029708	protein_coding
bdh1	ENSELUG00000003958	protein_coding
arhgef38	ENSELUG00000017188	protein_coding
snx18b	ENSELUG00000005515	protein_coding
	ENSELUG00000003597	snoRNA
zgc:101731	ENSELUG00000011700	protein_coding
cdc7	ENSELUG00000018969	protein_coding
ywhabl	ENSELUG00000003632	protein_coding
kdsr	ENSELUG00000017640	protein_coding
zgc:113149	ENSELUG00000011689	protein_coding
desi1a	ENSELUG00000007273	protein_coding
	ENSELUG00000005537	protein_coding
BAZ1A	ENSELUG00000003446	protein_coding
SPDEF	ENSELUG00000001273	protein_coding
gcc1	ENSELUG00000012435	protein_coding
zgc:171927	ENSELUG00000011680	protein_coding
ndufb4	ENSELUG00000008763	protein_coding
	ENSELUG00000032536	protein_coding
gyg1b	ENSELUG00000003979	protein_coding
ppa2	ENSELUG00000017225	protein_coding
	ENSELUG00000003752	protein_coding
ilrun	ENSELUG00000020501	protein_coding
dpm3	ENSELUG00000001608	protein_coding
maip1	ENSELUG00000009347	protein_coding
	ENSELUG00000031562	protein_coding
galnt7	ENSELUG00000013351	protein_coding
	ENSELUG00000007249	protein_coding
atp7b	ENSELUG00000001889	protein_coding
si:ch211-168d23.3	ENSELUG00000032967	protein_coding
timm50	ENSELUG00000011654	protein_coding
	ENSELUG00000013222	protein_coding
l3mbtl2	ENSELUG00000019986	protein_coding
nebl	ENSELUG00000017101	protein_coding
	ENSELUG00000018393	protein_coding
elavl2	ENSELUG00000010026	protein_coding
e4f1	ENSELUG00000000207	protein_coding
	ENSELUG00000026806	protein_coding
grhl2a	ENSELUG00000003646	protein_coding
dennd6b	ENSELUG00000012489	protein_coding
cfl2	ENSELUG00000003457	protein_coding
	ENSELUG00000028214	protein_coding
