Gene name	Gene stable ID	Gene type
GJD4	ENSELUG00000007977	protein_coding
fzd8b	ENSELUG00000007989	protein_coding
	ENSELUG00000022396	protein_coding
ap2m1b	ENSELUG00000006397	protein_coding
lpcat1	ENSELUG00000023925	protein_coding
KLF6	ENSELUG00000008002	protein_coding
	ENSELUG00000021203	protein_coding
cox4i2	ENSELUG00000010050	protein_coding
celf3a	ENSELUG00000006121	protein_coding
mrpl2	ENSELUG00000008017	protein_coding
apoea	ENSELUG00000000957	protein_coding
MFSD12	ENSELUG00000013866	protein_coding
	ENSELUG00000009698	protein_coding
metrnlb	ENSELUG00000015716	protein_coding
DPP9	ENSELUG00000020250	protein_coding
	ENSELUG00000029946	protein_coding
	ENSELUG00000027022	protein_coding
mrpl36	ENSELUG00000023945	protein_coding
	ENSELUG00000029904	protein_coding
ndufs6	ENSELUG00000001006	protein_coding
FAM110A	ENSELUG00000009881	protein_coding
ago2	ENSELUG00000019378	protein_coding
lrp2b	ENSELUG00000004836	protein_coding
csgalnact2	ENSELUG00000020693	protein_coding
	ENSELUG00000033305	protein_coding
tomm40l	ENSELUG00000022469	protein_coding
nsfl1c	ENSELUG00000009866	protein_coding
irx4b	ENSELUG00000023979	protein_coding
gsnb	ENSELUG00000028993	protein_coding
	ENSELUG00000015827	protein_coding
irx1b	ENSELUG00000024016	protein_coding
	ENSELUG00000025639	protein_coding
	ENSELUG00000015473	protein_coding
med10	ENSELUG00000024056	protein_coding
	ENSELUG00000027126	protein_coding
ndufb9	ENSELUG00000000694	protein_coding
nfic	ENSELUG00000013777	protein_coding
	ENSELUG00000026523	protein_coding
ube2ql1	ENSELUG00000024068	protein_coding
si:ch211-224l10.4	ENSELUG00000009795	protein_coding
cers2a	ENSELUG00000006172	protein_coding
zc4h2	ENSELUG00000004900	protein_coding
	ENSELUG00000029963	lncRNA
	ENSELUG00000026276	snoRNA
SNORD36	ENSELUG00000022994	snoRNA
	ENSELUG00000034140	lncRNA
	ENSELUG00000026165	lncRNA
	ENSELUG00000028882	lncRNA
cuedc2	ENSELUG00000004885	protein_coding
U3	ENSELUG00000030002	snoRNA
SNORD24	ENSELUG00000026078	snoRNA
	ENSELUG00000034092	lncRNA
	ENSELUG00000017674	protein_coding
	ENSELUG00000021797	protein_coding
	ENSELUG00000029339	miRNA
	ENSELUG00000032307	lncRNA
SNORD24	ENSELUG00000034042	snoRNA
dvl3b	ENSELUG00000006488	protein_coding
	ENSELUG00000026907	snoRNA
	ENSELUG00000032771	miRNA
	ENSELUG00000000702	protein_coding
SNORD36	ENSELUG00000000985	snoRNA
U3	ENSELUG00000024695	snoRNA
	ENSELUG00000018759	snoRNA
	ENSELUG00000029626	protein_coding
	ENSELUG00000029868	miRNA
	ENSELUG00000029967	protein_coding
	ENSELUG00000025046	protein_coding
	ENSELUG00000027771	snoRNA
U3	ENSELUG00000028532	snoRNA
gp9	ENSELUG00000017665	protein_coding
CARM1	ENSELUG00000015993	protein_coding
	ENSELUG00000006204	protein_coding
zbtb46	ENSELUG00000001920	protein_coding
	ENSELUG00000027172	protein_coding
PDGFA	ENSELUG00000000607	protein_coding
	ENSELUG00000012257	protein_coding
	ENSELUG00000027643	miRNA
RNF208	ENSELUG00000018565	protein_coding
HTR1B	ENSELUG00000013987	protein_coding
	ENSELUG00000031149	protein_coding
	ENSELUG00000000698	protein_coding
CACNG2	ENSELUG00000018749	protein_coding
	ENSELUG00000025388	snoRNA
med22	ENSELUG00000032822	protein_coding
syne2b	ENSELUG00000012111	protein_coding
	ENSELUG00000017698	protein_coding
pmelb	ENSELUG00000006726	protein_coding
churc1	ENSELUG00000014590	protein_coding
U3	ENSELUG00000024790	snoRNA
	ENSELUG00000017875	protein_coding
prl	ENSELUG00000022249	protein_coding
	ENSELUG00000027251	miRNA
RNF122	ENSELUG00000002338	protein_coding
GPATCH2L	ENSELUG00000000253	protein_coding
	ENSELUG00000031626	snoRNA
arhgap4a	ENSELUG00000010080	protein_coding
tdgf1	ENSELUG00000004699	protein_coding
baiap2l2a	ENSELUG00000010892	protein_coding
	ENSELUG00000033623	protein_coding
U3	ENSELUG00000031241	snoRNA
si:rp71-79p20.2	ENSELUG00000001919	protein_coding
zgc:64106	ENSELUG00000010012	protein_coding
prorp	ENSELUG00000005618	protein_coding
	ENSELUG00000006694	protein_coding
	ENSELUG00000029533	protein_coding
actr8	ENSELUG00000012239	protein_coding
si:ch73-233k15.2	ENSELUG00000018729	protein_coding
	ENSELUG00000034267	miRNA
cnbpa	ENSELUG00000017627	protein_coding
efcab11	ENSELUG00000017916	protein_coding
	ENSELUG00000030364	protein_coding
si:ch211-207e14.4	ENSELUG00000014039	protein_coding
	ENSELUG00000026270	protein_coding
tacr1b	ENSELUG00000004438	protein_coding
ttbk2b	ENSELUG00000014621	protein_coding
	ENSELUG00000030939	snoRNA
C9orf78	ENSELUG00000023032	protein_coding
DUSP3	ENSELUG00000022276	protein_coding
paqr3a	ENSELUG00000013818	protein_coding
avpr2aa	ENSELUG00000010021	protein_coding
	ENSELUG00000005563	protein_coding
	ENSELUG00000029896	lncRNA
	ENSELUG00000029375	lncRNA
IFT43	ENSELUG00000007156	protein_coding
	ENSELUG00000018709	protein_coding
esr2b	ENSELUG00000012140	protein_coding
prkar1b	ENSELUG00000016083	protein_coding
kcna1b	ENSELUG00000001102	protein_coding
si:ch211-194e18.2	ENSELUG00000003347	protein_coding
cs	ENSELUG00000003461	protein_coding
aqp3a	ENSELUG00000017757	protein_coding
U3	ENSELUG00000025051	snoRNA
nsun2	ENSELUG00000024082	protein_coding
	ENSELUG00000024856	miRNA
selenok	ENSELUG00000012194	protein_coding
fam50a	ENSELUG00000014019	protein_coding
	ENSELUG00000031918	protein_coding
	ENSELUG00000034338	snoRNA
	ENSELUG00000029396	IG_V_gene
ssr4	ENSELUG00000009981	protein_coding
PSMA6	ENSELUG00000005656	protein_coding
tgfb3	ENSELUG00000007196	protein_coding
elmsan1a	ENSELUG00000014652	protein_coding
	ENSELUG00000024393	IG_V_gene
KCNA5	ENSELUG00000011018	protein_coding
TUBA1B	ENSELUG00000006681	protein_coding
	ENSELUG00000001915	protein_coding
eif3d	ENSELUG00000018698	protein_coding
U3	ENSELUG00000027984	snoRNA
csgalnact1b	ENSELUG00000002345	protein_coding
mpp5a	ENSELUG00000023859	protein_coding
bmp2k	ENSELUG00000013888	protein_coding
	ENSELUG00000011044	protein_coding
pygb	ENSELUG00000017645	protein_coding
plat	ENSELUG00000009537	protein_coding
	ENSELUG00000025882	miRNA
	ENSELUG00000027054	protein_coding
	ENSELUG00000029349	protein_coding
dnajc11a	ENSELUG00000020680	protein_coding
tp73	ENSELUG00000005631	protein_coding
pvalb6	ENSELUG00000033708	protein_coding
	ENSELUG00000024878	snoRNA
U3	ENSELUG00000033581	snoRNA
tpgs2	ENSELUG00000030938	protein_coding
pitrm1	ENSELUG00000008111	protein_coding
cep170ab	ENSELUG00000003371	protein_coding
nkain4	ENSELUG00000001913	protein_coding
	ENSELUG00000034037	miRNA
	ENSELUG00000010817	protein_coding
	ENSELUG00000030726	protein_coding
	ENSELUG00000033719	IG_V_gene
nfkbia	ENSELUG00000000176	protein_coding
sec23ip	ENSELUG00000020764	protein_coding
	ENSELUG00000034620	IG_V_gene
ighv6-1	ENSELUG00000031268	IG_V_gene
etv7	ENSELUG00000020000	protein_coding
usp20	ENSELUG00000023171	protein_coding
col6a1	ENSELUG00000012467	protein_coding
	ENSELUG00000024320	IG_V_gene
CACNA1I	ENSELUG00000020162	protein_coding
tmed4	ENSELUG00000013982	protein_coding
	ENSELUG00000024306	protein_coding
birc7	ENSELUG00000001911	protein_coding
	ENSELUG00000001420	protein_coding
INSM2	ENSELUG00000005778	protein_coding
SNX14	ENSELUG00000013475	protein_coding
kcns3b	ENSELUG00000014664	protein_coding
	ENSELUG00000031730	IG_V_gene
slc5a1	ENSELUG00000018612	protein_coding
ube2t	ENSELUG00000001213	protein_coding
	ENSELUG00000013081	protein_coding
	ENSELUG00000024177	protein_coding
arhgef9b	ENSELUG00000004829	protein_coding
raf1a	ENSELUG00000017588	protein_coding
bcl11ab	ENSELUG00000001340	protein_coding
YTHDF1	ENSELUG00000001906	protein_coding
fkbp1ab	ENSELUG00000009735	protein_coding
	ENSELUG00000032706	IG_V_gene
	ENSELUG00000014721	protein_coding
jph2	ENSELUG00000006661	protein_coding
ccdc85al	ENSELUG00000003411	protein_coding
dohh	ENSELUG00000013668	protein_coding
sdcbp2	ENSELUG00000009535	protein_coding
	ENSELUG00000024262	protein_coding
plpbp	ENSELUG00000013963	protein_coding
pdgfbb	ENSELUG00000010769	protein_coding
	ENSELUG00000009796	protein_coding
ighv6-1	ENSELUG00000028444	IG_V_gene
large1	ENSELUG00000011100	protein_coding
tdp1	ENSELUG00000017964	protein_coding
clk2a	ENSELUG00000006243	protein_coding
	ENSELUG00000001904	miRNA
	ENSELUG00000031273	protein_coding
	ENSELUG00000030904	protein_coding
gdap1l1	ENSELUG00000006637	protein_coding
sstr3	ENSELUG00000018673	protein_coding
	ENSELUG00000034273	lncRNA
thraa	ENSELUG00000022367	protein_coding
idh3g	ENSELUG00000009956	protein_coding
fitm2	ENSELUG00000006611	protein_coding
ttll5	ENSELUG00000007250	protein_coding
r3hdml	ENSELUG00000006594	protein_coding
LGR6	ENSELUG00000020164	protein_coding
	ENSELUG00000033937	IG_V_gene
	ENSELUG00000004723	protein_coding
slc17a9b	ENSELUG00000001179	protein_coding
snrpg	ENSELUG00000013944	protein_coding
	ENSELUG00000028340	IG_V_gene
slc17a7a	ENSELUG00000013207	protein_coding
rac2	ENSELUG00000005502	protein_coding
	ENSELUG00000025816	protein_coding
CCNO	ENSELUG00000013902	protein_coding
usp13	ENSELUG00000004755	protein_coding
loxl3b	ENSELUG00000001995	protein_coding
sec23b	ENSELUG00000003444	protein_coding
MCIDAS	ENSELUG00000013917	protein_coding
	ENSELUG00000029300	IG_V_gene
snphb	ENSELUG00000009486	protein_coding
nol6	ENSELUG00000017818	protein_coding
	ENSELUG00000026972	IG_V_gene
rab14	ENSELUG00000009832	protein_coding
si:dkeyp-117b11.1	ENSELUG00000009557	protein_coding
zgc:123244	ENSELUG00000010725	protein_coding
CDC20B	ENSELUG00000025013	protein_coding
ighv6-1	ENSELUG00000033324	IG_V_gene
mtch2	ENSELUG00000021936	protein_coding
	ENSELUG00000025915	protein_coding
ntsr1	ENSELUG00000009446	protein_coding
	ENSELUG00000022538	protein_coding
	ENSELUG00000012210	protein_coding
	ENSELUG00000001020	IG_V_gene
hnf4a	ENSELUG00000006558	protein_coding
sema3b	ENSELUG00000012160	protein_coding
gpx8	ENSELUG00000013928	protein_coding
	ENSELUG00000024154	protein_coding
atp8b5a	ENSELUG00000022044	protein_coding
EIF2S1	ENSELUG00000023906	protein_coding
zgc:123244	ENSELUG00000032535	protein_coding
	ENSELUG00000032932	protein_coding
zgc:153722	ENSELUG00000020612	protein_coding
ighv6-1	ENSELUG00000028147	IG_V_gene
	ENSELUG00000009946	protein_coding
	ENSELUG00000031652	pseudogene
tbc1d22b	ENSELUG00000013919	protein_coding
gpr184	ENSELUG00000013456	protein_coding
COQ10A	ENSELUG00000003436	protein_coding
PRLHR	ENSELUG00000013452	protein_coding
	ENSELUG00000024108	protein_coding
PLPP1	ENSELUG00000002355	protein_coding
igfbp3	ENSELUG00000001928	protein_coding
	ENSELUG00000013958	protein_coding
pdgfd	ENSELUG00000011971	protein_coding
si:dkey-202l22.6	ENSELUG00000000496	protein_coding
	ENSELUG00000028315	IG_V_gene
SCGN	ENSELUG00000017772	protein_coding
slc29a1b	ENSELUG00000023415	protein_coding
slco4a1	ENSELUG00000009414	protein_coding
	ENSELUG00000020197	protein_coding
ighv13-2	ENSELUG00000024122	IG_V_gene
	ENSELUG00000016472	protein_coding
	ENSELUG00000023922	protein_coding
ighv6-1	ENSELUG00000032548	IG_V_gene
	ENSELUG00000013977	protein_coding
	ENSELUG00000029579	protein_coding
si:ch211-129c21.1	ENSELUG00000011868	protein_coding
	ENSELUG00000024143	protein_coding
ikbkg	ENSELUG00000020223	protein_coding
DNAAF5	ENSELUG00000016052	protein_coding
lin7b	ENSELUG00000005462	protein_coding
	ENSELUG00000030329	IG_V_gene
gid8	ENSELUG00000001894	protein_coding
cyth4a	ENSELUG00000018584	protein_coding
	ENSELUG00000024092	IG_V_gene
igfbp1a	ENSELUG00000001925	protein_coding
	ENSELUG00000031114	IG_V_gene
	ENSELUG00000028820	protein_coding
atp5fa1	ENSELUG00000002365	protein_coding
osbpl1a	ENSELUG00000013634	protein_coding
	ENSELUG00000033820	lncRNA
	ENSELUG00000032227	pseudogene
	ENSELUG00000031420	protein_coding
IGHV7-4-1	ENSELUG00000024090	protein_coding
	ENSELUG00000034392	lncRNA
susd1	ENSELUG00000014082	protein_coding
	ENSELUG00000029152	lncRNA
	ENSELUG00000032094	IG_V_gene
fam83fa	ENSELUG00000018573	protein_coding
	ENSELUG00000033638	lncRNA
	ENSELUG00000032114	IG_V_gene
sephs2	ENSELUG00000020249	protein_coding
nanos3	ENSELUG00000016082	protein_coding
	ENSELUG00000034560	protein_coding
tlr22	ENSELUG00000033008	protein_coding
grap2a	ENSELUG00000018564	protein_coding
	ENSELUG00000025800	IG_V_gene
ankrd52a	ENSELUG00000003403	protein_coding
	ENSELUG00000032592	IG_V_gene
	ENSELUG00000001917	protein_coding
zswim5	ENSELUG00000012433	protein_coding
	ENSELUG00000026626	IG_V_gene
DYNC2H1	ENSELUG00000000419	protein_coding
RS23	ENSELUG00000025078	protein_coding
CC2D1A	ENSELUG00000016141	protein_coding
	ENSELUG00000027157	IG_V_gene
c5	ENSELUG00000009867	protein_coding
dscaml1	ENSELUG00000013428	protein_coding
	ENSELUG00000032845	IG_V_gene
GDE1	ENSELUG00000016036	protein_coding
	ENSELUG00000009915	protein_coding
si:ch73-281f12.4	ENSELUG00000018544	protein_coding
	ENSELUG00000001009	protein_coding
cdc42	ENSELUG00000020515	protein_coding
	ENSELUG00000026336	IG_V_gene
	ENSELUG00000028016	protein_coding
fam3a	ENSELUG00000009930	protein_coding
	ENSELUG00000016019	protein_coding
	ENSELUG00000026653	protein_coding
	ENSELUG00000001890	protein_coding
ankrd6a	ENSELUG00000023935	protein_coding
	ENSELUG00000033297	protein_coding
	ENSELUG00000024039	protein_coding
cltcl1	ENSELUG00000009702	protein_coding
	ENSELUG00000033802	IG_V_gene
	ENSELUG00000031470	IG_V_gene
	ENSELUG00000029155	protein_coding
unm_sa1261	ENSELUG00000018517	protein_coding
ap4b1	ENSELUG00000020320	protein_coding
	ENSELUG00000031874	IG_V_gene
	ENSELUG00000032311	lncRNA
	ENSELUG00000031333	protein_coding
	ENSELUG00000000779	pseudogene
tmem44	ENSELUG00000024003	protein_coding
	ENSELUG00000033860	IG_V_gene
mri1	ENSELUG00000016174	protein_coding
	ENSELUG00000031384	lncRNA
	ENSELUG00000031103	protein_coding
rragd	ENSELUG00000023959	protein_coding
	ENSELUG00000027706	IG_V_gene
gsg1l	ENSELUG00000003460	protein_coding
trap1	ENSELUG00000015995	protein_coding
	ENSELUG00000029753	protein_coding
	ENSELUG00000018504	protein_coding
zgc:136864	ENSELUG00000016187	protein_coding
	ENSELUG00000024083	protein_coding
grin3bb	ENSELUG00000013335	protein_coding
	ENSELUG00000030829	protein_coding
	ENSELUG00000018479	protein_coding
	ENSELUG00000027305	protein_coding
lsg1	ENSELUG00000023973	protein_coding
si:ch211-196h16.12	ENSELUG00000029327	protein_coding
eif3i	ENSELUG00000018522	protein_coding
pxylp1	ENSELUG00000000536	protein_coding
tmc5	ENSELUG00000003489	protein_coding
	ENSELUG00000009332	miRNA
	ENSELUG00000034262	IG_V_gene
wdr18	ENSELUG00000013303	protein_coding
c6ast1	ENSELUG00000022020	protein_coding
mir1-1	ENSELUG00000001135	miRNA
mrc1b	ENSELUG00000029154	protein_coding
	ENSELUG00000027748	protein_coding
	ENSELUG00000024013	protein_coding
	ENSELUG00000025274	lncRNA
gata5	ENSELUG00000009306	protein_coding
phf8	ENSELUG00000009858	protein_coding
	ENSELUG00000016247	protein_coding
	ENSELUG00000033674	IG_V_gene
gabrr2a	ENSELUG00000023989	protein_coding
	ENSELUG00000030723	IG_V_gene
slc25a36b	ENSELUG00000014542	protein_coding
si:ch211-1a19.3	ENSELUG00000013279	protein_coding
	ENSELUG00000032308	protein_coding
kcnma1a	ENSELUG00000023215	protein_coding
	ENSELUG00000031871	IG_V_gene
	ENSELUG00000018459	protein_coding
rbbp8l	ENSELUG00000009279	protein_coding
	ENSELUG00000024873	IG_V_gene
	ENSELUG00000020459	protein_coding
si:ch211-197g15.6	ENSELUG00000013242	protein_coding
ptges	ENSELUG00000023193	protein_coding
	ENSELUG00000002602	protein_coding
	ENSELUG00000031639	IG_V_gene
txlna	ENSELUG00000000795	protein_coding
	ENSELUG00000002589	protein_coding
	ENSELUG00000001160	protein_coding
ndufb10	ENSELUG00000027336	protein_coding
	ENSELUG00000029055	IG_V_gene
SLC4A5	ENSELUG00000004546	protein_coding
cfap126	ENSELUG00000000891	protein_coding
	ENSELUG00000028640	protein_coding
ndufb5	ENSELUG00000004635	protein_coding
U6	ENSELUG00000025902	snRNA
	ENSELUG00000027929	protein_coding
ccnq	ENSELUG00000030631	protein_coding
spsb4a	ENSELUG00000014517	protein_coding
	ENSELUG00000027860	IG_V_gene
	ENSELUG00000027391	protein_coding
	ENSELUG00000013202	protein_coding
	ENSELUG00000028370	protein_coding
	ENSELUG00000033315	protein_coding
	ENSELUG00000017806	protein_coding
dnah12	ENSELUG00000001888	protein_coding
	ENSELUG00000030388	protein_coding
mrpl47	ENSELUG00000004619	protein_coding
	ENSELUG00000018412	protein_coding
GARNL3	ENSELUG00000023286	protein_coding
	ENSELUG00000032025	IG_V_gene
	ENSELUG00000017799	protein_coding
elovl8a	ENSELUG00000012372	protein_coding
gsg1l2a	ENSELUG00000018408	protein_coding
chd4a	ENSELUG00000021276	protein_coding
	ENSELUG00000030753	IG_V_gene
aplnr2	ENSELUG00000022102	protein_coding
rps2	ENSELUG00000007417	protein_coding
	ENSELUG00000032747	IG_V_gene
syne3	ENSELUG00000024170	protein_coding
mipep	ENSELUG00000018354	protein_coding
fam43a	ENSELUG00000023932	protein_coding
cd59	ENSELUG00000033184	protein_coding
prmt1	ENSELUG00000005407	protein_coding
	ENSELUG00000013176	protein_coding
U2	ENSELUG00000017784	snRNA
rcvrna	ENSELUG00000018388	protein_coding
U2	ENSELUG00000017778	snRNA
zpax1	ENSELUG00000014772	protein_coding
xxylt1	ENSELUG00000023918	protein_coding
actl6a	ENSELUG00000004543	protein_coding
	ENSELUG00000029228	lncRNA
U6	ENSELUG00000026542	snRNA
atp2b3b	ENSELUG00000034231	protein_coding
U5	ENSELUG00000027572	snRNA
aldh3b1	ENSELUG00000023942	protein_coding
U6	ENSELUG00000030396	snRNA
clmn	ENSELUG00000001021	protein_coding
srsf11	ENSELUG00000023887	protein_coding
U5	ENSELUG00000033496	snRNA
arrdc2	ENSELUG00000013152	protein_coding
CLSTN2	ENSELUG00000000534	protein_coding
	ENSELUG00000034012	lncRNA
U6	ENSELUG00000033487	snRNA
U2	ENSELUG00000032645	snRNA
cacna2d2b	ENSELUG00000009794	protein_coding
fbxo3	ENSELUG00000022186	protein_coding
	ENSELUG00000014178	protein_coding
U5	ENSELUG00000031980	snRNA
gas7a	ENSELUG00000000778	protein_coding
iqgap1	ENSELUG00000002892	protein_coding
U6	ENSELUG00000027659	snRNA
	ENSELUG00000012337	protein_coding
U2	ENSELUG00000031635	snRNA
U5	ENSELUG00000033031	snRNA
U6	ENSELUG00000034386	snRNA
	ENSELUG00000012317	protein_coding
U2	ENSELUG00000033495	snRNA
toe1	ENSELUG00000012307	protein_coding
U5	ENSELUG00000026873	snRNA
U6	ENSELUG00000033560	snRNA
	ENSELUG00000001891	protein_coding
U2	ENSELUG00000030146	snRNA
U5	ENSELUG00000032410	snRNA
	ENSELUG00000013106	protein_coding
gnb4b	ENSELUG00000004506	protein_coding
U6	ENSELUG00000033758	snRNA
U2	ENSELUG00000032034	snRNA
tesk2	ENSELUG00000012284	protein_coding
U5	ENSELUG00000033631	snRNA
uba52	ENSELUG00000026275	protein_coding
U6	ENSELUG00000028355	snRNA
ivns1abpb	ENSELUG00000012365	protein_coding
U2	ENSELUG00000026189	snRNA
U5	ENSELUG00000025428	snRNA
rnf165b	ENSELUG00000002377	protein_coding
	ENSELUG00000011635	protein_coding
U6	ENSELUG00000031180	snRNA
dicer1	ENSELUG00000024317	protein_coding
U2	ENSELUG00000027113	snRNA
U5	ENSELUG00000030087	snRNA
homer3b	ENSELUG00000013029	protein_coding
	ENSELUG00000011616	protein_coding
tbl3	ENSELUG00000007394	protein_coding
U6	ENSELUG00000026440	snRNA
	ENSELUG00000005844	protein_coding
tal2	ENSELUG00000001638	protein_coding
	ENSELUG00000026296	protein_coding
U2	ENSELUG00000027766	snRNA
ankrd13c	ENSELUG00000023870	protein_coding
loxhd1b	ENSELUG00000002386	protein_coding
U5	ENSELUG00000025734	snRNA
U6	ENSELUG00000032805	snRNA
U2	ENSELUG00000029991	snRNA
zgc:152968	ENSELUG00000014272	protein_coding
	ENSELUG00000031404	lncRNA
U5	ENSELUG00000029665	snRNA
hck	ENSELUG00000009250	protein_coding
	ENSELUG00000017845	protein_coding
U6	ENSELUG00000031946	snRNA
fzd4	ENSELUG00000011578	protein_coding
tent4a	ENSELUG00000024141	protein_coding
U2	ENSELUG00000028688	snRNA
tox4a	ENSELUG00000004214	protein_coding
kpna6	ENSELUG00000018566	protein_coding
U5	ENSELUG00000028266	snRNA
TMC7	ENSELUG00000001120	protein_coding
ddx49	ENSELUG00000012963	protein_coding
U6	ENSELUG00000026181	snRNA
RAB38	ENSELUG00000011561	protein_coding
U2	ENSELUG00000030841	snRNA
U5	ENSELUG00000032817	snRNA
U6	ENSELUG00000031737	snRNA
ctsc	ENSELUG00000011548	protein_coding
U2	ENSELUG00000029856	snRNA
U5	ENSELUG00000031275	snRNA
U6	ENSELUG00000034595	snRNA
	ENSELUG00000004195	protein_coding
U2	ENSELUG00000025069	snRNA
rims2b	ENSELUG00000033424	protein_coding
	ENSELUG00000029696	protein_coding
slc25a32a	ENSELUG00000014643	protein_coding
khsrp	ENSELUG00000016310	protein_coding
casq1a	ENSELUG00000004172	protein_coding
cthrc1a	ENSELUG00000014657	protein_coding
UPF1	ENSELUG00000012916	protein_coding
tmem53	ENSELUG00000012246	protein_coding
RL37	ENSELUG00000034681	protein_coding
terb2	ENSELUG00000017770	protein_coding
RAB27B	ENSELUG00000031156	protein_coding
adcy2b	ENSELUG00000024210	protein_coding
rnf2	ENSELUG00000012310	protein_coding
sord	ENSELUG00000017847	protein_coding
mc5ra	ENSELUG00000014671	protein_coding
ptger4a	ENSELUG00000002394	protein_coding
	ENSELUG00000026757	protein_coding
	ENSELUG00000014364	protein_coding
mrps27	ENSELUG00000002400	protein_coding
ttpal	ENSELUG00000006513	protein_coding
rnmt	ENSELUG00000000539	protein_coding
rnf220a	ENSELUG00000012221	protein_coding
	ENSELUG00000014400	protein_coding
syt13	ENSELUG00000022205	protein_coding
grm5b	ENSELUG00000000414	protein_coding
mfn1b	ENSELUG00000004472	protein_coding
si:dkey-34e4.1	ENSELUG00000023339	protein_coding
pkig	ENSELUG00000006496	protein_coding
dcaf15	ENSELUG00000016361	protein_coding
fam210aa	ENSELUG00000014730	protein_coding
	ENSELUG00000000952	protein_coding
niban1b	ENSELUG00000012288	protein_coding
syncripl	ENSELUG00000013519	protein_coding
ldlrad4a	ENSELUG00000014757	protein_coding
alx4a	ENSELUG00000009456	protein_coding
znf408	ENSELUG00000022222	protein_coding
ada	ENSELUG00000006483	protein_coding
	ENSELUG00000031601	lncRNA
fhl1	ENSELUG00000003783	protein_coding
mfsd4ab	ENSELUG00000000895	protein_coding
seh1l	ENSELUG00000014796	protein_coding
cthl	ENSELUG00000023794	protein_coding
PGPEP1	ENSELUG00000025651	protein_coding
apba2b	ENSELUG00000017912	protein_coding
dcaf8	ENSELUG00000004151	protein_coding
znf366	ENSELUG00000002403	protein_coding
clpp	ENSELUG00000023874	protein_coding
ext2	ENSELUG00000009497	protein_coding
LSM1	ENSELUG00000023374	protein_coding
lsm4	ENSELUG00000012821	protein_coding
map7d3	ENSELUG00000003756	protein_coding
	ENSELUG00000012243	protein_coding
DUSP26	ENSELUG00000023416	protein_coding
rab3ab	ENSELUG00000012788	protein_coding
	ENSELUG00000004132	protein_coding
zgc:158260	ENSELUG00000014435	protein_coding
RNF122	ENSELUG00000023451	protein_coding
	ENSELUG00000031380	protein_coding
f2	ENSELUG00000022267	protein_coding
si:dkey-204f11.64	ENSELUG00000033767	protein_coding
	ENSELUG00000002407	protein_coding
ppiab	ENSELUG00000023495	protein_coding
JUND	ENSELUG00000012800	protein_coding
zgc:92287	ENSELUG00000020378	protein_coding
nomo	ENSELUG00000003562	protein_coding
MPV17L2	ENSELUG00000012773	protein_coding
ptpn2b	ENSELUG00000014841	protein_coding
rfx1b	ENSELUG00000001108	protein_coding
smyd1b	ENSELUG00000002415	protein_coding
scarb2a	ENSELUG00000014501	protein_coding
kifap3b	ENSELUG00000012102	protein_coding
wdr90	ENSELUG00000009613	protein_coding
psmg2	ENSELUG00000014908	protein_coding
apol1	ENSELUG00000004105	protein_coding
	ENSELUG00000001483	snoRNA
	ENSELUG00000034309	protein_coding
	ENSELUG00000012692	protein_coding
	ENSELUG00000023461	snoRNA
si:dkey-78k11.9	ENSELUG00000032073	protein_coding
haus7	ENSELUG00000020424	protein_coding
	ENSELUG00000014944	protein_coding
ccn5	ENSELUG00000006428	protein_coding
zmiz2	ENSELUG00000023615	protein_coding
zgc:66427	ENSELUG00000004094	protein_coding
PNMT	ENSELUG00000006722	protein_coding
	ENSELUG00000032032	miRNA
	ENSELUG00000030300	protein_coding
ncaldb	ENSELUG00000028221	protein_coding
	ENSELUG00000025382	protein_coding
	ENSELUG00000020326	protein_coding
si:dkey-78k11.9	ENSELUG00000028739	protein_coding
klf17	ENSELUG00000000443	protein_coding
PPEF2	ENSELUG00000014522	protein_coding
si:ch211-284o19.8	ENSELUG00000004008	protein_coding
carm1	ENSELUG00000023839	protein_coding
neurod2	ENSELUG00000006703	protein_coding
	ENSELUG00000034624	protein_coding
	ENSELUG00000029757	lncRNA
med1	ENSELUG00000006631	protein_coding
	ENSELUG00000029774	protein_coding
grhl2b	ENSELUG00000014990	protein_coding
rln3b	ENSELUG00000027504	protein_coding
pfkfb1	ENSELUG00000006386	protein_coding
slc6a9	ENSELUG00000000439	protein_coding
lipea	ENSELUG00000022575	protein_coding
TNPO2	ENSELUG00000016542	protein_coding
parp2	ENSELUG00000004067	protein_coding
si:dkeyp-11e3.1	ENSELUG00000003688	protein_coding
lzts3b	ENSELUG00000002420	protein_coding
sco1	ENSELUG00000018342	protein_coding
	ENSELUG00000032118	lncRNA
abcc5	ENSELUG00000006569	protein_coding
cd40lg	ENSELUG00000003682	protein_coding
pm20d1.2	ENSELUG00000001153	protein_coding
nim1k	ENSELUG00000002427	protein_coding
creb3l3l	ENSELUG00000002440	protein_coding
si:ch211-191a24.4	ENSELUG00000001540	protein_coding
ywhah	ENSELUG00000018622	protein_coding
tmem220	ENSELUG00000029750	protein_coding
gadd45g	ENSELUG00000002447	protein_coding
arsk	ENSELUG00000000723	protein_coding
C8orf82	ENSELUG00000024516	protein_coding
	ENSELUG00000017401	protein_coding
slc9a3.1	ENSELUG00000022644	protein_coding
braf	ENSELUG00000011217	protein_coding
crebbpb	ENSELUG00000015929	protein_coding
naprt	ENSELUG00000024499	protein_coding
MAP2K4	ENSELUG00000018299	protein_coding
