Gene name	Gene stable ID	Gene type
SH2B2	ENSLOCG00000001510	protein_coding
	ENSLOCG00000001511	protein_coding
ighmbp2	ENSLOCG00000001512	protein_coding
EIF4ENIF1	ENSLOCG00000001513	protein_coding
mrpl3	ENSLOCG00000001514	protein_coding
pacs1a	ENSLOCG00000001515	protein_coding
tprb	ENSLOCG00000001516	protein_coding
	ENSLOCG00000001517	protein_coding
ncbp2	ENSLOCG00000001518	protein_coding
pik3r2	ENSLOCG00000001519	protein_coding
	ENSLOCG00000001520	protein_coding
si:dkey-183c6.8	ENSLOCG00000001521	protein_coding
man1b1b	ENSLOCG00000001522	protein_coding
ankrd29	ENSLOCG00000001523	protein_coding
ppcs	ENSLOCG00000001524	protein_coding
TMEM233	ENSLOCG00000001525	protein_coding
pih1d2	ENSLOCG00000001526	protein_coding
	ENSLOCG00000001527	protein_coding
syt12	ENSLOCG00000001528	protein_coding
SENP5	ENSLOCG00000001529	protein_coding
ttyh3a	ENSLOCG00000001530	protein_coding
cux1a	ENSLOCG00000001531	protein_coding
npc1	ENSLOCG00000001532	protein_coding
prkab1b	ENSLOCG00000001533	protein_coding
	ENSLOCG00000001534	protein_coding
creg2	ENSLOCG00000001535	protein_coding
lypd6b	ENSLOCG00000001536	protein_coding
	ENSLOCG00000001537	protein_coding
ZMYND12	ENSLOCG00000001538	protein_coding
mob2a	ENSLOCG00000001539	protein_coding
zgc:162339	ENSLOCG00000001540	protein_coding
zdhhc24	ENSLOCG00000001541	protein_coding
	ENSLOCG00000001542	protein_coding
fam81b	ENSLOCG00000001543	protein_coding
si:dkey-61l1.4	ENSLOCG00000001544	protein_coding
nek11	ENSLOCG00000001545	protein_coding
lypd6	ENSLOCG00000001546	protein_coding
SPEF1	ENSLOCG00000001547	protein_coding
pcp4a	ENSLOCG00000001548	protein_coding
mgat4a	ENSLOCG00000001549	protein_coding
tmem38a	ENSLOCG00000001550	protein_coding
PDPR	ENSLOCG00000001551	protein_coding
prex1	ENSLOCG00000001552	protein_coding
odr4	ENSLOCG00000001553	protein_coding
anos1b	ENSLOCG00000001554	protein_coding
	ENSLOCG00000001555	protein_coding
	ENSLOCG00000001556	protein_coding
mctp1b	ENSLOCG00000001557	protein_coding
pdgfaa	ENSLOCG00000001558	protein_coding
cadm3	ENSLOCG00000001559	protein_coding
ubash3ba	ENSLOCG00000001560	protein_coding
zgc:92335	ENSLOCG00000001561	protein_coding
rimkla	ENSLOCG00000001562	protein_coding
adgrb2	ENSLOCG00000001563	protein_coding
cita	ENSLOCG00000001564	protein_coding
ASTE1	ENSLOCG00000001565	protein_coding
MED26	ENSLOCG00000001566	protein_coding
dusp8a	ENSLOCG00000001567	protein_coding
	ENSLOCG00000001568	protein_coding
	ENSLOCG00000001569	protein_coding
prkd4	ENSLOCG00000001570	protein_coding
sh3bgr	ENSLOCG00000001571	protein_coding
prkar1b	ENSLOCG00000001572	protein_coding
rnd3b	ENSLOCG00000001573	protein_coding
atp2c1	ENSLOCG00000001574	protein_coding
FOXJ3	ENSLOCG00000001575	protein_coding
slc35e1	ENSLOCG00000001576	protein_coding
ptpn5	ENSLOCG00000001577	protein_coding
COL26A1	ENSLOCG00000001578	protein_coding
CLEC18A	ENSLOCG00000001579	protein_coding
	ENSLOCG00000001580	protein_coding
	ENSLOCG00000001581	protein_coding
	ENSLOCG00000001582	protein_coding
	ENSLOCG00000001583	protein_coding
cacna1ba	ENSLOCG00000001584	protein_coding
pdcb	ENSLOCG00000001585	protein_coding
si:ch211-262h13.5	ENSLOCG00000001586	protein_coding
pus7l	ENSLOCG00000001587	protein_coding
actn3a	ENSLOCG00000001588	protein_coding
	ENSLOCG00000001589	protein_coding
	ENSLOCG00000001590	protein_coding
GET1	ENSLOCG00000001591	protein_coding
	ENSLOCG00000001592	protein_coding
C20orf27	ENSLOCG00000001593	protein_coding
	ENSLOCG00000001594	protein_coding
	ENSLOCG00000001595	protein_coding
mmp28	ENSLOCG00000001596	protein_coding
ptgs2b	ENSLOCG00000001597	protein_coding
NMI	ENSLOCG00000001598	protein_coding
kcnq2a	ENSLOCG00000001599	protein_coding
AHSG	ENSLOCG00000001600	protein_coding
slf1	ENSLOCG00000001601	protein_coding
vax2	ENSLOCG00000001602	protein_coding
mpz	ENSLOCG00000001603	protein_coding
unc50	ENSLOCG00000001604	protein_coding
	ENSLOCG00000001605	protein_coding
DNAAF5	ENSLOCG00000001606	protein_coding
	ENSLOCG00000001607	protein_coding
brwd1	ENSLOCG00000001608	protein_coding
	ENSLOCG00000001609	protein_coding
sb:cb37	ENSLOCG00000001610	protein_coding
ptp4a2b	ENSLOCG00000001611	protein_coding
	ENSLOCG00000001612	protein_coding
rmc1	ENSLOCG00000001613	protein_coding
prdm2b	ENSLOCG00000001614	protein_coding
taf15	ENSLOCG00000001615	protein_coding
	ENSLOCG00000001616	protein_coding
KIAA0825	ENSLOCG00000001617	protein_coding
bicdl1	ENSLOCG00000001618	protein_coding
pla2g4aa	ENSLOCG00000001619	protein_coding
irak4	ENSLOCG00000001620	protein_coding
	ENSLOCG00000001621	protein_coding
pik3r4	ENSLOCG00000001622	protein_coding
	ENSLOCG00000001623	protein_coding
col8a2	ENSLOCG00000001624	protein_coding
sun1	ENSLOCG00000001625	protein_coding
	ENSLOCG00000001626	protein_coding
osbpl5	ENSLOCG00000001627	protein_coding
hps3	ENSLOCG00000001628	protein_coding
fam172a	ENSLOCG00000001629	protein_coding
UBXN4	ENSLOCG00000001630	protein_coding
	ENSLOCG00000001631	protein_coding
uraha	ENSLOCG00000001632	protein_coding
si:ch73-1a9.4	ENSLOCG00000001633	protein_coding
	ENSLOCG00000001634	protein_coding
chrna4a	ENSLOCG00000001635	protein_coding
trappc3	ENSLOCG00000001636	protein_coding
rab35b	ENSLOCG00000001637	protein_coding
twf1b	ENSLOCG00000001638	protein_coding
coa5	ENSLOCG00000001639	protein_coding
porb	ENSLOCG00000001640	protein_coding
r3hdm1	ENSLOCG00000001641	protein_coding
arpc5a	ENSLOCG00000001642	protein_coding
tex261	ENSLOCG00000001643	protein_coding
si:dkey-57k2.7	ENSLOCG00000001644	protein_coding
pdcd5	ENSLOCG00000001645	protein_coding
six7	ENSLOCG00000001646	protein_coding
angpt2b	ENSLOCG00000001647	protein_coding
cp	ENSLOCG00000001648	protein_coding
TNFRSF19	ENSLOCG00000001649	protein_coding
COL6A6	ENSLOCG00000001650	protein_coding
	ENSLOCG00000001651	protein_coding
riok3	ENSLOCG00000001652	protein_coding
si:dkey-205h13.1	ENSLOCG00000001653	protein_coding
ankrd27	ENSLOCG00000001654	protein_coding
b4gat1	ENSLOCG00000001655	protein_coding
hmcn1	ENSLOCG00000001656	protein_coding
si:ch211-1o7.2	ENSLOCG00000001657	protein_coding
	ENSLOCG00000001658	protein_coding
zgpat	ENSLOCG00000001659	protein_coding
slc19a2	ENSLOCG00000001660	protein_coding
si:ch73-60h1.1	ENSLOCG00000001661	protein_coding
slc22a18	ENSLOCG00000001662	protein_coding
nr2f1a	ENSLOCG00000001663	protein_coding
	ENSLOCG00000001664	protein_coding
ehmt1b	ENSLOCG00000001665	protein_coding
get4	ENSLOCG00000001666	protein_coding
tmem120a	ENSLOCG00000001667	protein_coding
	ENSLOCG00000001668	protein_coding
zmp:0000000662	ENSLOCG00000001669	protein_coding
nit1	ENSLOCG00000001670	protein_coding
	ENSLOCG00000001671	protein_coding
tmem117	ENSLOCG00000001672	protein_coding
zranb3	ENSLOCG00000001673	protein_coding
si:dkey-205h13.2	ENSLOCG00000001674	protein_coding
f5	ENSLOCG00000001675	protein_coding
csmd2	ENSLOCG00000001676	protein_coding
arfrp1	ENSLOCG00000001677	protein_coding
	ENSLOCG00000001678	protein_coding
nap1l4b	ENSLOCG00000001679	protein_coding
	ENSLOCG00000001680	protein_coding
efna2a	ENSLOCG00000001681	protein_coding
sacs	ENSLOCG00000001682	protein_coding
rplp0	ENSLOCG00000001683	protein_coding
	ENSLOCG00000001684	protein_coding
usp48	ENSLOCG00000001685	protein_coding
tm4sf18	ENSLOCG00000001686	protein_coding
	ENSLOCG00000001687	protein_coding
TNFRSF6B	ENSLOCG00000001688	protein_coding
si:ch211-262i1.6	ENSLOCG00000001689	protein_coding
tdrd12	ENSLOCG00000001690	protein_coding
	ENSLOCG00000001691	protein_coding
styxl1	ENSLOCG00000001692	protein_coding
	ENSLOCG00000001693	protein_coding
arrdc1b	ENSLOCG00000001694	protein_coding
	ENSLOCG00000001695	protein_coding
	ENSLOCG00000001696	protein_coding
	ENSLOCG00000001697	protein_coding
arrdc3a	ENSLOCG00000001698	protein_coding
mdh2	ENSLOCG00000001699	protein_coding
rtel1	ENSLOCG00000001700	protein_coding
rab3gap1	ENSLOCG00000001701	protein_coding
ptbp1b	ENSLOCG00000001702	protein_coding
	ENSLOCG00000001703	protein_coding
nudt19	ENSLOCG00000001704	protein_coding
sgcg	ENSLOCG00000001705	protein_coding
	ENSLOCG00000001706	protein_coding
	ENSLOCG00000001707	protein_coding
	ENSLOCG00000001708	protein_coding
	ENSLOCG00000001709	protein_coding
SLC9A3R2	ENSLOCG00000001710	protein_coding
	ENSLOCG00000001711	protein_coding
cars1	ENSLOCG00000001712	protein_coding
	ENSLOCG00000001713	protein_coding
slc7a9	ENSLOCG00000001714	protein_coding
cables1	ENSLOCG00000001715	protein_coding
adgrv1	ENSLOCG00000001716	protein_coding
stmn3	ENSLOCG00000001717	protein_coding
cpxm1a	ENSLOCG00000001718	protein_coding
ctu1	ENSLOCG00000001719	protein_coding
gas2l2	ENSLOCG00000001720	protein_coding
nelfb	ENSLOCG00000001721	protein_coding
ADAP1	ENSLOCG00000001722	protein_coding
rarres3l	ENSLOCG00000001723	protein_coding
atg3	ENSLOCG00000001724	protein_coding
	ENSLOCG00000001725	protein_coding
pef1	ENSLOCG00000001726	protein_coding
	ENSLOCG00000001727	protein_coding
CEP89	ENSLOCG00000001728	protein_coding
tm4sf4	ENSLOCG00000001729	protein_coding
FGF9	ENSLOCG00000001730	protein_coding
ivns1abpb	ENSLOCG00000001731	protein_coding
	ENSLOCG00000001732	protein_coding
RBBP8	ENSLOCG00000001733	protein_coding
scarb1	ENSLOCG00000001734	protein_coding
si:dkey-175m17.6	ENSLOCG00000001735	protein_coding
cx39.4	ENSLOCG00000001736	protein_coding
si:ch211-262i1.4	ENSLOCG00000001737	protein_coding
	ENSLOCG00000001738	protein_coding
slc35a5	ENSLOCG00000001739	protein_coding
cpt1aa	ENSLOCG00000001740	protein_coding
GMEB2	ENSLOCG00000001741	protein_coding
RASL10B	ENSLOCG00000001742	protein_coding
	ENSLOCG00000001743	protein_coding
cox19	ENSLOCG00000001744	protein_coding
dctn1a	ENSLOCG00000001745	protein_coding
	ENSLOCG00000001746	protein_coding
micu2	ENSLOCG00000001747	protein_coding
si:ch211-282j22.3	ENSLOCG00000001748	protein_coding
swt1	ENSLOCG00000001749	protein_coding
map3k19	ENSLOCG00000001750	protein_coding
	ENSLOCG00000001751	protein_coding
tbcela	ENSLOCG00000001752	protein_coding
palm1b	ENSLOCG00000001753	protein_coding
dlgap3	ENSLOCG00000001754	protein_coding
	ENSLOCG00000001755	protein_coding
ap2b1	ENSLOCG00000001756	protein_coding
ldlrad2	ENSLOCG00000001757	protein_coding
rnps1	ENSLOCG00000001758	protein_coding
wwtr1	ENSLOCG00000001759	protein_coding
zdhhc20a	ENSLOCG00000001760	protein_coding
faap24	ENSLOCG00000001761	protein_coding
	ENSLOCG00000001762	protein_coding
mark2b	ENSLOCG00000001763	protein_coding
ccnt2a	ENSLOCG00000001764	protein_coding
tecta	ENSLOCG00000001765	protein_coding
	ENSLOCG00000001766	protein_coding
	ENSLOCG00000001767	protein_coding
dhx37	ENSLOCG00000001768	protein_coding
ccdc80	ENSLOCG00000001769	protein_coding
helz2	ENSLOCG00000001770	protein_coding
slc31a2	ENSLOCG00000001771	protein_coding
rhpn2	ENSLOCG00000001772	protein_coding
slc51a	ENSLOCG00000001773	protein_coding
rnf13	ENSLOCG00000001774	protein_coding
gata6	ENSLOCG00000001775	protein_coding
plppr3b	ENSLOCG00000001776	protein_coding
lig1	ENSLOCG00000001777	protein_coding
hspg2	ENSLOCG00000001778	protein_coding
gale	ENSLOCG00000001779	protein_coding
niban2a	ENSLOCG00000001780	protein_coding
trmt1l	ENSLOCG00000001781	protein_coding
lysmd3	ENSLOCG00000001782	protein_coding
mib1	ENSLOCG00000001783	protein_coding
pdk3a	ENSLOCG00000001784	protein_coding
dipk2b	ENSLOCG00000001785	protein_coding
si:ch211-236l14.4	ENSLOCG00000001786	protein_coding
acmsd	ENSLOCG00000001787	protein_coding
	ENSLOCG00000001788	protein_coding
capn7	ENSLOCG00000001789	protein_coding
ccn5	ENSLOCG00000001790	protein_coding
RAB26	ENSLOCG00000001791	protein_coding
hmgcl	ENSLOCG00000001792	protein_coding
zgc:63587	ENSLOCG00000001793	protein_coding
pfn2l	ENSLOCG00000001794	protein_coding
	ENSLOCG00000001795	protein_coding
si:ch211-265g22.4	ENSLOCG00000001796	protein_coding
pex12	ENSLOCG00000001797	protein_coding
stxbp1a	ENSLOCG00000001798	protein_coding
fam113	ENSLOCG00000001799	protein_coding
gpatch1	ENSLOCG00000001800	protein_coding
sik3	ENSLOCG00000001801	protein_coding
kdm6a	ENSLOCG00000001802	protein_coding
rcor2	ENSLOCG00000001803	protein_coding
lmf1	ENSLOCG00000001804	protein_coding
FNDC11	ENSLOCG00000001805	protein_coding
igf2b	ENSLOCG00000001806	protein_coding
fuca1.2	ENSLOCG00000001807	protein_coding
med16	ENSLOCG00000001808	protein_coding
rnf2	ENSLOCG00000001809	protein_coding
TSC22D2	ENSLOCG00000001810	protein_coding
mblac2	ENSLOCG00000001811	protein_coding
tmem163b	ENSLOCG00000001812	protein_coding
	ENSLOCG00000001813	protein_coding
adam19a	ENSLOCG00000001814	protein_coding
orai2	ENSLOCG00000001815	protein_coding
sh3bp5b	ENSLOCG00000001816	protein_coding
stk35l	ENSLOCG00000001817	protein_coding
pcyt1bb	ENSLOCG00000001818	protein_coding
cetn3	ENSLOCG00000001819	protein_coding
sox8a	ENSLOCG00000001820	protein_coding
bckdk	ENSLOCG00000001821	protein_coding
serp1	ENSLOCG00000001822	protein_coding
niban1a	ENSLOCG00000001823	protein_coding
	ENSLOCG00000001824	protein_coding
mrpl23	ENSLOCG00000001825	protein_coding
mgat5	ENSLOCG00000001826	protein_coding
pdyn	ENSLOCG00000001827	protein_coding
tmem259	ENSLOCG00000001828	protein_coding
cdc45	ENSLOCG00000001829	protein_coding
naa40	ENSLOCG00000001830	protein_coding
eif2a	ENSLOCG00000001831	protein_coding
	ENSLOCG00000001832	protein_coding
mef2ca	ENSLOCG00000001833	protein_coding
th	ENSLOCG00000001834	protein_coding
mettl6	ENSLOCG00000001835	protein_coding
pola1	ENSLOCG00000001836	protein_coding
zbtb8a	ENSLOCG00000001837	protein_coding
pafah1b2	ENSLOCG00000001838	protein_coding
si:dkey-97a13.6	ENSLOCG00000001839	protein_coding
pemt	ENSLOCG00000001840	protein_coding
	ENSLOCG00000001841	protein_coding
lrwd1	ENSLOCG00000001842	protein_coding
	ENSLOCG00000001843	protein_coding
	ENSLOCG00000001844	protein_coding
	ENSLOCG00000001845	protein_coding
selenot1a	ENSLOCG00000001846	protein_coding
grin3bb	ENSLOCG00000001847	protein_coding
	ENSLOCG00000001848	protein_coding
ufd1l	ENSLOCG00000001849	protein_coding
kifap3b	ENSLOCG00000001850	protein_coding
whrna	ENSLOCG00000001851	protein_coding
sidt2	ENSLOCG00000001852	protein_coding
heyl	ENSLOCG00000001853	protein_coding
	ENSLOCG00000001854	protein_coding
pth2ra	ENSLOCG00000001855	protein_coding
	ENSLOCG00000001856	protein_coding
	ENSLOCG00000001857	protein_coding
wdr18	ENSLOCG00000001858	protein_coding
	ENSLOCG00000001859	protein_coding
casp9	ENSLOCG00000001860	protein_coding
	ENSLOCG00000001861	protein_coding
si:ch211-288d18.1	ENSLOCG00000001862	protein_coding
	ENSLOCG00000001863	protein_coding
rasd1	ENSLOCG00000001864	protein_coding
mettl11b	ENSLOCG00000001865	protein_coding
si:ch211-51h9.6	ENSLOCG00000001866	protein_coding
	ENSLOCG00000001867	protein_coding
NCSTN	ENSLOCG00000001868	protein_coding
eaf1	ENSLOCG00000001869	protein_coding
ada	ENSLOCG00000001870	protein_coding
SART1	ENSLOCG00000001871	protein_coding
alkbh4	ENSLOCG00000001872	protein_coding
tmem161b	ENSLOCG00000001873	protein_coding
abhd3	ENSLOCG00000001874	protein_coding
dapk3	ENSLOCG00000001875	protein_coding
	ENSLOCG00000001876	protein_coding
pabpc4	ENSLOCG00000001877	protein_coding
MED9	ENSLOCG00000001878	protein_coding
mrpl40	ENSLOCG00000001879	protein_coding
gorab	ENSLOCG00000001880	protein_coding
uevld	ENSLOCG00000001881	protein_coding
mturn	ENSLOCG00000001882	protein_coding
eif1ad	ENSLOCG00000001883	protein_coding
slc7a10b	ENSLOCG00000001884	protein_coding
polr2j	ENSLOCG00000001885	protein_coding
mras	ENSLOCG00000001886	protein_coding
tsen34	ENSLOCG00000001887	protein_coding
dnajc16	ENSLOCG00000001888	protein_coding
NT5M	ENSLOCG00000001889	protein_coding
lbx2	ENSLOCG00000001890	protein_coding
copa	ENSLOCG00000001891	protein_coding
npdc1b	ENSLOCG00000001892	protein_coding
prrx1	ENSLOCG00000001893	protein_coding
znrf2b	ENSLOCG00000001894	protein_coding
hira	ENSLOCG00000001895	protein_coding
ESCO1	ENSLOCG00000001896	protein_coding
ptpn4a	ENSLOCG00000001897	protein_coding
ctsf	ENSLOCG00000001898	protein_coding
ncf1	ENSLOCG00000001899	protein_coding
pou5f3	ENSLOCG00000001900	protein_coding
spty2d1	ENSLOCG00000001901	protein_coding
ccnh	ENSLOCG00000001902	protein_coding
bicdl2	ENSLOCG00000001903	protein_coding
	ENSLOCG00000001904	protein_coding
pepd	ENSLOCG00000001905	protein_coding
	ENSLOCG00000001906	protein_coding
pcgf1	ENSLOCG00000001907	protein_coding
SIAH2	ENSLOCG00000001908	protein_coding
cops3	ENSLOCG00000001909	protein_coding
nod1	ENSLOCG00000001910	protein_coding
pkig	ENSLOCG00000001911	protein_coding
arxb	ENSLOCG00000001912	protein_coding
greb1l	ENSLOCG00000001913	protein_coding
si:dkey-197i20.6	ENSLOCG00000001914	protein_coding
abca2	ENSLOCG00000001915	protein_coding
zgc:91944	ENSLOCG00000001916	protein_coding
	ENSLOCG00000001917	protein_coding
mindy4b	ENSLOCG00000001918	protein_coding
SERINC3	ENSLOCG00000001919	protein_coding
	ENSLOCG00000001920	protein_coding
fgf24	ENSLOCG00000001921	protein_coding
	ENSLOCG00000001922	protein_coding
fundc1	ENSLOCG00000001923	protein_coding
agmat	ENSLOCG00000001924	protein_coding
hgd	ENSLOCG00000001925	protein_coding
	ENSLOCG00000001926	protein_coding
MPRIP	ENSLOCG00000001927	protein_coding
	ENSLOCG00000001928	protein_coding
rasa1a	ENSLOCG00000001929	protein_coding
tmem86a	ENSLOCG00000001930	protein_coding
	ENSLOCG00000001931	protein_coding
clic3	ENSLOCG00000001932	protein_coding
rcc1l	ENSLOCG00000001933	protein_coding
clrn1	ENSLOCG00000001934	protein_coding
ggcta	ENSLOCG00000001935	protein_coding
pcxb	ENSLOCG00000001936	protein_coding
epb41l5	ENSLOCG00000001937	protein_coding
aacs	ENSLOCG00000001938	protein_coding
	ENSLOCG00000001939	protein_coding
ttpal	ENSLOCG00000001940	protein_coding
mpv17l2	ENSLOCG00000001941	protein_coding
npm1b	ENSLOCG00000001942	protein_coding
gpr171	ENSLOCG00000001943	protein_coding
	ENSLOCG00000001944	protein_coding
IGSF22	ENSLOCG00000001945	protein_coding
ccdc82	ENSLOCG00000001946	protein_coding
castor2	ENSLOCG00000001947	protein_coding
PRKAB2	ENSLOCG00000001948	protein_coding
efhc2	ENSLOCG00000001949	protein_coding
paxx	ENSLOCG00000001950	protein_coding
ggctb	ENSLOCG00000001951	protein_coding
pink1	ENSLOCG00000001952	protein_coding
CHST8	ENSLOCG00000001953	protein_coding
	ENSLOCG00000001954	protein_coding
P2RY14	ENSLOCG00000001955	protein_coding
cox7c	ENSLOCG00000001956	protein_coding
hnf4a	ENSLOCG00000001957	protein_coding
rab3ab	ENSLOCG00000001958	protein_coding
b4galnt4b	ENSLOCG00000001959	protein_coding
	ENSLOCG00000001960	protein_coding
ufc1	ENSLOCG00000001961	protein_coding
bri3bp	ENSLOCG00000001962	protein_coding
lrfn4b	ENSLOCG00000001963	protein_coding
P2RY13	ENSLOCG00000001964	protein_coding
edil3a	ENSLOCG00000001965	protein_coding
dph7	ENSLOCG00000001966	protein_coding
	ENSLOCG00000001967	protein_coding
tlx2	ENSLOCG00000001968	protein_coding
kctd15a	ENSLOCG00000001969	protein_coding
SLC6A20	ENSLOCG00000001970	protein_coding
cdab	ENSLOCG00000001971	protein_coding
pde4cb	ENSLOCG00000001972	protein_coding
	ENSLOCG00000001973	protein_coding
ppil2	ENSLOCG00000001974	protein_coding
p2ry12	ENSLOCG00000001975	protein_coding
arhgef11	ENSLOCG00000001976	protein_coding
si:ch211-209a2.2	ENSLOCG00000001977	protein_coding
	ENSLOCG00000001978	protein_coding
tmem54a	ENSLOCG00000001979	protein_coding
ndp	ENSLOCG00000001980	protein_coding
hapln1b	ENSLOCG00000001981	protein_coding
r3hdml	ENSLOCG00000001982	protein_coding
si:dkey-219c3.2	ENSLOCG00000001983	protein_coding
ncf2	ENSLOCG00000001984	protein_coding
kazald2	ENSLOCG00000001985	protein_coding
pnpla7b	ENSLOCG00000001986	protein_coding
si:dkey-33m11.8	ENSLOCG00000001987	protein_coding
abtb2a	ENSLOCG00000001988	protein_coding
rock1	ENSLOCG00000001989	protein_coding
	ENSLOCG00000001990	protein_coding
	ENSLOCG00000001991	protein_coding
hpca	ENSLOCG00000001992	protein_coding
pomp	ENSLOCG00000001993	protein_coding
usp22	ENSLOCG00000001994	protein_coding
mao	ENSLOCG00000001995	protein_coding
igsf10	ENSLOCG00000001996	protein_coding
slc8a4b	ENSLOCG00000001997	protein_coding
	ENSLOCG00000001998	protein_coding
fitm2	ENSLOCG00000001999	protein_coding
	ENSLOCG00000002000	protein_coding
grik4	ENSLOCG00000002001	protein_coding
VCAN	ENSLOCG00000002002	protein_coding
snrpd1	ENSLOCG00000002003	protein_coding
si:dkey-33c12.3	ENSLOCG00000002004	protein_coding
aadac	ENSLOCG00000002005	protein_coding
ralba	ENSLOCG00000002006	protein_coding
doc2b	ENSLOCG00000002007	protein_coding
gdap1l1	ENSLOCG00000002008	protein_coding
sacm1la	ENSLOCG00000002009	protein_coding
smg7	ENSLOCG00000002010	protein_coding
	ENSLOCG00000002011	protein_coding
caska	ENSLOCG00000002012	protein_coding
ypel1	ENSLOCG00000002013	protein_coding
	ENSLOCG00000002014	protein_coding
nt5c1aa	ENSLOCG00000002015	protein_coding
kcnj11	ENSLOCG00000002016	protein_coding
SUCNR1	ENSLOCG00000002017	protein_coding
si:dkey-33m11.7	ENSLOCG00000002018	protein_coding
inhbb	ENSLOCG00000002019	protein_coding
	ENSLOCG00000002020	protein_coding
	ENSLOCG00000002021	protein_coding
lsm14ab	ENSLOCG00000002022	protein_coding
rph3al	ENSLOCG00000002023	protein_coding
mapk1	ENSLOCG00000002024	protein_coding
lsm4	ENSLOCG00000002025	protein_coding
xrcc4	ENSLOCG00000002026	protein_coding
jph2	ENSLOCG00000002027	protein_coding
gli2b	ENSLOCG00000002028	protein_coding
MAP2K3	ENSLOCG00000002029	protein_coding
	ENSLOCG00000002030	protein_coding
hpcal4	ENSLOCG00000002031	protein_coding
abcc8	ENSLOCG00000002032	protein_coding
poglut3	ENSLOCG00000002033	protein_coding
tmem248	ENSLOCG00000002034	protein_coding
gpha2	ENSLOCG00000002035	protein_coding
	ENSLOCG00000002036	protein_coding
nmnat2	ENSLOCG00000002037	protein_coding
LIMD1	ENSLOCG00000002038	protein_coding
	ENSLOCG00000002039	protein_coding
tmem167a	ENSLOCG00000002040	protein_coding
fam49al	ENSLOCG00000002041	protein_coding
PGPEP1	ENSLOCG00000002042	protein_coding
	ENSLOCG00000002043	protein_coding
	ENSLOCG00000002044	protein_coding
rad51d	ENSLOCG00000002045	protein_coding
ppm1f	ENSLOCG00000002046	protein_coding
cth1	ENSLOCG00000002047	protein_coding
lars2	ENSLOCG00000002048	protein_coding
usp14	ENSLOCG00000002049	protein_coding
natd1	ENSLOCG00000002050	protein_coding
mrps26	ENSLOCG00000002051	protein_coding
mul1b	ENSLOCG00000002052	protein_coding
mbnl1	ENSLOCG00000002053	protein_coding
si:ch211-130m23.5	ENSLOCG00000002054	protein_coding
ss18l2	ENSLOCG00000002055	protein_coding
	ENSLOCG00000002056	protein_coding
trit1	ENSLOCG00000002057	protein_coding
top3b	ENSLOCG00000002058	protein_coding
	ENSLOCG00000002059	protein_coding
arhgef12b	ENSLOCG00000002060	protein_coding
	ENSLOCG00000002061	protein_coding
	ENSLOCG00000002062	protein_coding
	ENSLOCG00000002063	protein_coding
LAMC1	ENSLOCG00000002064	protein_coding
tmem11	ENSLOCG00000002065	protein_coding
myclb	ENSLOCG00000002066	protein_coding
nsmfa	ENSLOCG00000002067	protein_coding
aup1	ENSLOCG00000002068	protein_coding
GARRE1	ENSLOCG00000002069	protein_coding
tfcp2l1	ENSLOCG00000002070	protein_coding
atg10	ENSLOCG00000002071	protein_coding
upf1	ENSLOCG00000002072	protein_coding
ush1c	ENSLOCG00000002073	protein_coding
ddx10	ENSLOCG00000002074	protein_coding
	ENSLOCG00000002075	protein_coding
	ENSLOCG00000002076	protein_coding
VWA5B1	ENSLOCG00000002077	protein_coding
dhrs7b	ENSLOCG00000002078	protein_coding
	ENSLOCG00000002079	protein_coding
	ENSLOCG00000002080	protein_coding
ssbp2	ENSLOCG00000002081	protein_coding
clasp1a	ENSLOCG00000002082	protein_coding
OCSTAMP	ENSLOCG00000002083	protein_coding
pla1a	ENSLOCG00000002084	protein_coding
gpib	ENSLOCG00000002085	protein_coding
ARHGEF26	ENSLOCG00000002086	protein_coding
lig3	ENSLOCG00000002087	protein_coding
cdcp1a	ENSLOCG00000002088	protein_coding
mfsd2aa	ENSLOCG00000002089	protein_coding
men1	ENSLOCG00000002090	protein_coding
lamc1	ENSLOCG00000002091	protein_coding
sdf2l1	ENSLOCG00000002092	protein_coding
cramp1	ENSLOCG00000002093	protein_coding
rasef	ENSLOCG00000002094	protein_coding
fbxw2	ENSLOCG00000002095	protein_coding
slc13a3	ENSLOCG00000002096	protein_coding
thoc1	ENSLOCG00000002097	protein_coding
cox17	ENSLOCG00000002098	protein_coding
	ENSLOCG00000002099	protein_coding
tlcd5a	ENSLOCG00000002100	protein_coding
	ENSLOCG00000002101	protein_coding
	ENSLOCG00000002102	pseudogene
si:dkey-216e24.9	ENSLOCG00000002103	protein_coding
si:dkey-19p15.4	ENSLOCG00000002104	protein_coding
ydjc	ENSLOCG00000002105	protein_coding
clec3bb	ENSLOCG00000002106	protein_coding
casq1b	ENSLOCG00000002107	protein_coding
	ENSLOCG00000002108	protein_coding
pou2f3	ENSLOCG00000002109	protein_coding
otog	ENSLOCG00000002110	protein_coding
wtip	ENSLOCG00000002111	protein_coding
si:dkey-183i3.5	ENSLOCG00000002112	protein_coding
nyx	ENSLOCG00000002113	protein_coding
	ENSLOCG00000002114	protein_coding
pygmb	ENSLOCG00000002115	protein_coding
exosc7	ENSLOCG00000002116	protein_coding
ube2l3a	ENSLOCG00000002117	protein_coding
ddx19	ENSLOCG00000002118	protein_coding
ddx49	ENSLOCG00000002119	protein_coding
loxl3b	ENSLOCG00000002120	protein_coding
	ENSLOCG00000002121	protein_coding
