GO:0000209	0.00176165579276249	4
GO:0000375	0.000831783248701782	7
GO:0000398	0.000837365967474064	7
GO:0006281	0.00378546176929976	3
GO:0006325	0.00260249807001723	6
GO:0006367	0.00716466442457567	3
GO:0006396	0.00133369490549946	6
GO:0006464	0.00335418940138223	10
GO:0006506	0.00306294513918884	3
GO:0006511	0.00243320500015386	4
GO:0006725	0.000215718319786934	3
GO:0006807	0.0043363578905588	6
GO:0006886	0.00406807432048215	6
GO:0006892	0.00532727137926291	4
GO:0006893	0.00122168898232	3
GO:0006906	0.00371583150079597	5
GO:0006974	0.00412544323557163	3
GO:0006996	0.00192284344115938	6
GO:0007034	0.00536300099164734	5
GO:0007062	0.00603376329176116	3
GO:0007601	0.00469510977055668	3
GO:0008104	0.00364082102331395	4
GO:0009057	0.00323774448974343	4
GO:0009987	0.00335384112881125	3
GO:0010498	0.00389141821618262	3
GO:0015031	0.00330298569370606	3
GO:0015833	0.00207370953962782	6
GO:0016071	0.000576925143843766	6
GO:0016192	0.00274129207617714	7
GO:0016197	0.00268002430340279	6
GO:0016482	0.00589924851864318	3
GO:0016567	0.00463218045908372	3
GO:0018205	0.00514248167387558	4
GO:0019538	0.0023549916446993	5
GO:0019941	0.000660051214954777	4
GO:0030163	0.00339790218800949	4
GO:0031123	0.00572076746190675	3
GO:0031124	0.00519865198401531	3
GO:0032446	0.00497316850421035	4
GO:0032511	0.0054720335341262	3
GO:0033036	0.00292720436264471	3
GO:0034470	0.00492793013875454	3
GO:0034613	0.00449802236188997	6
GO:0034641	0.000344661537261082	4
GO:0036503	0.00351763893932725	3
GO:0042147	0.00397830022090625	5
GO:0042254	0.00515088301481584	3
GO:0042886	0.00454776821567336	3
GO:0043044	0.00493185356381918	4
GO:0043161	0.00216215205760626	7
GO:0043412	0.00155491643751317	11
GO:0043484	0.00513401843629825	4
GO:0043632	0.0017126738816599	5
GO:0044238	0.000215203674997889	3
GO:0044248	0.00250895380010507	3
GO:0044257	0.00211116818775269	4
GO:0044260	0.000211759894589137	5
GO:0045184	0.00350452830641226	6
GO:0045899	0.00299958538947406	4
GO:0045944	0.00593471382266467	3
GO:0046474	0.00430153601767784	5
GO:0046483	0.00196579798311729	4
GO:0046907	0.00271146079424532	5
GO:0048284	0.00334330001942767	5
GO:0050684	0.00416061421523134	4
GO:0050877	0.00290854390216436	3
GO:0051225	0.0039864668704953	4
GO:0051276	0.00499769962339917	5
GO:0051603	0.00377131455804401	5
GO:0051640	0.00330671276872569	3
GO:0051641	0.00339743401698087	3
GO:0051649	0.00112892550698675	8
GO:0060260	0.00325901267976311	3
GO:0061025	0.00514583122152544	4
GO:0070534	0.00415256858916288	3
GO:0070647	0.00207841663412978	5
GO:0070727	0.0011435934076812	7
GO:0071705	0.00381232261899544	4
GO:0071826	0.00606854721179466	4
GO:0071840	0.00125513319792107	6
GO:0071985	0.0034511116416904	3
GO:0072657	0.0018420865431164	3
GO:0090150	0.00599882140651009	3
GO:0090304	0.00182350451143842	5
GO:0140056	0.00629985736424021	4
GO:1901360	0.000922932930145042	4
GO:1901565	0.00302979401592333	4
GO:2000144	0.00143574927855385	3
