"Species"	"Bias"	"Tissue"	"Sex"	".y."	"group1"	"group2"	"p"	"p.adj"	"p.format"	"p.signif"	"method"	"Mean_MeanVarRank_Foreground"	"SD_MeanVarRank_Foreground"	"Mean_MeanVarRank_Other"	"SD_MeanVarRank_Other"	"DiffMeans_MeanVarRank"	"GlassDelta"
"Danio_rerio"	"pectoral_fin"	"pectoral_fin"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Danio_rerio"	"pectoral_fin"	"ovary"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"pectoral_fin"	0.346312539530093	0.39	"0.34631"	"ns"	"Wilcoxon"	0.509936844010134	0.248591706150465	0.494780964290428	0.278720908801947	0.0151558797197058	0.0543765438511655
"Danio_rerio"	"pectoral_fin"	"ovary"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Danio_rerio"	"pectoral_fin"	"testis"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Danio_rerio"	"pectoral_fin"	"testis"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"pectoral_fin"	0.121979076050509	0.15	"0.12198"	"ns"	"Wilcoxon"	0.523261630277935	0.27849638309768	0.503695617802677	0.275049285691679	0.019566012475258	0.0711363871607754
"Danio_rerio"	"testis"	"brain"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	9.84117615399775e-07	1.8e-06	"9.8e-07"	"****"	"Wilcoxon"	0.470553057812277	0.277266222277652	0.511803170325569	0.285188826586556	-0.0412501125132916	-0.144641404808937
"Danio_rerio"	"testis"	"brain"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	0.198975126279537	0.23	"0.19898"	"ns"	"Wilcoxon"	0.495826667746387	0.275501226477093	0.484548401485523	0.274557554945407	0.0112782662608641	0.0410779672885225
"Danio_rerio"	"testis"	"eye"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	1.27776865290779e-09	3.2e-09	"1.3e-09"	"****"	"Wilcoxon"	0.473860145210145	0.269078174745293	0.527674235817957	0.279331836264997	-0.0538140906078121	-0.19265290819468
"Danio_rerio"	"testis"	"eye"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	1.68598137054019e-11	4.9e-11	"1.7e-11"	"****"	"Wilcoxon"	0.462988056336624	0.269792584687129	0.521375350830998	0.281054407921183	-0.0583872944943734	-0.207743742310375
"Danio_rerio"	"testis"	"intestine"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	7.44954996242385e-07	1.4e-06	"7.4e-07"	"****"	"Wilcoxon"	0.494456939757243	0.275558566636915	0.541346992797408	0.281165043844664	-0.0468900530401645	-0.166770564359594
"Danio_rerio"	"testis"	"intestine"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	0.000412277323338273	0.00061	"0.00041"	"***"	"Wilcoxon"	0.489658076777351	0.272242453824174	0.524949583719314	0.283113678552408	-0.0352915069419637	-0.12465489877569
"Danio_rerio"	"testis"	"liver"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	0.542303214771432	0.58	"0.54230"	"ns"	"Wilcoxon"	0.502338445681303	0.272274276592091	0.511630800469418	0.281852190398572	-0.00929235478811541	-0.0329688932875594
"Danio_rerio"	"testis"	"liver"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	0.588621814896907	0.63	"0.58862"	"ns"	"Wilcoxon"	0.51196107266436	0.259870370904305	0.516539966396	0.281831647911624	-0.00457889373163978	-0.0162469111101235
"Danio_rerio"	"testis"	"gills"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	2.67305703535217e-11	7.5e-11	"2.7e-11"	"****"	"Wilcoxon"	0.464163515406162	0.262159046165953	0.521954688468483	0.267157887720995	-0.0577911730623206	-0.216318423368711
"Danio_rerio"	"testis"	"gills"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	0.000116995597759623	0.00018	"0.00012"	"***"	"Wilcoxon"	0.477929473150963	0.274507542626789	0.511621921126063	0.275626177355569	-0.0336924479751001	-0.122239651902277
"Danio_rerio"	"testis"	"pectoral_fin"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	7.9337945207604e-13	2.7e-12	"7.9e-13"	"****"	"Wilcoxon"	0.465757178345593	0.26765501689126	0.53311620909377	0.278821717841984	-0.0673590307481767	-0.241584591291956
"Danio_rerio"	"testis"	"pectoral_fin"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	8.67794269050407e-13	2.8e-12	"8.7e-13"	"****"	"Wilcoxon"	0.460182326339264	0.269277232245588	0.526362531845838	0.28260446564027	-0.0661802055065738	-0.234179616930807
"Danio_rerio"	"testis"	"ovary"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"testis"	0.702990820734428	0.73	"0.70299"	"ns"	"Wilcoxon"	0.498282733025522	0.282035725203074	0.494761359516228	0.275545189042318	0.00352137350929305	0.0127796588339354
"Danio_rerio"	"testis"	"ovary"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Danio_rerio"	"testis"	"testis"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Danio_rerio"	"testis"	"testis"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"brain"	"brain"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"brain"	"brain"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"brain"	"eye"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.000580492815049432	0.0013	"0.00058"	"***"	"Wilcoxon"	0.562344322344322	0.26489372823878	0.52753048098434	0.264333034423894	0.0348138413599822	0.131704466813457
"Esox_lucius"	"brain"	"eye"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.00622576172564615	0.012	"0.00623"	"**"	"Wilcoxon"	0.506072968490879	0.249959971970546	0.53007581682308	0.261541018299631	-0.0240028483322007	-0.0917746993884614
"Esox_lucius"	"brain"	"intestine"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.00079215605277229	0.0017	"0.00079"	"***"	"Wilcoxon"	0.480531605275125	0.260624167151945	0.517330701811975	0.275181309439312	-0.0367990965368498	-0.133726729521815
"Esox_lucius"	"brain"	"intestine"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.00125671755602551	0.0027	"0.00126"	"**"	"Wilcoxon"	0.479980979553019	0.250237001191222	0.51472037284402	0.273189256469253	-0.034739393291	-0.127162369926176
"Esox_lucius"	"brain"	"liver"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.54763531038273	0.61	"0.54764"	"ns"	"Wilcoxon"	0.495746421267894	0.258149171094768	0.503776254988448	0.248445689277344	-0.00802983372055416	-0.0323202779002148
"Esox_lucius"	"brain"	"liver"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	2.1223281227346e-09	1e-08	"2.1e-09"	"****"	"Wilcoxon"	0.462088490770901	0.262461312089344	0.533954402415088	0.280748508539438	-0.0718659116441867	-0.255979673830009
"Esox_lucius"	"brain"	"heart"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	3.43015658562292e-05	9.9e-05	"3.4e-05"	"****"	"Wilcoxon"	0.483488408914381	0.266197204868305	0.52712205955956	0.281310136866381	-0.0436336506451783	-0.155108703622379
"Esox_lucius"	"brain"	"heart"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.0389104450150435	0.062	"0.03891"	"*"	"Wilcoxon"	0.506324495668121	0.265525916487136	0.528320686945164	0.28279784020588	-0.0219961912770428	-0.0777806197566054
"Esox_lucius"	"brain"	"muscle"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.000333878696073515	8e-04	"0.00033"	"***"	"Wilcoxon"	0.495985978835979	0.256423471471341	0.540405789825971	0.276366338254807	-0.0444198109899917	-0.160728007869891
"Esox_lucius"	"brain"	"muscle"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.631143361619561	0.68	"0.63114"	"ns"	"Wilcoxon"	0.524780451369737	0.268109212569479	0.530370127217554	0.27817440406044	-0.00558967584781667	-0.0200941415393567
"Esox_lucius"	"brain"	"gills"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.00769467873942372	0.015	"0.00769"	"**"	"Wilcoxon"	0.484918394245796	0.27022597055564	0.512774833844702	0.276226964830069	-0.0278564395989059	-0.10084619948687
"Esox_lucius"	"brain"	"gills"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.000451645884570869	0.001	"0.00045"	"***"	"Wilcoxon"	0.489193433625523	0.270885137556606	0.522534396359435	0.277659943554274	-0.0333409627339122	-0.120078403485648
"Esox_lucius"	"brain"	"pectoral_fin"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	1.41041155292612e-12	1e-11	"1.4e-12"	"****"	"Wilcoxon"	0.468048907520325	0.263630344232899	0.549307848826508	0.283162380952508	-0.0812589413061827	-0.286969409682324
"Esox_lucius"	"brain"	"pectoral_fin"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	2.72085027007816e-07	1e-06	"2.7e-07"	"****"	"Wilcoxon"	0.483792395017079	0.261786062039897	0.540357969642778	0.283940074702597	-0.0565655746256993	-0.199216594152646
"Esox_lucius"	"brain"	"ovary"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.000265615882909287	0.00066	"0.00027"	"***"	"Wilcoxon"	0.502101541994751	0.272814581025275	0.537725793549795	0.274475741488039	-0.0356242515550439	-0.129790164194151
"Esox_lucius"	"brain"	"ovary"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"brain"	"testis"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"brain"	"testis"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"brain"	0.626847876499151	0.68	"0.62685"	"ns"	"Wilcoxon"	0.511212481146305	0.256753954567766	0.517159274786702	0.258465571056569	-0.0059467936403973	-0.0230080687965043
"Esox_lucius"	"eye"	"brain"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	7.62384334769391e-18	7.3e-17	"< 2e-16"	"****"	"Wilcoxon"	0.626781481481481	0.278838257604162	0.483918065232207	0.27255014329228	0.142863416249275	0.524172963270357
"Esox_lucius"	"eye"	"brain"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	5.17828556331258e-10	2.7e-09	"5.2e-10"	"****"	"Wilcoxon"	0.601906179138322	0.286937072557758	0.507650437572501	0.277875115943988	0.0942557415658215	0.339201807422082
"Esox_lucius"	"eye"	"eye"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"eye"	"eye"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"eye"	"intestine"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	0.000104742056148513	0.00028	"0.00010"	"***"	"Wilcoxon"	0.586924121590384	0.291575315614641	0.508863806498209	0.272196767196337	0.0780603150921747	0.286778994093891
"Esox_lucius"	"eye"	"intestine"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	2.43017134335759e-10	1.4e-09	"2.4e-10"	"****"	"Wilcoxon"	0.632940162907268	0.285768058414701	0.504487788186313	0.268333640718977	0.128452374720955	0.478703953692792
"Esox_lucius"	"eye"	"liver"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	3.61513742242336e-07	1.3e-06	"3.6e-07"	"****"	"Wilcoxon"	0.613848600508906	0.29471711516342	0.49858201208003	0.247005598170116	0.115266588428876	0.466655773321745
"Esox_lucius"	"eye"	"liver"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	7.94652544392227e-11	4.6e-10	"7.9e-11"	"****"	"Wilcoxon"	0.665634147598433	0.297630936589689	0.518546663059163	0.277285915607836	0.14708748453927	0.530454221653636
"Esox_lucius"	"eye"	"heart"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	2.48095830965842e-08	1.1e-07	"2.5e-08"	"****"	"Wilcoxon"	0.624935259706386	0.296739278531634	0.516053144114599	0.277887653784254	0.108882115591787	0.391820630060525
"Esox_lucius"	"eye"	"heart"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	2.04383228090207e-09	1e-08	"2.0e-09"	"****"	"Wilcoxon"	0.638957893502228	0.304432120182619	0.520278130275193	0.278344472363899	0.118679763227035	0.426377295080165
"Esox_lucius"	"eye"	"muscle"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	6.85704798893443e-08	2.7e-07	"6.9e-08"	"****"	"Wilcoxon"	0.652907993197279	0.293022814866394	0.528677039410806	0.271941271470976	0.124230953786473	0.45683008362242
"Esox_lucius"	"eye"	"muscle"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	4.11160265119749e-10	2.2e-09	"4.1e-10"	"****"	"Wilcoxon"	0.668128243021346	0.302949209818245	0.523287321741952	0.273789131143126	0.144840921279395	0.52902363462952
"Esox_lucius"	"eye"	"gills"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	4.25077276788673e-08	1.7e-07	"4.3e-08"	"****"	"Wilcoxon"	0.607147949451598	0.29905677534281	0.50468806263391	0.273770087247964	0.102459886817687	0.374255229443258
"Esox_lucius"	"eye"	"gills"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	1.84993554202765e-07	7e-07	"1.8e-07"	"****"	"Wilcoxon"	0.602564463314463	0.275911731491259	0.513825893163524	0.276360613388271	0.0887385701509389	0.321097022701517
"Esox_lucius"	"eye"	"pectoral_fin"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	1.00959216735773e-11	6.5e-11	"1.0e-11"	"****"	"Wilcoxon"	0.66406256490135	0.281440229872507	0.534290804518529	0.280958832385084	0.129771760382821	0.461888879880292
"Esox_lucius"	"eye"	"pectoral_fin"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	1.47169843124831e-05	4.4e-05	"1.5e-05"	"****"	"Wilcoxon"	0.608856241768906	0.311565017855573	0.530171339198945	0.280158851329903	0.0786849025699606	0.280858170985662
"Esox_lucius"	"eye"	"ovary"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	0.116875758109357	0.16	"0.11688"	"ns"	"Wilcoxon"	0.555496956677408	0.297304244333693	0.528980042540632	0.273095989932822	0.0265169141367755	0.0970974130498888
"Esox_lucius"	"eye"	"ovary"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"eye"	"testis"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"eye"	"testis"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"eye"	0.000187964933759365	5e-04	"0.00019"	"***"	"Wilcoxon"	0.584678104575163	0.290104066373875	0.513507930416986	0.256501657107994	0.0711701741581771	0.277464773368745
"Esox_lucius"	"gills"	"brain"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.930907155744836	0.94	"0.93091"	"ns"	"Wilcoxon"	0.490594971931862	0.258504517642409	0.492509899096417	0.276685825007426	-0.00191492716455449	-0.00692094423161395
"Esox_lucius"	"gills"	"brain"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	1.31341685682755e-22	1.6e-21	"< 2e-16"	"****"	"Wilcoxon"	0.621029932950192	0.27315901841921	0.501589343452419	0.277510689390387	0.119440589497772	0.430399959584079
"Esox_lucius"	"gills"	"eye"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.958934120365943	0.96	"0.95893"	"ns"	"Wilcoxon"	0.533362145390071	0.260418238503814	0.534079331508667	0.265188717945244	-0.00071718611859628	-0.00270443676545985
"Esox_lucius"	"gills"	"eye"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.59354071438345	0.65	"0.59354"	"ns"	"Wilcoxon"	0.517887185534591	0.254997480729106	0.525784469096672	0.259767422561521	-0.00789728356208075	-0.0304013624349313
"Esox_lucius"	"gills"	"intestine"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.000405008351840111	0.00095	"0.00041"	"***"	"Wilcoxon"	0.549360753968254	0.26791991999634	0.507031533683708	0.273781428588619	0.0423292202845464	0.15460953835605
"Esox_lucius"	"gills"	"intestine"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.08446829561793	0.13	"0.08447"	"ns"	"Wilcoxon"	0.527321532452423	0.277211494641161	0.507188698427844	0.269159848272511	0.0201328340245781	0.0747988013583459
"Esox_lucius"	"gills"	"liver"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.0196852418234901	0.035	"0.01969"	"*"	"Wilcoxon"	0.530101851851852	0.249332770326482	0.49971818548794	0.249642268475785	0.0303836663639116	0.121708821784957
"Esox_lucius"	"gills"	"liver"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.00779353872672689	0.015	"0.00779"	"**"	"Wilcoxon"	0.490100932492776	0.267748697195755	0.527414987438766	0.280342832659214	-0.03731405494599	-0.133101512145128
"Esox_lucius"	"gills"	"heart"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.182420703299327	0.24	"0.18242"	"ns"	"Wilcoxon"	0.536159698601663	0.273406527346538	0.518812110343116	0.280093613473702	0.0173475882585469	0.061934965397473
"Esox_lucius"	"gills"	"heart"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.00134639120142738	0.0028	"0.00135"	"**"	"Wilcoxon"	0.564745567375887	0.270866821957521	0.520974378148206	0.281045001291496	0.0437711892276808	0.155744414689952
"Esox_lucius"	"gills"	"muscle"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	3.58592949802341e-08	1.5e-07	"3.6e-08"	"****"	"Wilcoxon"	0.453180536292187	0.246246986780432	0.541327164603027	0.275145272350876	-0.0881466283108399	-0.320363957402226
"Esox_lucius"	"gills"	"muscle"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	8.0529801302414e-07	2.8e-06	"8.1e-07"	"****"	"Wilcoxon"	0.454206308713962	0.251140136393594	0.536700228045764	0.277904172960753	-0.082493919331802	-0.296843039285532
"Esox_lucius"	"gills"	"gills"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"gills"	"gills"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"gills"	"pectoral_fin"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	9.4787808073529e-05	0.00026	"9.5e-05"	"****"	"Wilcoxon"	0.580083269516384	0.265783656811709	0.533537699675133	0.28392234263595	0.0465455698412501	0.163937678905853
"Esox_lucius"	"gills"	"pectoral_fin"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	5.7510153050461e-05	0.00016	"5.8e-05"	"****"	"Wilcoxon"	0.572507705295307	0.271598517830619	0.527515103912623	0.282933673476998	0.0449926013826835	0.159021726999707
"Esox_lucius"	"gills"	"ovary"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.066273336454723	0.1	"0.06627"	"ns"	"Wilcoxon"	0.509239117732983	0.2673427730861	0.532729326964179	0.275188172306504	-0.023490209231196	-0.0853605336098265
"Esox_lucius"	"gills"	"ovary"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"gills"	"testis"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"gills"	"testis"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"gills"	0.689894805695924	0.73	"0.68989"	"ns"	"Wilcoxon"	0.511165165165165	0.259197312727688	0.516637235183695	0.25810241536898	-0.00547207001853012	-0.0212011577292189
"Esox_lucius"	"heart"	"brain"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.0337983127722211	0.056	"0.03380"	"*"	"Wilcoxon"	0.519388349514563	0.256126256680128	0.489945651179806	0.276453499785352	0.029442698334757	0.106501449095842
"Esox_lucius"	"heart"	"brain"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.277918868896048	0.35	"0.27792"	"ns"	"Wilcoxon"	0.499620525988173	0.278628945719616	0.514805770782889	0.2794292212301	-0.0151852447947164	-0.0543437967148467
"Esox_lucius"	"heart"	"eye"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.000925375789765539	0.002	"0.00093"	"***"	"Wilcoxon"	0.582317358892439	0.255902511444607	0.53031447003103	0.265088671932065	0.0520028888614082	0.196171675245086
"Esox_lucius"	"heart"	"eye"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.00206633559188676	0.0042	"0.00207"	"**"	"Wilcoxon"	0.566683098591549	0.260822818502118	0.521801530688067	0.258962928250333	0.0448815679034827	0.17331271393447
"Esox_lucius"	"heart"	"intestine"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.101440869807657	0.15	"0.10144"	"ns"	"Wilcoxon"	0.53418013952893	0.277748994179148	0.510277502450163	0.273019723834364	0.0239026370787667	0.0875491218842051
"Esox_lucius"	"heart"	"intestine"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.0377322940848604	0.061	"0.03773"	"*"	"Wilcoxon"	0.537892072213501	0.252509799545547	0.507270517523074	0.271496391741404	0.030621554690427	0.112788072408688
"Esox_lucius"	"heart"	"liver"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.0141004624327463	0.026	"0.01410"	"*"	"Wilcoxon"	0.534989350372737	0.23786584297103	0.499687810945274	0.250644221069573	0.0353015394274633	0.140843221027883
"Esox_lucius"	"heart"	"liver"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.415032270896672	0.49	"0.41503"	"ns"	"Wilcoxon"	0.535615740740741	0.27250053060876	0.522700312946853	0.279947477221441	0.0129154277938878	0.0461351819351154
"Esox_lucius"	"heart"	"heart"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"heart"	"heart"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"heart"	"muscle"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.070842147540934	0.11	"0.07084"	"ns"	"Wilcoxon"	0.560668769716088	0.26296420643654	0.530935200427103	0.274786168538423	0.0297335692889851	0.108206207929376
"Esox_lucius"	"heart"	"muscle"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.102666588762509	0.15	"0.10267"	"ns"	"Wilcoxon"	0.553975434618292	0.264334937663865	0.52699283924096	0.277774777825489	0.0269825953773323	0.0971383924363499
"Esox_lucius"	"heart"	"gills"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.000224845157177513	0.00059	"0.00022"	"***"	"Wilcoxon"	0.555327131233882	0.273564812914887	0.505009871205664	0.275361363329191	0.050317260028218	0.182731736289613
"Esox_lucius"	"heart"	"gills"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.000102105021660704	0.00028	"0.00010"	"***"	"Wilcoxon"	0.564021897986837	0.276132691083615	0.513934792157161	0.276650087690657	0.0500871058296765	0.181048581071417
"Esox_lucius"	"heart"	"pectoral_fin"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	8.57103397666295e-06	2.7e-05	"8.6e-06"	"****"	"Wilcoxon"	0.60317410982411	0.264653568493232	0.534745036723512	0.282789008873953	0.0684290731005982	0.241979252917496
"Esox_lucius"	"heart"	"pectoral_fin"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.00279728340467414	0.0056	"0.00280"	"**"	"Wilcoxon"	0.574098953915748	0.277828767033883	0.530313204357626	0.281965596006752	0.043785749558122	0.155287560533
"Esox_lucius"	"heart"	"ovary"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.0325793100774531	0.056	"0.03258"	"*"	"Wilcoxon"	0.559602559370001	0.260788906168469	0.527927516245638	0.275501846397743	0.031675043124363	0.114972162758697
"Esox_lucius"	"heart"	"ovary"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"heart"	"testis"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"heart"	"testis"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"heart"	0.578581744092491	0.64	"0.57858"	"ns"	"Wilcoxon"	0.507054054054054	0.257059963789619	0.516858435724666	0.258266764780495	-0.00980438167061237	-0.0379622274625436
"Esox_lucius"	"intestine"	"brain"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"intestine"	0.131392799591026	0.18	"0.13139"	"ns"	"Wilcoxon"	0.507609250992063	0.274859321852319	0.490130866037158	0.274935515660211	0.0174783849549053	0.0635726705330665
"Esox_lucius"	"intestine"	"brain"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"intestine"	0.320302955396122	0.39	"0.32030"	"ns"	"Wilcoxon"	0.523054776175108	0.274475232941606	0.512242540846435	0.280066968451906	0.010812235328673	0.0386058926850196
"Esox_lucius"	"intestine"	"eye"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"intestine"	0.42528191204396	0.5	"0.42528"	"ns"	"Wilcoxon"	0.543412732474964	0.264626806293957	0.532903707474336	0.264781521510471	0.0105090250006281	0.0396894199439538
"Esox_lucius"	"intestine"	"eye"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"intestine"	0.80610978325976	0.83	"0.80611"	"ns"	"Wilcoxon"	0.521345825115056	0.259301687685807	0.525531110598369	0.259367259025541	-0.00418528548331354	-0.0161365220075885
"Esox_lucius"	"intestine"	"intestine"	"F"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"intestine"	"intestine"	"M"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Esox_lucius"	"intestine"	"liver"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"intestine"	0.781873537203821	0.81	"0.78187"	"ns"	"Wilcoxon"	0.506057126030624	0.249394249367869	0.502091540200194	0.249840562472957	0.0039655858304305	0.0158724659886232
"Esox_lucius"	"intestine"	"liver"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"intestine"	4.78015462044602e-12	3.4e-11	"4.8e-12"	"****"	"Wilcoxon"	0.594273884989812	0.276140263694812	0.511759624328622	0.278128108573993	0.0825142606611896	0.296677171840895
"Esox_lucius"	"intestine"	"heart"	"F"	"Mean_Local_Rank_Log2CV"	"other"	"intestine"	0.0821122533310266	0.13	"0.08211"	"ns"	"Wilcoxon"	0.538874244751664	0.284095018445967	0.518011733723884	0.278791191177123	0.0208625110277797	0.0748320308819414
"Esox_lucius"	"intestine"	"heart"	"M"	"Mean_Local_Rank_Log2CV"	"other"	"intestine"	0.244406783470547	0.31	"0.24441"	"ns"	"Wilcoxon"	0.537921532746662	0.278818987021575	0.523378322836433	0.280565166211323	0.0145432099102296	0.0518354081749251
