Species	Project	SeqBatch	ProjectSeqBatch	Batch	Barcode	SampleID	SampleName	IndID	SexID	Sex	TissueID	Tissue
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	F05	ELU_M06_T13	M06_gonads	ELU06	M06	M	T13	gonads
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	G05	ELU_M06_T06	M06_liver	ELU06	M06	M	T06	liver
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	H05	ELU_M06_T17	M06_eye	ELU06	M06	M	T17	eye
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	A06	ELU_M07_T03	M07_gills	ELU07	M07	M	T03	gills
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	B06	ELU_M07_T08	M07_pectoral_fin	ELU07	M07	M	T08	pectoral_fin
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	C06	ELU_M07_T30	M07_blood	ELU07	M07	M	T30	blood
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	D06	ELU_M08_T05	M08_muscle	ELU08	M08	M	T05	muscle
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	E06	ELU_M08_T16	M08_skin	ELU08	M08	M	T16	skin
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	F06	ELU_M09_T02	M09_brain	ELU09	M09	M	T02	brain
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	G06	ELU_M09_T07	M09_kidney	ELU09	M09	M	T07	kidney
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	H06	ELU_M09_T18	M09_swim_bladder	ELU09	M09	M	T18	swim_bladder
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	A07	ELU_M10_T04	M10_heart	ELU10	M10	M	T04	heart
Esox_lucius	AG0012	S5	AG0012_S5	AG0012_S5	B07	ELU_M10_T09	M10_intestine	ELU10	M10	M	T09	intestine
