Gene_id	H07	G05	B02	B05	E07	A11	A03	G02	F09	E09	B09	D08	E05	F03	C03	B07	D06	A12	H02	H05	F05	F08	H09	H10	E12	C05	E11	E10	E03	C02	C12	E08	C11	F12	C01	E06	H04	E04	H06	G06	A02	D02	A09	F11	A10	F07	A08	C10	B10	A06	F01	C04	G07	E01	F04	D05	D03	G09	G08	G11	G03	B03	B04	F02	A01	D09	G10	F10	A04	B06	B11	D12	D04	D10	B01	B08	C09	D07	B12	A07	A05	H01	G04	H12	H03	C07	H11	C08	E02	G01	G12	H08	F06	D01	D11	C06
ENSELUG00000000012	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSELUG00000000013	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000014	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSELUG00000000015	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000016	0	1	1	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0
ENSELUG00000000017	0	12420	9688	16823	0	25	85785	6213	0	0	0	0	2854	13735	12059	2860	21723	1	6236	32750	7839	0	0	0	0	10552	0	1	14578	1294	2	0	1	0	12190	1782	16328	9646	28093	12466	15182	6954	0	0	4	0	0	2	6	7843	1236	41372	0	5406	46388	5881	1864	0	0	1	34534	26076	22631	16684	5442	0	33	0	11955	4274	0	1	20433	1	6203	0	0	10173	0	9684	6366	6801	28379	0	3753	15377	0	0	8011	15375	3	0	14379	209	0	36200
ENSELUG00000000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000020	0	2515	2309	3238	0	4	18673	1505	0	0	0	0	673	3487	2509	571	5197	0	1099	7576	1371	0	0	1	0	2921	1	0	3063	304	0	0	0	0	3019	751	9203	2075	6258	2258	3881	986	0	1	2	0	0	0	2	2043	231	9048	0	1504	9603	1462	506	0	0	0	6037	4826	3804	3852	1364	0	14	0	1582	853	0	1	4124	1	1185	0	0	2817	0	2374	1175	1541	1978	0	713	1800	0	0	1791	2746	0	0	3374	75	1	8069
ENSELUG00000000021	0	2	1	0	0	0	1	0	0	0	0	0	0	4	2	0	1	0	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	29	0	2	0	0	0	0	0	0	0	0	0	0	2	1	5	0	0	8	0	2	0	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	6
ENSELUG00000000022	0	2	4	6	0	0	47	6	0	0	0	0	1	2	2	3	13	0	5	12	8	0	0	0	0	6	0	0	2	2	0	0	0	0	8	0	13	4	10	3	6	5	0	0	0	0	0	0	0	9	0	14	0	2	20	1	0	0	0	0	14	14	10	7	1	0	0	0	4	2	0	0	10	0	1	0	0	1	0	3	2	1	3	0	1	16	0	0	3	9	0	0	12	1	0	16
ENSELUG00000000023	0	1904	1849	2960	0	2	20757	1568	0	0	0	0	874	2707	1996	759	3455	0	1257	5713	1772	0	0	0	0	2105	0	0	2593	358	0	0	0	0	2743	588	7756	2170	4190	2459	2460	1510	0	0	0	0	0	2	2	2744	277	7061	0	1282	9122	1188	673	0	0	0	6593	3326	4599	3102	1193	0	10	2	2350	785	1	0	4450	0	1388	0	0	1979	0	1723	1347	1339	4242	0	905	3567	0	0	1406	3215	2	0	3714	56	1	8483
ENSELUG00000000024	0	12344	12771	17768	1	21	88006	9487	0	0	0	0	3752	14361	12867	3699	25321	2	6577	32169	7000	0	0	2	1	13568	5	0	16886	1526	1	0	0	1	16204	3593	51193	11415	31252	13274	17473	6262	0	2	7	0	0	3	7	11584	1550	42724	0	7695	47894	7543	2611	0	0	3	31021	28985	21803	17714	7956	0	50	2	9827	4638	0	0	22437	1	5538	0	0	13215	3	13572	7866	9005	28563	2	3816	12179	2	0	9758	12420	11	0	18231	327	0	42298
ENSELUG00000000025	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ENSELUG00000000026	0	80	72	123	0	1	936	62	0	0	0	0	39	131	91	18	138	0	57	407	59	0	0	0	0	96	0	0	135	17	0	0	0	0	148	17	243	71	188	92	99	68	0	0	0	0	0	0	0	103	3	369	0	41	294	51	34	0	0	0	237	301	163	119	48	0	0	0	82	41	0	0	183	0	52	0	0	78	0	75	52	65	179	0	37	114	0	0	72	66	0	0	159	5	0	320
ENSELUG00000000027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000028	0	6	5	26	0	0	47	5	0	0	0	0	6	2	14	3	23	0	1	27	15	0	0	0	0	16	0	0	19	2	0	0	1	0	31	3	30	7	17	33	11	8	0	0	0	0	0	0	0	11	2	37	0	5	28	4	1	0	0	0	14	17	28	21	9	0	0	0	20	2	0	0	18	0	9	0	0	7	0	7	11	12	32	0	2	49	0	0	3	14	0	0	17	0	0	50
ENSELUG00000000029	0	2207	2143	4697	0	8	28752	1855	0	0	0	0	837	3158	3934	786	5981	0	1585	6876	1860	0	0	1	0	2892	0	0	4606	458	0	0	0	0	3055	880	9809	2557	7090	3709	3287	2133	0	0	3	0	0	1	1	2978	459	8627	0	1675	9833	1943	729	0	0	0	8086	5903	6079	3108	1516	0	15	0	2970	843	0	1	6317	0	1854	0	0	2308	0	2406	1781	1730	7265	0	913	3786	0	0	1906	4468	0	0	4496	90	1	10817
ENSELUG00000000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSELUG00000000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000033	0	218	230	611	0	0	2842	219	0	0	0	0	143	344	341	106	539	0	180	598	318	0	0	0	0	301	0	0	446	65	0	0	0	0	500	67	650	339	603	528	400	306	0	0	0	0	0	1	0	343	29	1053	0	114	1137	204	74	0	0	0	735	792	801	440	221	0	1	0	474	98	0	0	541	0	246	0	0	194	0	217	332	209	833	0	136	907	0	0	196	513	0	0	552	9	0	970
ENSELUG00000000034	0	20	11	11	0	0	71	13	0	0	0	0	21	10	7	9	11	0	4	26	7	0	0	0	0	9	0	0	5	3	0	0	0	0	5	2	33	15	16	3	8	9	0	0	0	0	0	0	0	21	1	25	0	6	35	6	5	0	0	0	31	21	31	8	6	0	0	0	19	1	0	0	32	0	6	0	0	9	0	10	1	6	20	0	19	24	0	0	6	9	0	0	21	1	0	21
ENSELUG00000000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000036	0	3718	4444	6741	0	9	37157	2641	0	0	0	0	1159	4696	4045	1158	10106	0	2486	10072	2677	0	0	0	0	4544	0	0	5717	604	0	0	0	1	4745	1406	14965	3403	11522	5613	5641	2578	0	0	1	0	0	1	0	4158	604	11629	0	2883	14623	3437	986	0	0	1	12161	9478	10320	4471	1879	0	13	0	3543	1344	0	0	7954	0	2530	0	0	4485	0	5292	2774	2481	13860	0	1416	4635	0	0	3304	8937	1	0	7878	120	2	16509
ENSELUG00000000037	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000038	0	11	27	11	0	0	263	10	0	0	0	0	11	22	23	10	8	0	9	46	21	0	0	0	0	21	0	0	12	5	0	0	0	0	5	3	7	17	36	7	30	11	0	0	0	0	0	0	0	25	5	48	0	13	128	23	14	0	0	0	73	4	32	12	13	0	0	0	39	11	0	0	37	0	15	0	0	25	1	14	4	2	5	0	14	50	0	0	7	16	0	0	27	0	0	142
ENSELUG00000000044	0	0	0	0	0	0	12	3	0	0	0	0	0	1	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	1	0	10	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
ENSELUG00000000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000049	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000051	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	3	0	0	0	1	97	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0	0	98	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000053	0	2	14	0	0	0	1	0	0	0	0	0	0	4	18	0	8	0	3	6	0	0	0	0	0	12	0	0	3	1	0	0	0	0	1	0	1	1	38	2	11	0	0	0	0	0	0	0	0	0	1	6	0	15	0	11	0	0	0	0	38	4	7	1	2	0	0	0	1	2	0	0	1	0	0	0	0	6	0	28	0	0	12	0	1	0	0	0	6	3	0	0	0	0	0	0
ENSELUG00000000055	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000056	0	0	4	13	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	9	2	0	0	0	0	8	1	1	0	1	2	0	2	0	0	0	0	0	0	0	3	0	11	0	0	0	1	0	0	0	0	2	3	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSELUG00000000057	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	56	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000058	0	0	5	2	0	0	3	6	0	0	0	0	0	3	1	3	4	0	1	0	0	0	0	0	0	7	0	0	1	2	0	0	0	0	0	1	3	2	7	2	3	0	0	0	0	0	0	0	0	0	0	2	0	3	0	3	0	0	0	0	11	53	3	2	2	0	0	0	0	2	0	0	10	0	0	0	0	5	0	4	0	0	67	0	7	1	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000059	0	51	30	51	0	0	43	37	0	0	0	0	17	55	9	17	33	0	21	29	5	0	0	0	0	43	0	0	59	5	0	0	0	0	27	1	43	22	103	34	59	4	0	0	0	0	0	1	0	35	2	32	0	13	16	20	6	0	0	0	76	57	85	16	5	0	0	0	3	6	0	0	77	0	8	0	0	33	0	33	8	14	50	0	16	11	0	0	24	11	0	0	7	1	0	19
ENSELUG00000000060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000062	0	3	2	149	0	0	6	1	0	0	0	0	3	1	1	4	1	0	2	3	2	0	0	0	0	2	0	0	193	1	0	0	0	0	131	0	2	6	1	137	5	1	0	0	0	0	0	0	0	2	4	4	0	8	3	4	3	0	0	0	4	3	22	0	1	0	0	0	26	2	0	0	3	0	48	0	0	7	0	1	40	49	0	0	3	3	0	0	4	48	0	0	74	0	0	4
ENSELUG00000000063	0	0	1	0	0	0	0	1	0	0	0	0	1	0	3	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSELUG00000000064	0	9	29	3	0	0	2	0	0	0	0	0	1	35	2	0	17	0	1	0	0	0	0	0	0	38	0	0	0	1	0	0	0	0	1	3	2	0	104	4	42	2	0	0	0	0	0	0	0	5	1	8	0	36	0	34	5	0	0	0	43	10	27	5	5	0	0	0	1	1	0	0	7	0	1	0	0	10	0	29	0	0	6	0	4	1	0	0	12	0	0	0	1	0	0	0
ENSELUG00000000065	0	0	4	6	0	0	23	2	0	0	0	0	44	3	66	43	1	0	4	17	3	0	0	0	0	1	0	0	6	11	0	0	0	0	0	4	32	23	0	4	2	13	0	0	0	0	0	0	0	7	1	13	0	0	12	3	1	0	0	0	7	0	3	3	11	0	0	0	10	4	0	0	16	0	1	0	0	3	0	1	0	0	2	0	55	10	0	0	1	1	0	0	8	0	0	25
ENSELUG00000000066	0	3	2	3	0	0	2	4	0	0	0	0	4	1	5	8	69	0	2	1	1	0	0	0	0	2	0	0	2	1	0	0	0	0	1	1	6	1	1	0	0	0	0	0	0	0	0	0	0	6	3	1	0	5	4	5	4	0	0	0	4	55	1	1	0	0	0	0	34	1	0	0	6	0	56	0	0	0	0	8	90	1	70	0	3	10	0	0	0	184	0	0	152	1	0	0
ENSELUG00000000067	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	3	0	3	1	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	3	1	0	0	0	0	0	1
ENSELUG00000000068	0	28	91	16	0	0	105	49	0	0	0	0	30	63	106	34	38	0	31	12	14	0	0	0	0	50	0	0	19	10	0	0	0	0	3	7	61	45	146	8	80	40	0	0	0	0	0	0	0	33	2	32	0	45	26	31	18	0	0	0	132	53	60	6	43	0	0	0	44	11	0	0	151	0	154	0	0	27	0	57	57	0	43	0	28	22	0	0	23	387	0	0	411	2	0	45
ENSELUG00000000069	0	0	1	2	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	67	0	0	0	0	0	1	0	0	11	4	0	0	0	0	0	4	6	6	1	3	0	0	0	0	0	0	0	0	0	2	0	85	0	0	0	0	1	0	0	0	1	0	1	41	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
ENSELUG00000000070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000071	0	0	2	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	5	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	2	2	0	0	1	1	0	0	0	0	0	0	1	0	0	4
ENSELUG00000000072	0	11	8	7	0	0	25	15	0	0	0	0	45	11	24	27	23	0	4	21	2	0	0	0	0	6	0	0	8	16	0	0	0	0	11	1	16	18	24	1	10	4	0	0	0	0	0	0	0	31	0	31	0	6	6	12	3	0	0	0	17	20	30	9	4	0	0	0	5	4	0	0	50	0	5	0	0	9	0	12	4	1	22	0	47	6	0	0	10	2	0	0	4	0	0	11
ENSELUG00000000073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
