Gene_id	H07	G05	B02	B05	A11	A03	G02	F09	E09	B09	D08	E05	F03	C03	B07	D06	A12	H02	H05	F05	F08	H09	H10	E12	C05	E11	E10	E03	C02	C12	E08	C11	F12	C01	E06	H04	E04	H06	G06	A02	D02	A09	E07	F11	A10	F07	A08	C10	B10	A06	F01	C04	G07	E01	F04	D05	D03	G09	G08	G11	G03	B03	B04	F02	A01	D09	G10	F10	A04	B06	B11	D12	D04	D10	B01	B08	C09	D07	B12	A07	A05	H01	G04	H12	H03	C07	H11	C08	E02	G01	G12	H08	F06	D01	D11	C06
ENSLOCG00000012008	0	0	0	0	0	0	2	0	23	0	1	2	0	4	3	34	0	4	0	0	7	0	0	0	24	0	62	0	0	0	0	0	0	0	11	0	0	1	2	0	9	0	4	0	37	19	0	0	0	0	0	7	0	0	12	3	0	508	3	0	14	0	0	0	0	20	7	4	0	178	0	0	3	12	0	4	0	9	0	113	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	25
ENSLOCG00000012009	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	17
ENSLOCG00000012010	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	20	0	19	0	5	0	0	8	0	0	0	115	0	0	0	0	0	0	5	0	4	0	0	0	0	0	3	0	0	0	0	0	0	10	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	8
ENSLOCG00000012011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012012	93	17	18	8	5	41	25	0	83	77	1	29	37	19	60	49	0	12	2	19	140	0	11	0	879	0	196	92	1	0	8	0	0	3	75	13	0	10	2	18	201	0	218	0	69	142	9	3	0	234	2	1263	0	46	196	4	7	177	75	0	60	51	37	0	0	98	67	54	0	218	0	0	73	305	0	25	323	25	0	66	0	15	0	0	0	7	0	96	27	0	0	51	23	19	0	104
ENSLOCG00000012013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012014	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	8	0	0	0	0	0	0	0	0	11	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012015	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	3	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012016	0	0	0	0	0	0	0	0	0	0	4	0	8	0	23	0	0	13	2	0	14	0	0	0	0	0	151	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	62	3	0	0	0	0	7	0	1	0	0	0	5	49	0	0	1	0	0	0	85	0	5	0	175	0	0	35	14	0	0	6	11	0	0	0	0	0	0	0	0	0	0	30	0	0	3	0	0	0	8
ENSLOCG00000012017	22	1	0	0	0	0	3	8	6	0	0	0	0	0	11	73	0	0	0	3	0	0	0	0	109	0	26	8	3	0	0	0	0	0	9	0	0	0	0	1	8	0	33	0	0	1	0	3	0	0	0	26	0	0	38	0	0	0	0	0	0	0	13	0	0	47	28	9	0	53	0	0	0	44	0	0	16	35	0	21	0	0	0	0	0	0	0	0	11	0	0	6	0	1	0	61
ENSLOCG00000012018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENSLOCG00000012019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012020	0	0	0	0	5	0	0	0	25	5	1	10	0	0	49	0	0	0	0	0	2	0	17	0	44	0	2	0	7	0	0	0	0	0	21	15	0	1	0	0	12	0	9	0	1	17	0	1	0	10	0	15	0	2	8	0	0	0	0	0	4	0	0	0	0	12	7	0	0	24	0	0	0	0	2	28	17	16	0	1	0	8	0	0	0	12	0	0	0	2	0	18	0	0	0	1
ENSLOCG00000012021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	2	0	0	0	3	0	0	0	4	1	0	0	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	1	12	0	0	1	6	0	0	0	0	0	0	0	7	22	0	3	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	0	0	0	0
ENSLOCG00000012022	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012023	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012025	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	69	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	191	15	0	14	0	5	0	0	32	12	0	0	97	0	0	2	3	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012029	83	12	8	1	51	12	0	0	145	92	35	5	0	141	69	1	0	46	0	1	81	0	56	0	232	0	257	18	0	0	1	0	0	8	65	6	0	0	16	0	59	0	84	0	126	31	2	112	0	4	0	369	0	0	85	8	0	77	114	0	12	1	149	0	4	110	137	15	0	278	0	0	1	82	0	0	117	102	0	25	0	10	4	0	0	8	0	46	3	0	0	151	0	3	0	102
ENSLOCG00000012030	16	0	0	0	0	0	4	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	6	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012032	4253	72	65	127	3037	77	74	61	7199	2747	90	77	46	3418	737	46	0	214	45	78	10333	11	641	0	10191	0	2514	442	54	0	43	0	0	38	2485	63	48	94	63	70	5150	15	5633	0	3817	114	49	3134	29	85	50	21600	81	41	8526	64	29	5674	7374	0	168	44	2753	23	57	956	7114	99	31	2239	0	0	40	5513	39	97	8062	2019	0	52	33	31	82	0	20	1079	0	74	26	50	0	5716	32	36	1	9365
ENSLOCG00000012033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSLOCG00000012036	0	0	0	0	0	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ENSLOCG00000012037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012041	15	5	0	7	5	1	2	0	100	5	1	5	0	11	78	11	0	3	5	0	51	0	37	0	226	0	75	0	0	0	0	0	0	7	35	3	0	0	27	3	52	0	42	0	96	14	45	7	0	42	1	207	0	1	105	3	0	124	27	0	15	46	37	0	0	61	25	0	0	53	0	0	2	124	0	9	40	12	0	71	0	1	5	0	0	0	0	42	4	0	0	28	33	19	0	74
ENSLOCG00000012042	115	81	15	143	385	107	118	0	171	451	15	4	0	6	93	150	0	89	0	54	115	0	67	0	158	0	49	12	172	0	331	0	0	1	409	6	0	18	5	39	194	16	275	0	75	46	46	211	12	88	0	713	7	57	93	0	0	294	82	0	195	52	768	9	0	0	108	365	0	11	0	0	0	158	0	407	120	660	0	292	0	218	20	0	13	68	0	297	39	0	0	160	123	152	0	155
ENSLOCG00000012043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ENSLOCG00000012044	13	1	0	3	2	0	0	0	24	0	14	0	6	0	0	1	0	1	11	0	0	0	0	0	26	0	4	4	0	0	20	0	0	0	0	1	0	0	15	0	7	0	10	0	27	0	25	0	0	1	0	3	0	0	0	5	0	101	9	0	13	15	0	0	0	20	1	22	0	10	0	0	1	17	0	0	0	0	0	29	0	0	0	0	0	0	0	17	0	0	0	5	0	0	0	4
ENSLOCG00000012045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSLOCG00000012046	5	3	9	4	52	0	35	0	44	66	34	9	5	1	87	16	0	52	0	0	24	0	54	0	105	0	205	1	19	0	16	0	0	0	47	7	0	0	68	10	22	0	30	0	108	94	24	90	0	0	22	210	0	46	35	10	1	40	3	0	7	10	98	0	6	239	17	64	0	276	0	0	50	48	0	11	115	80	0	33	0	0	4	0	0	0	0	23	40	0	0	13	2	20	0	67
ENSLOCG00000012047	0	0	4	0	0	0	0	0	0	0	0	0	0	0	17	28	0	0	7	2	0	0	0	0	3	0	230	7	1	0	0	0	0	0	0	0	0	6	0	0	7	0	2	0	0	39	0	2	0	0	0	0	0	0	1	8	0	0	46	0	6	0	0	0	0	526	14	0	2	671	0	0	60	0	0	0	0	10	0	2	8	0	0	0	0	0	0	0	38	0	0	0	0	0	0	1
ENSLOCG00000012048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012050	28	0	0	0	0	2	4	0	33	1	32	0	10	4	1	71	0	22	0	0	56	0	20	0	27	0	26	1	0	0	1	0	0	0	30	7	0	8	15	2	0	0	1	0	7	1	26	7	0	6	0	48	0	1	16	0	0	9	3	0	3	2	0	0	0	16	29	44	0	63	0	0	0	1	0	2	20	2	0	43	0	0	1	0	0	0	0	43	8	0	0	34	0	17	0	15
ENSLOCG00000012051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSLOCG00000012053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	21	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012054	242	1	20	0	73	1	15	0	199	57	83	28	1	84	107	23	0	22	0	0	260	0	46	0	324	0	537	33	13	0	101	0	0	3	107	3	0	0	14	16	73	0	104	0	359	94	65	75	0	44	0	302	0	3	424	1	5	1354	694	0	35	60	27	0	1	261	483	13	0	398	0	0	6	209	3	51	54	10	0	34	0	26	18	0	0	41	0	72	3	0	0	137	47	36	0	155
ENSLOCG00000012055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012056	0	22	0	0	0	0	17	0	0	0	14	12	14	0	352	0	0	0	5	0	530	0	0	0	0	0	0	15	0	0	2	0	0	0	24	79	5	28	0	140	0	0	11	0	530	15	0	11	0	0	5	3	0	122	0	0	0	2	312	0	0	102	0	0	0	0	0	0	0	1	0	0	3	0	0	26	0	0	0	1	0	0	6	0	0	0	0	304	2	0	0	808	149	38	0	0
ENSLOCG00000012057	99	1	29	6	37	33	4	5	134	34	23	1	0	33	23	6	0	18	0	9	103	0	49	0	169	0	330	6	17	0	23	0	0	0	35	37	0	1	11	3	59	0	108	0	34	38	39	33	0	1	0	548	0	1	67	42	0	68	110	0	0	4	5	0	0	123	64	12	0	381	0	0	29	111	0	24	165	62	0	10	0	19	14	0	11	13	0	45	21	4	0	25	7	5	0	90
ENSLOCG00000012058	6	0	0	0	0	0	0	0	0	0	0	0	0	7	7	14	0	1	0	0	2	0	2	0	0	0	32	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	18	2	0	25	0	0	32	0	0	0	0	0	0	0	21	43	0	0	64	0	0	12	6	0	0	25	2	0	26	0	0	0	0	0	7	0	0	0	0	0	13	0	0	0	27
ENSLOCG00000012059	0	13	20	0	0	0	0	0	322	0	0	11	0	1	72	0	0	0	0	0	167	0	0	0	38	0	0	0	7	0	22	0	0	0	73	1	0	0	0	2	9	0	140	0	182	13	0	0	0	22	0	111	1	37	0	0	0	0	263	0	0	44	0	0	1	0	0	86	0	0	0	0	0	40	0	1	100	0	0	0	0	0	0	0	5	0	0	52	0	0	0	59	44	16	0	255
ENSLOCG00000012060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012062	13	0	13	2	0	1	10	16	0	3	0	0	0	2	18	0	0	22	0	0	4	0	9	0	32	0	2	7	9	0	0	0	0	0	0	0	0	12	0	0	6	0	36	0	19	0	0	18	0	0	0	54	0	0	7	0	0	7	6	0	0	6	5	0	0	21	40	1	0	46	0	0	9	33	0	0	0	0	0	2	0	0	0	0	0	0	0	4	14	0	0	22	15	2	0	3
ENSLOCG00000012063	0	12	22	13	0	15	0	0	213	0	4	8	0	0	105	0	0	0	0	0	496	0	0	0	36	0	0	29	0	0	28	0	0	0	298	45	0	2	0	106	0	0	73	0	107	4	0	0	1	39	0	158	0	116	0	4	0	0	231	0	9	19	0	0	0	0	0	48	0	9	0	0	0	10	0	67	0	0	0	0	11	0	0	0	17	0	0	72	0	0	0	197	134	162	0	59
ENSLOCG00000012064	103	11	0	0	5	8	47	0	141	84	12	28	4	43	197	42	0	51	0	1	98	0	35	0	245	0	229	21	1	0	17	0	0	0	35	5	0	33	153	2	27	0	222	0	173	112	92	46	1	48	2	207	0	17	67	0	0	386	161	0	9	71	23	8	5	211	59	109	4	209	0	0	22	80	11	6	84	67	0	370	0	10	55	0	6	86	0	200	46	0	0	150	0	28	0	73
ENSLOCG00000012065	134	79	0	8	76	114	40	0	339	55	1757	80	0	2177	13	123	0	262	5	36	18	0	149	0	38	0	31	74	2	0	87	0	0	90	142	6	1	9	1699	1	43	1	8	0	10	42	3	113	0	18	609	42	19	15	154	28	5	39	31	0	26	3	76	2	10	23	104	33	1	30	0	0	19	0	47	84	10	98	0	9	6	0	617	0	0	23	0	9	0	13	0	42	0	112	0	142
ENSLOCG00000012066	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012069	0	56	0	0	0	31	6	0	35	1	0	0	0	0	68	28	0	6	0	0	47	0	0	0	0	0	0	0	0	0	152	0	0	0	222	0	0	0	0	0	0	0	4	0	54	12	0	0	0	2	0	5	0	11	32	14	0	24	33	0	3	6	0	0	0	0	8	10	0	0	0	0	0	0	14	114	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	1	15	155	0	20
ENSLOCG00000012070	9	0	0	0	3	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	11	0	0	0	0	4	0	0	0	53	0	0	18	0	0	0	10	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ENSLOCG00000012071	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012073	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSLOCG00000012074	19	8	0	0	15	0	0	0	19	2	0	0	0	6	18	2	0	28	0	0	35	0	0	0	81	0	81	0	0	0	27	0	0	0	8	1	0	6	22	0	10	0	29	0	12	24	0	0	0	0	0	295	0	0	33	15	0	95	44	0	8	0	7	0	0	19	2	11	0	104	0	0	10	85	0	1	30	9	0	23	0	1	0	0	0	6	0	18	0	0	0	51	0	0	0	1
