Gene_id	H07	G05	B02	B05	E07	A11	A03	G02	F09	E09	B09	D08	E05	F03	C03	B07	D06	A12	H02	H05	F05	F08	H09	H10	E12	C05	E11	E10	E03	C02	C12	E08	C11	F12	C01	E06	H04	E04	H06	G06	A02	D02	A09	F11	A10	F07	A08	C10	B10	A06	F01	C04	G07	E01	F04	D05	D03	G09	G08	G11	G03	B03	B04	F02	A01	D09	G10	F10	A04	B06	B11	D12	D04	D10	B01	B08	C09	D07	B12	A07	A05	H01	G04	H12	H03	C07	H11	C08	E02	G01	G12	H08	F06	D01	D11	C06
ENSELUG00000000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSELUG00000000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000017	0	3776	16877	2323	0	1	10975	8729	0	0	0	0	3695	26417	10623	3402	1195	0	185	12010	7613	0	0	0	0	4043	0	1	186	14390	0	0	0	1	1326	11440	17759	355	9821	3054	11315	616	0	0	2	0	0	2	4	10210	4681	23924	0	15665	7400	3399	3149	0	0	0	15077	2596	5143	17720	5988	0	2	0	532	100	0	0	9249	0	4297	0	0	7752	0	30313	5318	141	6955	0	7922	8940	0	0	887	7497	1	0	5732	6946	0	5496
ENSELUG00000000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000020	0	1538	6899	709	0	4	2599	4154	1	0	0	0	1961	17440	8685	3516	534	0	175	5945	5536	0	0	0	0	14253	0	1	134	4832	0	0	1	0	630	10683	28771	355	9028	989	10232	523	0	0	0	0	1	0	4	8824	3375	9022	0	14241	2001	4654	1755	0	0	0	4854	922	2306	8080	3777	0	1	0	374	122	1	0	5270	0	3042	0	0	2338	2	22573	2291	142	3059	0	3852	5303	1	0	456	3592	0	0	2648	3655	0	1968
ENSELUG00000000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000022	0	1	19	3	0	0	6	7	0	0	0	0	5	39	25	3	3	0	0	8	8	0	0	0	0	27	0	0	0	12	0	0	0	0	2	30	63	1	16	1	35	0	0	0	0	0	0	0	0	6	2	7	0	38	11	5	1	0	0	0	13	2	2	8	8	0	0	0	1	0	0	0	6	0	6	0	0	3	0	39	4	0	3	0	1	16	0	0	0	2	0	0	3	3	0	9
ENSELUG00000000023	0	1485	6822	706	0	0	4552	2971	0	0	0	0	1826	22890	8259	2804	463	0	155	4373	7361	0	0	2	0	18834	0	0	96	4251	0	0	0	0	636	9840	26179	315	8259	1099	12617	587	0	0	1	0	0	0	2	7025	2864	7149	0	13545	3052	2800	2050	0	0	0	4463	901	2196	5077	3592	0	2	0	495	73	0	1	4781	0	2825	0	0	1869	2	17134	2600	138	2500	0	4040	8278	0	0	555	3550	1	0	3922	4508	2	2550
ENSELUG00000000024	0	7520	34422	3259	0	5	11834	20149	0	0	0	0	8865	75215	27192	13208	1991	1	599	19534	19616	0	0	3	2	40993	2	0	473	15969	0	0	1	2	2310	40330	99083	1173	38583	3828	41246	2113	0	2	2	0	1	2	15	30766	12298	33747	0	50706	9694	16953	6240	1	0	4	21345	4252	9975	31907	14446	0	2	2	1139	359	3	3	13642	2	12403	0	0	9815	1	79993	9563	451	11282	1	17625	20237	1	0	1578	14618	6	0	13084	15005	6	5245
ENSELUG00000000025	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000026	0	43	204	9	0	0	80	80	0	0	0	0	19	398	138	55	9	0	3	115	132	0	0	0	0	213	0	0	2	66	0	0	0	0	13	197	376	12	160	20	218	17	0	0	0	0	0	0	0	115	43	164	0	204	52	53	31	0	0	0	60	33	41	152	80	0	0	0	9	2	0	0	62	0	70	0	0	62	0	270	38	5	39	0	72	156	0	0	9	53	0	0	46	66	0	32
ENSELUG00000000027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000028	0	9	33	1	0	0	14	19	0	0	0	0	10	50	53	4	0	0	0	10	25	0	0	0	0	31	0	0	0	38	0	0	0	0	0	55	115	1	19	8	29	3	0	0	0	0	0	0	0	17	16	17	0	28	18	16	5	0	0	0	16	2	13	18	14	0	0	0	0	0	0	0	16	0	19	0	0	14	0	55	8	1	4	0	18	24	0	0	1	13	0	0	6	11	0	7
ENSELUG00000000029	0	2744	13602	1159	0	0	7564	6128	0	0	0	0	3312	41643	14708	4569	584	0	268	6747	11841	0	0	2	0	25302	0	0	186	10360	0	0	1	1	1027	17240	46831	592	14382	1477	19231	868	0	0	0	0	0	1	3	12229	5056	13676	0	28498	4080	6213	3232	0	0	0	8910	1401	3645	9948	5841	0	0	0	586	169	0	0	6962	0	5087	0	0	3531	2	38502	3722	249	3568	1	7408	11553	2	0	553	5301	2	0	4760	5628	0	2985
ENSELUG00000000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000031	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000033	0	225	1187	133	0	0	1047	496	0	0	0	0	237	3263	1554	285	50	0	29	589	1360	0	0	0	0	2025	0	0	14	1095	0	0	0	0	107	1694	3753	61	1057	137	1913	74	0	0	0	0	0	0	1	927	417	1173	0	1181	696	621	294	0	0	0	749	160	434	990	613	0	0	0	72	14	0	0	544	0	482	0	0	352	0	2199	468	27	271	0	625	1058	0	0	55	533	0	0	553	754	0	272
ENSELUG00000000034	0	3	10	2	0	0	8	15	0	0	0	0	5	17	8	5	2	0	0	22	12	0	0	0	0	17	0	0	0	33	0	0	0	0	1	10	38	3	18	1	9	0	0	0	0	0	0	0	0	34	3	22	0	27	13	3	6	0	0	0	11	6	6	13	2	0	0	0	2	0	0	0	19	0	5	0	0	3	0	30	13	1	5	0	14	18	0	0	1	11	0	0	11	3	0	9
ENSELUG00000000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000036	0	3190	20333	1545	0	4	8375	10135	0	0	0	0	4266	49438	17046	8550	998	0	297	10048	17800	0	0	1	0	35894	0	0	255	11031	1	0	0	0	1284	21423	57718	683	20480	2326	23189	1083	0	0	0	1	0	0	2	20973	6154	18100	0	43250	5538	9594	3624	1	0	0	12647	1975	4874	13490	7163	0	3	0	819	192	0	2	13907	2	5628	0	0	4743	1	77405	5134	227	6639	0	8612	15646	1	0	746	6605	0	0	6297	7126	0	4702
ENSELUG00000000037	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSELUG00000000038	0	0	0	2	0	0	7	8	0	0	0	0	5	26	5	2	3	0	0	15	11	0	0	0	0	12	0	0	0	8	0	0	0	0	4	8	18	3	21	0	12	1	0	1	0	0	0	0	0	14	2	16	0	7	16	3	3	0	0	0	1	0	3	8	5	0	0	0	0	0	0	0	7	0	8	0	0	1	0	10	3	2	4	0	5	15	0	0	0	7	0	0	7	4	0	6
ENSELUG00000000044	0	2	1	3	0	0	2	0	0	0	0	0	10	7	3	3	0	0	0	0	1	0	0	0	0	3	0	0	0	441	0	0	0	0	2	0	1	3	3	2	2	1	0	0	0	0	0	0	0	2	0	2	0	2	0	1	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	5	1	1	0	0	57	2	0	0	0	4	0	0	0	0	0	1
ENSELUG00000000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000051	0	0	50	2	0	0	3	1	0	0	0	0	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	305	0	49	0	0	0	0	70	1	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	2	0	0	0	3	0	0	2	0	0	2
ENSELUG00000000052	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	7	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ENSELUG00000000053	0	0	9	0	0	0	0	21	0	0	0	0	0	1	3	1	0	0	0	18	7	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	14	0	1	1	1	0	0	0	0	0	0	0	0	40	1	21	0	10	0	2	1	0	0	0	16	0	2	29	0	0	0	0	1	0	0	0	29	0	3	0	0	3	0	21	1	0	3	0	15	1	0	0	0	1	0	0	0	0	0	2
ENSELUG00000000055	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	10	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000056	0	1	0	0	0	0	1	3	0	0	0	0	1	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	16	41	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	1	0	0	0	0	0	1	0	1	0	6	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000057	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	45	0	30	0	0	0	0	35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSELUG00000000058	0	0	14	0	0	0	0	6	0	0	0	0	2	1	0	1	0	0	0	9	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	10	1	23	0	133	0	21	1	0	0	0	195	1	1	8	0	0	0	0	0	0	0	0	7	0	1	0	0	1	0	67	0	0	0	0	0	1	0	0	1	2	0	0	2	0	0	0
ENSELUG00000000059	0	14	51	8	0	0	9	46	0	0	0	0	19	43	38	15	10	0	0	95	23	0	0	0	0	19	0	0	0	78	0	0	0	0	7	44	148	4	15	8	19	4	0	0	0	0	0	0	0	108	23	199	0	183	12	24	35	0	0	0	72	9	19	131	23	0	0	0	2	0	0	0	115	0	52	0	0	24	0	248	48	1	20	0	38	26	0	0	5	39	0	0	65	12	0	6
ENSELUG00000000060	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSELUG00000000062	0	201	3	3	0	0	4	0	0	0	0	0	2	2	2	1	0	0	1	1	103	0	0	0	0	1	0	0	4	3	0	0	0	0	4	0	3	3	0	2	2	2	0	0	0	0	0	0	0	4	22	4	0	1	8	2	3	0	0	0	1	0	107	2	1	0	0	0	7	0	0	0	0	0	1	0	0	180	0	7	4	0	2	0	1	272	0	0	9	3	0	0	3	0	0	2
ENSELUG00000000063	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0
ENSELUG00000000064	0	0	11	0	0	0	5	43	0	0	0	0	0	2	0	1	1	0	0	47	4	0	0	0	0	0	0	0	1	19	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	0	0	0	44	0	56	0	16	2	5	1	0	0	0	16	4	1	82	1	0	0	0	1	0	0	0	38	0	0	0	0	0	0	37	0	0	6	0	2	1	0	0	0	0	0	0	0	0	0	1
ENSELUG00000000065	0	0	1	4	0	0	12	4	0	0	0	0	16	18	16	8	0	0	0	2	8	0	0	0	0	8	0	0	0	113	0	0	0	0	2	14	52	2	6	6	9	1	0	0	0	0	0	0	0	4	6	4	0	9	6	1	1	0	0	0	3	0	1	2	5	0	0	0	0	0	0	0	5	0	1	0	0	0	0	4	7	1	1	0	52	5	0	0	1	6	0	0	0	4	0	19
ENSELUG00000000066	0	0	93	3	0	0	3	3	0	0	0	0	1	5	3	3	0	0	0	1	141	0	0	0	0	5	0	0	0	4	0	0	0	0	4	7	11	2	4	0	3	5	0	0	0	0	0	0	0	7	2	6	0	289	9	24	3	0	0	0	64	2	5	3	1	0	0	0	5	0	0	0	1	0	0	0	0	5	0	367	4	0	0	0	4	497	0	0	1	6	0	0	4	0	0	4
ENSELUG00000000067	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1
ENSELUG00000000068	0	7	51	12	0	1	36	47	0	0	0	0	27	60	17	18	4	0	7	72	703	0	0	0	0	21	0	0	1	208	0	0	0	0	8	19	34	3	21	20	26	39	0	0	0	0	0	0	0	168	7	143	0	65	23	28	40	0	0	0	48	12	15	112	5	0	0	0	25	0	0	0	113	0	87	0	0	5	0	135	30	0	22	0	137	458	0	0	1	71	0	0	81	13	0	15
ENSELUG00000000069	0	2	1	2	0	0	1	4	0	0	0	0	3	1	70	1	0	0	2	1	3	0	0	0	0	1	0	0	0	1	0	0	0	0	2	105	303	3	1	0	0	1	0	0	0	0	0	0	0	4	54	3	0	1	1	2	0	0	0	0	0	0	4	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	1	0	0	1	0	0	0	0	1	0	3
ENSELUG00000000070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000071	0	0	0	0	0	0	2	1	0	0	0	0	1	3	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	8	0	3	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0
ENSELUG00000000072	0	0	26	5	0	0	7	15	0	0	0	0	5	9	17	1	0	0	1	30	11	0	0	0	0	8	0	0	0	77	0	0	0	0	2	19	27	1	7	2	13	3	0	0	0	0	0	0	0	20	6	28	0	43	3	10	18	0	0	0	18	2	2	32	5	0	0	0	0	0	0	0	16	0	17	0	0	3	0	36	17	0	7	0	35	12	0	0	2	28	0	0	19	8	0	6
ENSELUG00000000073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
